,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,sum,norm
NWS-36-0.5.csv,-96.53617322115201,-109.06043917243866,-121.25391007940571,-232.32541154245396,-284.35381291889615,-313.0375967592702,-94.70859443107189,-104.09750507771508,-102.72045776349748,-85.10717522933052,-101.9299781014637,-91.83837814955852,-63.63739936701387,-64.06583204061491,-63.66378817838805,-58.6140157662412,-52.2208833349267,-58.67633222813566,-30.85797359524374,-29.35376097855262,-30.818033203569218,-2188.87745113894,-1.0415577873454822
NWS-51-0.5.csv,-97.11625434212006,-108.5374031342832,-122.06699841541989,-232.35714741203114,-283.5949472121497,-313.46289547193646,-94.41816610554582,-103.1487325320722,-102.48714102669717,-85.10419662857178,-101.92581591687693,-91.83467939938424,-63.669107870134226,-64.00000200776908,-63.65978820955086,-58.586173999327656,-52.23165327915308,-58.731185475787136,-30.872456234207803,-29.345628128738035,-30.776960583690027,-2187.9273333854467,-0.0914400338519954
NWS-71-0.5.csv,-97.87122193906988,-108.27256313602443,-123.04820384696785,-232.40520200983556,-283.0306326145911,-314.6424336224414,-94.3310951912448,-102.50126014174964,-102.46483813226743,-85.10268299485773,-101.9286995234074,-91.83544655082024,-63.66582077701919,-63.985033177520975,-63.65747181563843,-58.60142593305775,-52.23451639704198,-58.7469601850767,-30.87708522978203,-29.355885607285412,-30.77137538386312,-2189.3298542095636,-1.4939608579688866
NWS-3-0.5.csv,-95.75944980574903,-114.73487746993014,-125.30706123877077,-232.32028725330525,-287.20382032321197,-315.5059445800957,-95.360331113256,-111.23129111397364,-111.39623736179266,-84.7837082229056,-100.58209572352871,-91.15853723568539,-63.04865984273795,-67.99689729348077,-65.07965643921615,-58.744429931404994,-54.25099468385792,-59.26726684698775,-30.808406896193326,-30.103699992107828,-32.154156907525724,-2226.7978102757174,-38.96191692412276
NWS-10-0.5.csv,-95.82074980624817,-112.37250167725142,-121.94075050017477,-232.33455678218482,-286.37344684456934,-313.9292505019704,-95.24123336104225,-108.23227168472555,-106.54603597421332,-85.05152940245382,-102.0285559477655,-91.74176243854835,-63.378562264812004,-65.51465602875862,-63.61072693084536,-58.70039548082535,-52.675068451266526,-58.42448633757318,-30.773384678554464,-29.54559721288925,-31.240027932107665,-2205.4755502387807,-17.639656887185993
NWS-75-0.5.csv,-98.01578528543868,-108.27697279185047,-123.30992443828907,-232.4326363403504,-282.9961254230372,-314.96259248913486,-94.31259744456261,-102.4347652643396,-102.46265626044567,-85.102654512089,-101.92875024556412,-91.83547997830767,-63.66790113228905,-63.98477735927183,-63.6568279061629,-58.602950822900155,-52.2341556527978,-58.74489973339739,-30.876952324273596,-29.35720239707107,-30.769274000647165,-2189.96588180222,-2.1299884506252056
NWS-77-0.5.csv,-98.06567865160868,-108.27704860080271,-123.44128945346569,-232.43124213578284,-283.00371552099944,-315.14138447377337,-94.32259346758758,-102.37885688898822,-102.46693233098644,-85.102654512089,-101.92875024556412,-91.83547997830767,-63.66886124143979,-63.98359072545089,-63.65697678897739,-58.60263582516303,-52.23237640319093,-58.74393229154495,-30.87703103524801,-29.35708392447856,-30.768628917205465,-2190.286743412655,-2.450850061060464
NWS-80-0.5.csv,-98.16528013430705,-108.24358697907212,-123.62455280255706,-232.44467528116797,-282.8910517470743,-315.38987312093616,-94.3276918697763,-102.33807748107397,-102.42622682766053,-85.10265262571474,-101.92875024556412,-91.83547977384879,-63.66931912751045,-63.98413006928149,-63.65733522932556,-58.604771105189634,-52.233655495655455,-58.74541238573098,-30.87448745785245,-29.35745908514774,-30.7677074570025,-2190.612176301449,-2.7762829498542487
NWS-48-0.5.csv,-96.9985784731291,-108.57991709532155,-121.97197879374536,-232.36287216063818,-283.64046649336797,-313.3464994641704,-94.45652885745321,-103.27036938804247,-102.52588420338759,-85.10421219257347,-101.92657163053669,-91.83458772512803,-63.671058232561,-64.01080442008102,-63.65829837690885,-58.60009305660526,-52.227977285042805,-58.725233750346135,-30.862554539003913,-29.34353340516143,-30.78472581270511,-2187.9027453559097,-0.0668520043150238
NWS-23-0.5.csv,-96.1126747674962,-110.11602794584871,-120.82828815798612,-232.3454858602264,-285.2568864645581,-313.01482739693944,-94.91310164045021,-105.45044309945176,-103.5617208679006,-85.08330409501704,-101.92198677515175,-91.84306863071926,-63.52016709869507,-64.32181979937302,-63.64579609186758,-58.627838666809446,-52.239018335973526,-58.64468140897251,-30.846210264240376,-29.40343447631821,-30.898290631938345,-2192.5950724759336,-4.759179124338971
NWS-2-0.5.csv,-95.7885717380884,-115.28952543513508,-126.31515034950121,-232.32223959763473,-287.41866992182196,-315.87945816120686,-95.36147919053617,-111.98198000875522,-112.7031493814792,-84.75728857632194,-99.6919572567882,-91.26061073128517,-62.97959097412806,-68.6998699666066,-65.89840377704628,-58.67968241795932,-54.781225508182246,-59.78658583822016,-30.86575216032178,-30.267785356968083,-32.42638661984347,-2233.1553629678306,-45.31946961623589
NWS-42-0.5.csv,-96.79263903191051,-108.72139762122669,-121.72810351561225,-232.34750770233603,-284.02719649872296,-313.13787378686294,-94.55587504251712,-103.65641367567494,-102.626070830508,-85.10210300571445,-101.92615479037018,-91.83968427401946,-63.66913295852912,-64.02853996492397,-63.66502262573383,-58.59593772264712,-52.23013157962897,-58.718712998812734,-30.86390636295816,-29.35214327131135,-30.792621034441343,-2188.377168294462,-0.5412749428674033
NWS-49-0.5.csv,-97.05794260265635,-108.59849440668386,-122.00708906366832,-232.36284510435138,-283.6592129068067,-313.4023554010121,-94.4311490564728,-103.22580740497098,-102.51791179006003,-85.10446208147215,-101.9268654525863,-91.83471962385916,-63.672880010189786,-64.00684144623682,-63.65775819397088,-58.595146737042406,-52.22867903743702,-58.73243911083123,-30.867125158529845,-29.348636481652342,-30.781317608610024,-2188.0196786791003,-0.18378532750557497
NWS-22-0.5.csv,-96.09191077540018,-110.2085034949685,-120.83808975603122,-232.33910386325383,-285.34693741811367,-313.0112620795976,-94.92981826133736,-105.63138572984717,-103.68656694507797,-85.08593131317646,-101.93176229881198,-91.84476585274349,-63.513926539636316,-64.35157585404251,-63.63671944668225,-58.63061291252037,-52.23666083919127,-58.62062750214645,-30.843105993708907,-29.403308463330198,-30.89587970432923,-2193.0784550439466,-5.242561692351956
NWS-90-0.5.csv,-98.47956944509481,-108.12590248405802,-123.8058463316535,-232.45785628498777,-282.7574318977097,-316.02648466058554,-94.3391600524497,-102.12701372592602,-102.39631732391409,-85.10265262571474,-101.9288262074313,-91.83547977384879,-63.66881435559165,-63.98329556829207,-63.658741274025324,-58.60401592607114,-52.23730082659511,-58.74732843505662,-30.872766265428776,-29.357513794322795,-30.76787628191284,-2191.2801935406696,-3.4443001890749656
NWS-41-0.5.csv,-96.74804095561815,-108.7757080369494,-121.69253461500698,-232.3439675221253,-284.10122977904894,-313.0727941582645,-94.58234936915126,-103.73214388125831,-102.6398371534729,-85.10391734710304,-101.92633223155846,-91.83866676592068,-63.670586568164644,-64.0380111435767,-63.66442303178214,-58.60457985848665,-52.228533795489845,-58.71907941744763,-30.862085033199218,-29.3547946417358,-30.79711800195981,-2188.49673330732,-0.6608399557253506
