1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
40583,40679,40590,39092,38697,38277,30190,19945,6472,49577,39314,26154,47921,33751,17684,46435,28989,11626,41278,19803,2592
40397,40454,40146,38486,38336,37971,30134,21449,7381,48537,41229,27224,47333,35867,18831,45806,31575,12616,40542,22411,3168
39488,39419,39451,37965,37827,37695,29636,22431,8049,46907,42388,28199,45492,38248,19692,44686,33935,13840,39813,24814,3873
38191,37884,38242,36671,36711,36641,28878,23965,9014,44569,43018,28637,43635,39987,20931,42537,36596,14988,38079,27464,4707
36409,36580,36811,35257,35595,34953,28449,25465,9976,41419,43343,29271,41219,41067,22127,39647,38511,16377,36540,29972,5654
34776,34602,34194,33668,33586,33731,27472,26689,10906,38208,43443,29533,37854,42309,23117,36859,39685,17680,34694,32349,6775
32528,32444,32323,31176,31735,31679,26376,27606,12040,34958,42223,29853,33879,41683,24128,33820,40856,19005,32189,34697,8300
29737,30091,29977,29200,29444,29366,25255,28422,13221,31002,40477,29945,30371,41506,25037,30823,41194,20419,30179,36642,9517
27443,27354,27051,27035,27087,27431,23886,28930,14552,27088,38472,29215,27288,40576,25880,27420,41011,21886,27345,38430,11148
24682,25099,25011,24535,24779,24919,22808,29536,15704,23567,36369,29133,23618,39421,26384,23564,41251,22953,24958,39815,13202
22212,22293,22368,22383,22541,22677,21172,29793,17053,19898,33379,28444,20311,37290,27097,20970,39759,24286,22465,40663,15018
19972,19722,20022,19844,20309,20429,20041,30048,18828,17094,30610,27492,17378,34860,27428,17947,38483,25846,19883,41374,17353
17430,17689,17572,17840,18205,18152,18344,29788,20141,14163,27825,26953,14747,32698,27445,15244,36409,26965,17569,41182,20046
15278,15316,15280,15630,15926,16171,17075,29920,21338,11794,24800,25438,12423,29772,27532,12692,34608,27834,15241,40570,22097
13138,13323,13452,13831,14005,14036,15679,29543,23042,9581,21706,24191,10251,27273,27356,10712,32064,28524,13311,39773,24559
11347,11364,11435,12092,12034,12388,14473,28772,23909,8014,19061,22488,8373,24699,26772,9029,29371,29082,11281,38631,27468
9690,9755,9639,10338,10442,10812,13123,28356,25265,6413,16423,21576,6920,21647,26614,7485,26873,29507,9417,36710,29757
8248,8287,8272,9042,8924,9310,11775,27245,26458,5233,14292,20238,5591,19241,25942,6070,24042,29663,8086,34634,32572
6842,6825,6898,7557,7912,7760,10755,25888,27257,4318,12122,18808,4575,17125,25296,5054,21627,29533,6831,32042,34736
5569,5830,5858,6392,6473,6582,9562,24912,28170,3394,10293,17676,3673,14925,24330,4142,19281,29510,5573,30001,36880
4731,4732,4820,5399,5641,5584,8821,23716,28789,2651,8681,16421,3035,12836,23443,3309,17087,29222,4665,27507,38358
3912,3899,4047,4453,4661,4642,7924,22368,29431,2146,7429,15254,2435,11114,22453,2761,14743,28771,3882,24908,39273
3161,3214,3305,3706,3883,3957,7118,21202,29718,1727,6087,13983,1985,9553,21448,2275,12973,27282,3183,22190,40527
2623,2550,2696,3243,3255,3198,6318,19694,29902,1371,5262,12720,1605,8181,20542,1885,11293,27070,2551,19749,41237
2106,2284,2195,2718,2640,2776,5802,18551,30068,1159,4389,11945,1337,6954,19286,1535,9702,25992,2138,17568,41245
1829,1810,1750,2212,2189,2313,5266,16951,29659,936,3715,10916,1089,6175,17880,1326,8465,24447,1706,15278,40696
1347,1430,1383,1864,1872,1917,4548,15388,29565,770,3197,9856,931,5103,16790,1065,7288,23472,1387,13039,39665
1194,1158,1210,1604,1666,1587,4368,14270,28384,650,2650,9398,816,4425,15740,957,6324,22000,1157,11159,38563
973,1007,996,1272,1291,1356,3794,13049,27924,542,2171,8513,714,3698,14745,834,5528,20935,971,9466,36464
859,838,781,1166,1123,1161,3614,11938,27026,477,1868,7960,570,3295,13710,681,4632,19521,747,8135,34738
744,695,705,986,960,993,3307,10762,26237,414,1702,7163,557,2754,12786,586,3893,18247,635,6810,32485
540,621,609,852,832,884,3157,9697,24855,344,1469,6820,463,2438,11780,520,3279,16903,597,5550,30192
537,522,500,749,745,770,3016,8763,23323,330,1308,6133,423,2078,10799,502,2874,15516,493,4551,27523
445,469,467,715,713,697,2816,7947,22447,308,1157,5743,407,1832,9924,455,2469,14049,425,3729,24820
436,423,446,683,683,651,2757,7157,21012,248,1054,5307,423,1708,9137,437,2080,12968,405,3147,22323
398,402,391,663,627,664,2639,6539,19666,279,907,4940,358,1467,8579,429,1821,11725,388,2594,19705
436,446,474,613,651,635,2705,5861,18152,305,811,4546,336,1344,7694,444,1612,10692,373,2142,17562
417,436,381,697,683,670,2821,5085,16882,288,800,4165,420,1212,7095,421,1540,9699,415,1680,15212
444,471,503,675,720,751,2798,4693,15674,279,715,3959,397,1064,6596,485,1277,8825,480,1381,13052
508,524,545,748,737,785,3091,4332,14386,319,747,3912,435,998,6104,457,1243,7912,494,1155,11107
565,592,577,876,922,870,3085,3896,13235,387,742,3560,479,980,5583,542,1076,7159,543,935,9492
687,659,751,995,975,971,3319,3654,11966,425,708,3487,549,943,5252,606,1023,6500,632,803,8070
841,821,813,1172,1169,1208,3582,3350,10761,479,770,3260,603,996,4902,650,1028,6022,766,617,6766
1012,1007,1036,1270,1324,1313,3873,3074,9849,562,839,3304,687,998,4498,742,951,5398,896,582,5540
1251,1164,1223,1502,1641,1615,4293,2859,8697,650,916,3152,792,986,4316,941,918,5011,1142,454,4699
1415,1382,1423,1855,1853,1846,4711,2821,8050,750,1035,3221,930,1092,4210,1055,906,4710,1402,414,3813
1784,1849,1760,2209,2255,2368,5231,2717,7142,959,1099,3319,1165,1123,4146,1290,1037,4400,1648,389,3020
2148,2163,2245,2619,2714,2738,5735,2814,6472,1146,1261,3514,1366,1195,3992,1524,1018,3986,2092,372,2649
2569,2689,2755,3192,3224,3294,6494,2826,5985,1486,1445,3596,1594,1331,4143,1903,1109,3939,2611,386,2041
3295,3213,3334,3855,3954,3922,7118,2733,5273,1709,1572,3804,1965,1498,4027,2208,1191,3757,3242,395,1658
3927,3832,3849,4545,4500,4784,7852,2708,4767,2151,1892,3944,2482,1724,4043,2721,1313,3637,3833,425,1437
4772,4763,4752,5534,5474,5530,8724,2932,4433,2702,2177,4476,3099,1837,4151,3500,1469,3468,4715,474,1135
5722,5732,5903,6396,6464,6420,9783,3155,3970,3378,2654,4857,3724,2210,4291,4190,1557,3612,5500,562,972
6882,6916,7039,7414,7636,7648,10656,3373,3712,4114,3047,5172,4575,2516,4535,5096,1692,3565,6633,644,773
8241,7997,8051,8907,8845,8886,11769,3603,3302,5200,3765,5778,5574,2834,4796,6120,2124,3587,7969,806,645
9598,9626,9746,10290,10332,10418,12972,3848,3251,6306,4345,6414,6874,3295,5027,7534,2399,3714,9490,1001,569
11150,11231,11202,11926,12044,12072,14262,4436,2996,7892,5074,6995,8396,3897,5521,8978,2757,3606,11351,1185,473
13300,13318,13165,13714,13816,13698,15709,4770,2948,9625,6190,7901,10006,4593,5828,10738,3327,3913,12783,1426,409
15081,15339,15354,15608,15423,15478,17199,5302,2703,11737,7305,8541,12274,5495,6168,12795,3964,3998,15214,1763,377
17485,17353,17661,17679,17830,17553,18452,5754,2765,14048,8284,9685,14792,6138,6577,15255,4504,4297,17284,2142,360
19838,19919,19957,19938,20054,19805,20004,6391,2749,16868,9947,10839,17554,7344,7311,17870,5297,4490,19751,2518,391
22099,22061,22287,22458,22162,21968,21329,7193,2790,20203,11511,11783,20393,8740,7797,20670,6210,4876,22338,3078,400
24962,24811,24877,24521,24418,24463,22516,7910,2852,23620,13331,12836,23691,9944,8477,23677,7287,5142,24798,3779,431
27349,27064,27228,27204,26804,26781,23622,9075,2987,26768,15425,13839,27239,11560,9241,27071,8716,5448,27718,4758,476
29811,29814,29810,29205,28871,29187,25371,9899,3177,30456,17700,15397,30463,13426,9948,30336,10059,5935,29918,5555,570
32405,32507,31855,31595,31108,31210,26428,10911,3429,34817,20561,16871,34170,15675,10735,33613,11830,6523,32275,6608,667
34613,34248,34175,33348,33070,33037,27006,12131,3674,38578,22991,18298,37637,17501,11676,37378,13782,6900,34732,8010,780
36537,36248,36378,34569,34662,34617,28203,13208,3990,41906,25735,19744,41039,20022,12538,39777,16002,7509,36833,9578,935
38327,38083,38120,36741,36129,35758,29255,14358,4386,44243,28383,20939,43435,22941,13310,42350,18436,8307,38016,11156,1041
39703,39647,38973,37931,37329,37225,29641,15928,4794,47027,31422,22553,45543,25846,14537,44452,20959,8916,39584,13009,1327
40260,40353,40221,38579,38083,37932,29796,17131,5275,49021,34276,23856,47087,28323,15439,45751,23477,9629,40693,15120,1751
40771,40658,40684,39301,38775,38414,30247,18574,5744,49510,36692,24943,48235,30823,16831,46361,26339,10658,41232,17341,2164
