1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
40583,40679,40590,39092,38697,38277,30190,19945,6472,46550,35868,24604,44848,32301,19464,44237,29282,15699,41278,19803,2592
40397,40454,40146,38486,38336,37971,30134,21449,7381,45797,37669,25087,44330,33875,20211,43167,31141,16281,40542,22411,3168
39488,39419,39451,37965,37827,37695,29636,22431,8049,44343,38348,25529,43307,35799,20714,41957,33227,17246,39813,24814,3873
38191,37884,38242,36671,36711,36641,28878,23965,9014,42597,39084,25850,41454,36523,21296,40567,34912,17829,38079,27464,4707
36409,36580,36811,35257,35595,34953,28449,25465,9976,39950,39502,25742,39305,38081,21543,38216,36366,18288,36540,29972,5654
34776,34602,34194,33668,33586,33731,27472,26689,10906,37096,39362,25831,36447,38118,22008,35972,37378,18829,34694,32349,6775
32528,32444,32323,31176,31735,31679,26376,27606,12040,34031,38884,25942,33221,38803,22253,33299,37790,19647,32189,34697,8300
29737,30091,29977,29200,29444,29366,25255,28422,13221,30658,37591,25435,30311,37930,22703,30124,38262,20312,30179,36642,9517
27443,27354,27051,27035,27087,27431,23886,28930,14552,27077,36332,24990,27201,37490,22949,27361,38071,20957,27345,38430,11148
24682,25099,25011,24535,24779,24919,22808,29536,15704,24027,34820,24550,23980,36054,22803,24013,37133,21428,24958,39815,13202
22212,22293,22368,22383,22541,22677,21172,29793,17053,20889,33173,24419,21441,34698,23642,21428,36234,22144,22465,40663,15018
19972,19722,20022,19844,20309,20429,20041,30048,18828,18146,30940,23634,18280,33183,23381,18616,35111,23056,19883,41374,17353
17430,17689,17572,17840,18205,18152,18344,29788,20141,15284,28584,22884,15838,31076,23630,16117,32882,23350,17569,41182,20046
15278,15316,15280,15630,15926,16171,17075,29920,21338,13091,26135,22634,13371,28970,23734,14003,31524,24148,15241,40570,22097
13138,13323,13452,13831,14005,14036,15679,29543,23042,10774,23683,22070,11403,26685,23365,11667,29573,24497,13311,39773,24559
