1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
40583,40679,40590,39092,38697,38277,30190,19945,6472,47854,36864,25192,46263,32918,18912,44849,29400,14342,41278,19803,2592
40397,40454,40146,38486,38336,37971,30134,21449,7381,46355,38255,25581,45603,34500,20035,44394,31665,15142,40542,22411,3168
39488,39419,39451,37965,37827,37695,29636,22431,8049,45604,39579,26235,43940,36205,20689,42889,33500,15946,39813,24814,3873
38191,37884,38242,36671,36711,36641,28878,23965,9014,43003,40079,26363,41843,37397,21177,40921,35652,16905,38079,27464,4707
36409,36580,36811,35257,35595,34953,28449,25465,9976,40244,40826,26960,39666,38953,21876,38758,36856,17741,36540,29972,5654
34776,34602,34194,33668,33586,33731,27472,26689,10906,37460,40829,27050,37005,39202,22199,36499,38192,18557,34694,32349,6775
32528,32444,32323,31176,31735,31679,26376,27606,12040,34250,40121,26624,33454,39648,22959,33371,38743,19542,32189,34697,8300
29737,30091,29977,29200,29444,29366,25255,28422,13221,30765,38725,26546,30369,39227,23428,30310,39133,20272,30179,36642,9517
27443,27354,27051,27035,27087,27431,23886,28930,14552,27091,37192,26414,27179,38168,23633,27254,39067,21315,27345,38430,11148
24682,25099,25011,24535,24779,24919,22808,29536,15704,23927,35260,26169,23803,37319,24021,24000,38135,22152,24958,39815,13202
22212,22293,22368,22383,22541,22677,21172,29793,17053,20742,33289,25629,21137,35429,24277,21213,37027,22884,22465,40663,15018
19972,19722,20022,19844,20309,20429,20041,30048,18828,17723,30779,24635,17965,33713,24854,18641,35920,24056,19883,41374,17353
17430,17689,17572,17840,18205,18152,18344,29788,20141,14985,28367,23874,15592,31346,24633,15819,34200,24549,17569,41182,20046
15278,15316,15280,15630,15926,16171,17075,29920,21338,12659,25590,23606,13116,29143,24577,13382,32305,25366,15241,40570,22097
13138,13323,13452,13831,14005,14036,15679,29543,23042,10512,23317,22864,11091,26908,24700,11412,30177,25804,13311,39773,24559
