1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
40583,40679,40590,39092,38697,38277,30190,19945,6472,48507,38251,25796,47227,33251,18394,45716,29347,12829,41278,19803,2592
40397,40454,40146,38486,38336,37971,30134,21449,7381,47686,39719,26647,45968,35435,19214,45078,31381,13651,40542,22411,3168
39488,39419,39451,37965,37827,37695,29636,22431,8049,46197,40873,27193,45027,36960,20545,43524,34215,14695,39813,24814,3873
38191,37884,38242,36671,36711,36641,28878,23965,9014,44065,41818,27716,42581,38848,21357,41627,36105,15889,38079,27464,4707
36409,36580,36811,35257,35595,34953,28449,25465,9976,41187,42126,28060,40287,39930,22032,39462,37485,16839,36540,29972,5654
34776,34602,34194,33668,33586,33731,27472,26689,10906,37961,41968,28127,37376,40815,22599,37041,39037,18219,34694,32349,6775
32528,32444,32323,31176,31735,31679,26376,27606,12040,34498,41437,28521,34061,40946,23913,33760,40151,19411,32189,34697,8300
29737,30091,29977,29200,29444,29366,25255,28422,13221,30827,39732,28433,30617,40698,24374,30511,40453,20172,30179,36642,9517
27443,27354,27051,27035,27087,27431,23886,28930,14552,27329,37795,27594,27209,39757,25002,27307,39928,21576,27345,38430,11148
24682,25099,25011,24535,24779,24919,22808,29536,15704,23479,36082,27637,23806,38308,25575,23919,39505,22765,24958,39815,13202
22212,22293,22368,22383,22541,22677,21172,29793,17053,20263,33535,26904,20624,36397,25956,20701,38644,23565,22465,40663,15018
19972,19722,20022,19844,20309,20429,20041,30048,18828,17384,30751,26227,17703,34197,26172,18032,37394,24895,19883,41374,17353
17430,17689,17572,17840,18205,18152,18344,29788,20141,14450,28122,25371,15165,31989,26021,15715,35481,25794,17569,41182,20046
15278,15316,15280,15630,15926,16171,17075,29920,21338,12237,25294,24758,12562,29656,25975,13056,33756,26787,15241,40570,22097
13138,13323,13452,13831,14005,14036,15679,29543,23042,9987,22367,23526,10328,27154,25825,11019,31017,27606,13311,39773,24559
11347,11364,11435,12092,12034,12388,14473,28772,23909,8343,19953,22721,8701,24538,25684,9243,28827,27798,11281,38631,27468
9690,9755,9639,10338,10442,10812,13123,28356,25265,6792,17519,21436,7363,22033,25322,7761,26120,28254,9417,36710,29757
8248,8287,8272,9042,8924,9310,11775,27245,26458,5662,15164,20352,5977,19669,24764,6449,23695,28538,8086,34634,32572
6842,6825,6898,7557,7912,7760,10755,25888,27257,4521,12948,19312,4851,17543,24152,5300,21434,28567,6831,32042,34736
5569,5830,5858,6392,6473,6582,9562,24912,28170,3672,11210,18441,3934,15039,23832,4433,18775,28394,5573,30001,36880
4731,4732,4820,5399,5641,5584,8821,23716,28789,2857,9590,17254,3273,13376,23236,3436,17108,28063,4665,27507,38358
3912,3899,4047,4453,4661,4642,7924,22368,29431,2218,8323,16266,2620,11612,22208,2879,14702,27637,3882,24908,39273
3161,3214,3305,3706,3883,3957,7118,21202,29718,1896,6992,15057,2114,10020,21385,2488,12983,26858,3183,22190,40527
2623,2550,2696,3243,3255,3198,6318,19694,29902,1566,5862,14255,1805,8656,20537,2024,11382,26026,2551,19749,41237
2106,2284,2195,2718,2640,2776,5802,18551,30068,1221,5054,13143,1484,7420,19934,1626,9618,25200,2138,17568,41245
