1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
40583,40679,40590,39092,38697,38277,30190,19945,6472,47386,36987,24674,46280,32863,19039,44852,29327,14401,41278,19803,2592
40397,40454,40146,38486,38336,37971,30134,21449,7381,47079,38393,25732,44985,34642,20017,44152,31660,15224,40542,22411,3168
39488,39419,39451,37965,37827,37695,29636,22431,8049,45047,39653,26339,43831,36462,20597,42816,33417,15883,39813,24814,3873
38191,37884,38242,36671,36711,36641,28878,23965,9014,42888,40259,26526,42142,37419,21485,41076,35466,16907,38079,27464,4707
36409,36580,36811,35257,35595,34953,28449,25465,9976,40141,40631,26872,39766,38732,22004,38659,36738,17779,36540,29972,5654
34776,34602,34194,33668,33586,33731,27472,26689,10906,37390,40465,26990,36606,39355,22480,36336,37873,18753,34694,32349,6775
32528,32444,32323,31176,31735,31679,26376,27606,12040,34427,40023,27200,33305,39544,23034,33371,38879,19393,32189,34697,8300
29737,30091,29977,29200,29444,29366,25255,28422,13221,30758,38856,26406,30197,39277,23243,30212,39180,20571,30179,36642,9517
27443,27354,27051,27035,27087,27431,23886,28930,14552,27336,37238,26560,27456,38207,23762,27290,38932,21453,27345,38430,11148
24682,25099,25011,24535,24779,24919,22808,29536,15704,23752,35419,25978,23999,37170,24117,24259,38222,22085,24958,39815,13202
22212,22293,22368,22383,22541,22677,21172,29793,17053,20674,33028,25507,21188,35746,24271,21109,37522,22966,22465,40663,15018
19972,19722,20022,19844,20309,20429,20041,30048,18828,17798,30889,24834,18009,33746,24476,18459,36341,23740,19883,41374,17353
17430,17689,17572,17840,18205,18152,18344,29788,20141,15048,28404,24151,15560,31541,24535,15974,34506,24749,17569,41182,20046
15278,15316,15280,15630,15926,16171,17075,29920,21338,12885,25732,23720,12823,29532,24850,13619,32360,25240,15241,40570,22097
13138,13323,13452,13831,14005,14036,15679,29543,23042,10512,23101,22647,11262,27000,24764,11556,30360,25635,13311,39773,24559
11347,11364,11435,12092,12034,12388,14473,28772,23909,8757,20854,21831,9314,24675,24570,9725,27598,26456,11281,38631,27468
9690,9755,9639,10338,10442,10812,13123,28356,25265,7202,18535,21087,7625,22157,24176,8108,25493,26584,9417,36710,29757
8248,8287,8272,9042,8924,9310,11775,27245,26458,5802,16091,20663,6312,19961,24005,6740,23260,26885,8086,34634,32572
6842,6825,6898,7557,7912,7760,10755,25888,27257,4854,14394,19698,5166,17712,23642,5484,21146,26813,6831,32042,34736
5569,5830,5858,6392,6473,6582,9562,24912,28170,3892,12337,18963,4144,15720,23422,4647,18801,26882,5573,30001,36880
4731,4732,4820,5399,5641,5584,8821,23716,28789,3095,10759,18148,3539,13821,22768,3726,16752,26791,4665,27507,38358
3912,3899,4047,4453,4661,4642,7924,22368,29431,2492,9078,17252,2807,12176,22524,3129,14954,26474,3882,24908,39273
3161,3214,3305,3706,3883,3957,7118,21202,29718,1995,8078,16320,2308,10452,21735,2637,12971,26245,3183,22190,40527
2623,2550,2696,3243,3255,3198,6318,19694,29902,1611,6744,15648,1964,9203,20773,2132,11235,25135,2551,19749,41237
2106,2284,2195,2718,2640,2776,5802,18551,30068,1368,5924,14793,1557,7767,20017,1777,9744,24579,2138,17568,41245
1829,1810,1750,2212,2189,2313,5266,16951,29659,1050,4909,13938,1319,6745,18871,1523,8433,23406,1706,15278,40696
1347,1430,1383,1864,1872,1917,4548,15388,29565,904,4253,13141,1068,5844,17679,1255,7228,22659,1387,13039,39665
1194,1158,1210,1604,1666,1587,4368,14270,28384,762,3628,12440,913,4969,17037,1081,6264,21362,1157,11159,38563
973,1007,996,1272,1291,1356,3794,13049,27924,612,3054,11618,702,4144,15958,886,5525,19996,971,9466,36464
859,838,781,1166,1123,1161,3614,11938,27026,513,2638,10605,647,3550,14996,717,4476,18741,747,8135,34738
744,695,705,986,960,993,3307,10762,26237,457,2258,10056,582,3006,14062,687,3907,17690,635,6810,32485
540,621,609,852,832,884,3157,9697,24855,354,1866,9081,515,2609,12757,579,3192,16353,597,5550,30192
