1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
40583,40679,40590,39092,38697,38277,30190,19945,6472,46493,36119,24695,45033,32341,19568,43970,29317,15451,41278,19803,2592
40397,40454,40146,38486,38336,37971,30134,21449,7381,45829,37432,25167,44617,33818,20374,43066,31279,16222,40542,22411,3168
39488,39419,39451,37965,37827,37695,29636,22431,8049,44618,38501,25349,43113,35851,20888,42222,33359,17054,39813,24814,3873
38191,37884,38242,36671,36711,36641,28878,23965,9014,42041,39427,25744,41244,36933,21209,40491,35045,17515,38079,27464,4707
36409,36580,36811,35257,35595,34953,28449,25465,9976,40278,39303,25992,38639,38061,21884,38457,36268,18271,36540,29972,5654
34776,34602,34194,33668,33586,33731,27472,26689,10906,36756,39614,25846,36622,38144,22072,35994,37206,19006,34694,32349,6775
32528,32444,32323,31176,31735,31679,26376,27606,12040,33908,39050,25725,33512,38176,22257,33207,37652,19727,32189,34697,8300
29737,30091,29977,29200,29444,29366,25255,28422,13221,30850,37739,25443,30113,37690,22799,30379,38237,20532,30179,36642,9517
27443,27354,27051,27035,27087,27431,23886,28930,14552,27407,36382,25440,27104,37547,22912,27426,38113,20989,27345,38430,11148
24682,25099,25011,24535,24779,24919,22808,29536,15704,24157,34617,24500,24291,36495,23080,24071,37137,21581,24958,39815,13202
22212,22293,22368,22383,22541,22677,21172,29793,17053,20841,32797,23974,21416,34708,23416,21339,36234,22074,22465,40663,15018
19972,19722,20022,19844,20309,20429,20041,30048,18828,18141,30980,23627,18397,32765,23204,18666,34954,23244,19883,41374,17353
17430,17689,17572,17840,18205,18152,18344,29788,20141,15238,28399,22980,15914,31201,23471,16365,33441,23605,17569,41182,20046
15278,15316,15280,15630,15926,16171,17075,29920,21338,13123,26277,22628,13574,29137,23694,13950,31595,24433,15241,40570,22097
13138,13323,13452,13831,14005,14036,15679,29543,23042,10934,23708,22033,11474,26776,23691,11847,29242,24530,13311,39773,24559
11347,11364,11435,12092,12034,12388,14473,28772,23909,9088,21447,21638,9631,24669,23680,10044,27591,25380,11281,38631,27468
9690,9755,9639,10338,10442,10812,13123,28356,25265,7612,19442,21046,8009,22486,23476,8305,25202,25507,9417,36710,29757
8248,8287,8272,9042,8924,9310,11775,27245,26458,6195,17151,20345,6594,20139,23275,7076,22805,25518,8086,34634,32572
6842,6825,6898,7557,7912,7760,10755,25888,27257,5010,15058,19857,5513,18083,23163,5791,20996,25446,6831,32042,34736
5569,5830,5858,6392,6473,6582,9562,24912,28170,4134,13246,19284,4477,16057,22927,4836,18626,25917,5573,30001,36880
4731,4732,4820,5399,5641,5584,8821,23716,28789,3410,11549,18921,3691,14204,22615,4022,16764,26099,4665,27507,38358
