1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
40583,40679,40590,39092,38697,38277,30190,19945,6472,48666,38045,25699,46991,33435,18353,45952,29310,12954,41278,19803,2592
40397,40454,40146,38486,38336,37971,30134,21449,7381,47564,39662,26245,46072,35336,19431,44785,31408,13855,40542,22411,3168
39488,39419,39451,37965,37827,37695,29636,22431,8049,45782,41007,27214,44927,37501,20059,43513,33954,14984,39813,24814,3873
38191,37884,38242,36671,36711,36641,28878,23965,9014,43950,42077,27681,42725,38792,21304,41882,35515,15996,38079,27464,4707
36409,36580,36811,35257,35595,34953,28449,25465,9976,41153,42283,28163,40340,39852,21856,39679,38091,17050,36540,29972,5654
34776,34602,34194,33668,33586,33731,27472,26689,10906,38061,42320,28424,37511,40456,23090,36936,39228,18028,34694,32349,6775
32528,32444,32323,31176,31735,31679,26376,27606,12040,34476,41114,28317,34249,41298,23709,33590,40191,19189,32189,34697,8300
29737,30091,29977,29200,29444,29366,25255,28422,13221,30859,39768,27984,30538,40459,24200,30405,40179,20399,30179,36642,9517
27443,27354,27051,27035,27087,27431,23886,28930,14552,27016,38238,28122,27247,39101,24771,27525,39943,21588,27345,38430,11148
24682,25099,25011,24535,24779,24919,22808,29536,15704,23824,36090,27439,23887,38326,25514,23799,39885,22627,24958,39815,13202
22212,22293,22368,22383,22541,22677,21172,29793,17053,20387,33272,27099,20458,36481,25718,20942,38731,23944,22465,40663,15018
19972,19722,20022,19844,20309,20429,20041,30048,18828,17513,30931,26287,17541,34540,25956,18030,37306,24965,19883,41374,17353
17430,17689,17572,17840,18205,18152,18344,29788,20141,14545,27964,25353,15129,32101,26268,15652,35403,25848,17569,41182,20046
15278,15316,15280,15630,15926,16171,17075,29920,21338,12267,25344,24436,12674,29563,26187,12951,33648,26635,15241,40570,22097
13138,13323,13452,13831,14005,14036,15679,29543,23042,10051,22246,23583,10740,27263,25755,11013,30824,27176,13311,39773,24559
11347,11364,11435,12092,12034,12388,14473,28772,23909,8217,19996,22333,8659,24482,25861,9201,28792,28255,11281,38631,27468
9690,9755,9639,10338,10442,10812,13123,28356,25265,6674,17403,21508,7342,22122,25502,7709,26211,28102,9417,36710,29757
8248,8287,8272,9042,8924,9310,11775,27245,26458,5619,15207,20317,5952,19557,24934,6383,23544,28406,8086,34634,32572
6842,6825,6898,7557,7912,7760,10755,25888,27257,4505,13113,19537,4868,17310,24370,5204,21259,28600,6831,32042,34736
5569,5830,5858,6392,6473,6582,9562,24912,28170,3687,11056,18319,3999,15377,23995,4366,19299,28303,5573,30001,36880
4731,4732,4820,5399,5641,5584,8821,23716,28789,2853,9722,17347,3208,13393,23212,3658,16904,28120,4665,27507,38358
3912,3899,4047,4453,4661,4642,7924,22368,29431,2260,8265,16303,2629,11747,22175,2890,14876,27529,3882,24908,39273
3161,3214,3305,3706,3883,3957,7118,21202,29718,1856,6882,15023,2083,10091,21434,2317,13163,26792,3183,22190,40527
2623,2550,2696,3243,3255,3198,6318,19694,29902,1526,5962,14368,1794,8631,20358,2015,11369,26209,2551,19749,41237
2106,2284,2195,2718,2640,2776,5802,18551,30068,1235,5079,13133,1457,7208,19718,1649,9684,25201,2138,17568,41245
1829,1810,1750,2212,2189,2313,5266,16951,29659,993,4255,12291,1231,6257,18603,1360,8426,23919,1706,15278,40696
1347,1430,1383,1864,1872,1917,4548,15388,29565,812,3690,11500,1040,5366,17302,1178,7154,23003,1387,13039,39665
1194,1158,1210,1604,1666,1587,4368,14270,28384,661,3052,10678,863,4586,16577,944,6179,21577,1157,11159,38563
973,1007,996,1272,1291,1356,3794,13049,27924,599,2573,10011,703,3902,15362,865,5456,20256,971,9466,36464
859,838,781,1166,1123,1161,3614,11938,27026,501,2164,9171,607,3260,14214,712,4566,19245,747,8135,34738
744,695,705,986,960,993,3307,10762,26237,423,1948,8688,532,2974,13224,658,3854,17661,635,6810,32485
540,621,609,852,832,884,3157,9697,24855,362,1682,7947,502,2457,12291,546,3377,16706,597,5550,30192
537,522,500,749,745,770,3016,8763,23323,331,1450,7169,411,2233,11204,519,2891,15038,493,4551,27523
445,469,467,715,713,697,2816,7947,22447,282,1256,6561,400,1891,10565,457,2450,14043,425,3729,24820
436,423,446,683,683,651,2757,7157,21012,301,1099,6106,380,1624,9506,463,2027,12705,405,3147,22323
398,402,391,663,627,664,2639,6539,19666,281,958,5651,379,1399,8617,472,1845,11605,388,2594,19705
436,446,474,613,651,635,2705,5861,18152,259,857,5198,407,1308,7801,421,1548,10245,373,2142,17562
417,436,381,697,683,670,2821,5085,16882,288,811,4750,398,1174,7236,476,1405,9437,415,1680,15212
444,471,503,675,720,751,2798,4693,15674,320,781,4407,394,1092,6650,456,1293,8377,480,1381,13052
508,524,545,748,737,785,3091,4332,14386,314,707,3940,414,980,6066,480,1154,7846,494,1155,11107
565,592,577,876,922,870,3085,3896,13235,361,709,3786,519,962,5540,586,1061,6871,543,935,9492
687,659,751,995,975,971,3319,3654,11966,438,720,3670,570,939,5049,700,1031,6319,632,803,8070
841,821,813,1172,1169,1208,3582,3350,10761,514,749,3467,654,866,4726,692,995,5766,766,617,6766
1012,1007,1036,1270,1324,1313,3873,3074,9849,553,812,3336,736,938,4446,835,948,5022,896,582,5540
1251,1164,1223,1502,1641,1615,4293,2859,8697,667,844,3203,861,1015,4135,963,988,4781,1142,454,4699
1415,1382,1423,1855,1853,1846,4711,2821,8050,831,929,3260,1025,1088,3967,1196,1004,4363,1402,414,3813
1784,1849,1760,2209,2255,2368,5231,2717,7142,1006,1085,3218,1202,1053,3844,1372,1070,4042,1648,389,3020
2148,2163,2245,2619,2714,2738,5735,2814,6472,1287,1194,3236,1455,1219,3781,1638,1097,3856,2092,372,2649
2569,2689,2755,3192,3224,3294,6494,2826,5985,1541,1307,3507,1778,1420,3664,1918,1194,3738,2611,386,2041
3295,3213,3334,3855,3954,3922,7118,2733,5273,1846,1574,3667,2153,1500,3682,2449,1279,3635,3242,395,1658
3927,3832,3849,4545,4500,4784,7852,2708,4767,2257,1836,3854,2732,1664,3737,2883,1470,3493,3833,425,1437
4772,4763,4752,5534,5474,5530,8724,2932,4433,2836,2229,4091,3356,2031,4134,3713,1616,3578,4715,474,1135
5722,5732,5903,6396,6464,6420,9783,3155,3970,3588,2686,4405,4046,2316,4289,4427,1843,3691,5500,562,972
6882,6916,7039,7414,7636,7648,10656,3373,3712,4368,3145,4953,4833,2622,4511,5228,2154,3639,6633,644,773
8241,7997,8051,8907,8845,8886,11769,3603,3302,5499,3698,5398,5910,3114,4722,6375,2425,3861,7969,806,645
9598,9626,9746,10290,10332,10418,12972,3848,3251,6640,4411,6171,7234,3545,4965,7720,2850,3951,9490,1001,569
11150,11231,11202,11926,12044,12072,14262,4436,2996,8234,5294,6684,8912,4243,5499,9398,3223,4135,11351,1185,473
13300,13318,13165,13714,13816,13698,15709,4770,2948,10047,6306,7553,10487,4971,5935,11131,3720,4219,12783,1426,409
15081,15339,15354,15608,15423,15478,17199,5302,2703,12022,7252,8441,12716,5851,6515,13211,4548,4629,15214,1763,377
17485,17353,17661,17679,17830,17553,18452,5754,2765,14380,8554,9269,15092,6563,7035,15578,5134,4941,17284,2142,360
19838,19919,19957,19938,20054,19805,20004,6391,2749,17243,9999,10488,17903,7847,7594,18040,6043,5205,19751,2518,391
22099,22061,22287,22458,22162,21968,21329,7193,2790,20380,11593,11544,20629,9026,8325,20898,7142,5788,22338,3078,400
24962,24811,24877,24521,24418,24463,22516,7910,2852,23927,13403,13065,24020,10669,9147,24065,8169,6184,24798,3779,431
27349,27064,27228,27204,26804,26781,23622,9075,2987,27064,15702,13895,26990,12170,10027,26710,9645,6726,27718,4758,476
29811,29814,29810,29205,28871,29187,25371,9899,3177,30883,17700,15443,30675,13916,10898,30087,11052,7023,29918,5555,570
32405,32507,31855,31595,31108,31210,26428,10911,3429,34428,20239,16922,34056,16029,11623,33467,12842,7612,32275,6608,667
34613,34248,34175,33348,33070,33037,27006,12131,3674,37962,22787,18193,37196,18236,12596,36531,14758,8280,34732,8010,780
36537,36248,36378,34569,34662,34617,28203,13208,3990,41190,25326,19572,40347,20757,13412,39524,16731,9030,36833,9578,935
38327,38083,38120,36741,36129,35758,29255,14358,4386,43896,28077,20922,42450,23174,14342,41940,19208,9589,38016,11156,1041
39703,39647,38973,37931,37329,37225,29641,15928,4794,46339,30617,22257,44737,26067,15371,43936,21452,10321,39584,13009,1327
40260,40353,40221,38579,38083,37932,29796,17131,5275,47514,33246,23661,46060,28390,16056,44998,24060,11187,40693,15120,1751
40771,40658,40684,39301,38775,38414,30247,18574,5744,48986,35648,24567,46985,30874,17485,45738,26906,12107,41232,17341,2164
