1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
40583,40679,40590,39092,38697,38277,30190,19945,6472,48109,37181,25469,46719,32976,19006,45407,29125,13806,41278,19803,2592
40397,40454,40146,38486,38336,37971,30134,21449,7381,47011,38822,25974,45760,34882,19695,44424,31808,14594,40542,22411,3168
39488,39419,39451,37965,37827,37695,29636,22431,8049,45915,40102,26515,44462,37203,20524,43182,33506,15650,39813,24814,3873
38191,37884,38242,36671,36711,36641,28878,23965,9014,43577,41035,27083,42340,38175,21249,41103,35441,16527,38079,27464,4707
36409,36580,36811,35257,35595,34953,28449,25465,9976,40728,41722,27677,39633,39317,22015,38924,37500,17116,36540,29972,5654
34776,34602,34194,33668,33586,33731,27472,26689,10906,37691,41105,27627,37124,39710,22405,36500,38205,18456,34694,32349,6775
32528,32444,32323,31176,31735,31679,26376,27606,12040,34169,40342,27443,33706,40283,23220,33802,39300,19616,32189,34697,8300
29737,30091,29977,29200,29444,29366,25255,28422,13221,30775,39244,27572,30542,39616,23610,30338,39650,20567,30179,36642,9517
27443,27354,27051,27035,27087,27431,23886,28930,14552,27207,37665,27232,27287,39259,24239,27217,39476,21404,27345,38430,11148
24682,25099,25011,24535,24779,24919,22808,29536,15704,23933,35671,26518,23880,37427,24733,24071,39049,22212,24958,39815,13202
22212,22293,22368,22383,22541,22677,21172,29793,17053,20360,33398,26174,20913,35719,24778,21175,37873,23089,22465,40663,15018
19972,19722,20022,19844,20309,20429,20041,30048,18828,17601,30829,25450,17820,34084,25265,18518,36604,24578,19883,41374,17353
17430,17689,17572,17840,18205,18152,18344,29788,20141,14898,28290,24476,15212,31762,25348,15459,34485,25442,17569,41182,20046
15278,15316,15280,15630,15926,16171,17075,29920,21338,12438,25443,23877,12788,29519,25175,13488,32902,25806,15241,40570,22097
13138,13323,13452,13831,14005,14036,15679,29543,23042,10237,22745,23053,10794,26987,25414,11210,30557,26647,13311,39773,24559
11347,11364,11435,12092,12034,12388,14473,28772,23909,8440,20686,22347,9103,24436,25108,9457,28598,26845,11281,38631,27468
9690,9755,9639,10338,10442,10812,13123,28356,25265,7126,18253,21497,7476,22219,24792,7793,25900,27270,9417,36710,29757
8248,8287,8272,9042,8924,9310,11775,27245,26458,5718,15870,20562,6195,19802,24496,6510,23510,27753,8086,34634,32572
6842,6825,6898,7557,7912,7760,10755,25888,27257,4678,13725,19377,5031,17604,23937,5537,21163,27502,6831,32042,34736
5569,5830,5858,6392,6473,6582,9562,24912,28170,3780,11873,18651,4280,15399,23567,4442,18979,27286,5573,30001,36880
4731,4732,4820,5399,5641,5584,8821,23716,28789,3045,10098,17734,3415,13613,22766,3743,17002,27416,4665,27507,38358
3912,3899,4047,4453,4661,4642,7924,22368,29431,2443,8799,16799,2725,11794,22129,3106,14785,26949,3882,24908,39273
3161,3214,3305,3706,3883,3957,7118,21202,29718,2024,7597,15899,2163,10367,21628,2520,13082,26326,3183,22190,40527
2623,2550,2696,3243,3255,3198,6318,19694,29902,1563,6473,14967,1892,8986,21010,2038,11271,25992,2551,19749,41237
2106,2284,2195,2718,2640,2776,5802,18551,30068,1273,5543,14122,1469,7694,19774,1629,9595,24807,2138,17568,41245
1829,1810,1750,2212,2189,2313,5266,16951,29659,1046,4640,13460,1271,6619,18815,1476,8525,23621,1706,15278,40696
1347,1430,1383,1864,1872,1917,4548,15388,29565,872,3964,12395,1030,5620,17632,1145,7328,22662,1387,13039,39665
1194,1158,1210,1604,1666,1587,4368,14270,28384,734,3362,11650,933,4860,16891,1037,6319,21505,1157,11159,38563
973,1007,996,1272,1291,1356,3794,13049,27924,595,2796,10971,769,4035,15658,871,5314,20214,971,9466,36464
859,838,781,1166,1123,1161,3614,11938,27026,493,2428,10077,630,3544,14763,689,4534,19047,747,8135,34738
744,695,705,986,960,993,3307,10762,26237,435,2111,9422,587,2945,13711,649,3940,17852,635,6810,32485
540,621,609,852,832,884,3157,9697,24855,371,1751,8578,499,2580,12714,585,3310,16484,597,5550,30192
537,522,500,749,745,770,3016,8763,23323,304,1516,7984,432,2137,11622,531,2783,15072,493,4551,27523
445,469,467,715,713,697,2816,7947,22447,289,1339,7121,381,1876,10491,434,2342,13616,425,3729,24820
436,423,446,683,683,651,2757,7157,21012,288,1154,6743,418,1644,9646,453,2091,12477,405,3147,22323
398,402,391,663,627,664,2639,6539,19666,293,1022,6079,359,1472,8918,432,1767,11248,388,2594,19705
436,446,474,613,651,635,2705,5861,18152,304,933,5522,369,1404,8055,490,1632,10332,373,2142,17562
