1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
40583,40679,40590,39092,38697,38277,30190,19945,6472,50940,41013,27432,49555,34458,16421,47300,28537,9045,41278,19803,2592
40397,40454,40146,38486,38336,37971,30134,21449,7381,50267,42900,28644,48479,37201,17892,46822,31539,10295,40542,22411,3168
39488,39419,39451,37965,37827,37695,29636,22431,8049,48340,44570,29589,47262,39409,19407,45146,34202,11811,39813,24814,3873
38191,37884,38242,36671,36711,36641,28878,23965,9014,45855,45182,30573,44887,41592,20800,43637,36968,13013,38079,27464,4707
36409,36580,36811,35257,35595,34953,28449,25465,9976,42387,45545,31534,41611,43072,22435,40569,39240,14613,36540,29972,5654
34776,34602,34194,33668,33586,33731,27472,26689,10906,38769,45023,32288,38570,44180,23893,37403,41051,16372,34694,32349,6775
32528,32444,32323,31176,31735,31679,26376,27606,12040,34834,43776,32260,34485,44279,25114,34499,42455,17879,32189,34697,8300
29737,30091,29977,29200,29444,29366,25255,28422,13221,31302,41788,32428,30979,43942,26124,31077,43323,19954,30179,36642,9517
27443,27354,27051,27035,27087,27431,23886,28930,14552,26923,39612,32075,26849,42605,27391,26995,43174,21517,27345,38430,11148
24682,25099,25011,24535,24779,24919,22808,29536,15704,23177,36853,31812,23514,41153,28404,23729,42585,23449,24958,39815,13202
22212,22293,22368,22383,22541,22677,21172,29793,17053,19553,33834,30957,19846,38731,29154,20323,41738,24882,22465,40663,15018
19972,19722,20022,19844,20309,20429,20041,30048,18828,16438,30606,29379,16784,36276,29772,17410,40280,26842,19883,41374,17353
17430,17689,17572,17840,18205,18152,18344,29788,20141,13712,27048,28541,14000,33687,29758,14770,38101,28330,17569,41182,20046
