1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
40583,40679,40590,39092,38697,38277,30190,19945,6472,46919,36613,24539,45441,32584,19287,44201,29168,15452,41278,19803,2592
40397,40454,40146,38486,38336,37971,30134,21449,7381,45746,37719,25312,44637,34495,19935,43226,31167,16003,40542,22411,3168
39488,39419,39451,37965,37827,37695,29636,22431,8049,44216,38499,25917,43246,35778,20833,42342,33565,16790,39813,24814,3873
38191,37884,38242,36671,36711,36641,28878,23965,9014,42445,39345,26235,41511,37164,21382,40811,34776,17400,38079,27464,4707
36409,36580,36811,35257,35595,34953,28449,25465,9976,40003,39993,26400,39411,38107,21648,38413,36444,18213,36540,29972,5654
34776,34602,34194,33668,33586,33731,27472,26689,10906,37031,39785,26308,36692,38502,22063,35918,36928,18787,34694,32349,6775
32528,32444,32323,31176,31735,31679,26376,27606,12040,34170,39019,26183,33201,38996,22617,33439,38098,19389,32189,34697,8300
29737,30091,29977,29200,29444,29366,25255,28422,13221,30967,38054,25572,30492,38384,23122,30325,38070,20391,30179,36642,9517
27443,27354,27051,27035,27087,27431,23886,28930,14552,27280,36582,25450,27571,37800,23189,27257,38089,20893,27345,38430,11148
24682,25099,25011,24535,24779,24919,22808,29536,15704,24195,34815,24983,24191,36418,23576,24255,37716,21586,24958,39815,13202
22212,22293,22368,22383,22541,22677,21172,29793,17053,20827,33393,24649,21045,34833,23676,21245,36661,22338,22465,40663,15018
19972,19722,20022,19844,20309,20429,20041,30048,18828,18009,31109,24158,18510,33179,23607,18607,35288,23397,19883,41374,17353
17430,17689,17572,17840,18205,18152,18344,29788,20141,15354,28370,23241,15692,30956,24080,16170,33704,23915,17569,41182,20046
15278,15316,15280,15630,15926,16171,17075,29920,21338,13022,25768,22771,13376,29276,23727,13860,31957,24556,15241,40570,22097
13138,13323,13452,13831,14005,14036,15679,29543,23042,10576,23818,22174,11416,27111,24062,11887,29814,24859,13311,39773,24559
11347,11364,11435,12092,12034,12388,14473,28772,23909,8766,21522,21743,9482,24538,23798,9865,27505,25663,11281,38631,27468
9690,9755,9639,10338,10442,10812,13123,28356,25265,7579,18943,21204,7980,22281,23907,8277,25678,25584,9417,36710,29757
8248,8287,8272,9042,8924,9310,11775,27245,26458,6060,16828,20665,6620,19987,23526,6921,22999,26156,8086,34634,32572
6842,6825,6898,7557,7912,7760,10755,25888,27257,4991,14970,19824,5352,17867,23216,5692,20947,26421,6831,32042,34736
5569,5830,5858,6392,6473,6582,9562,24912,28170,4106,12942,19102,4454,16095,22834,4741,18838,26138,5573,30001,36880
4731,4732,4820,5399,5641,5584,8821,23716,28789,3263,11452,18590,3708,14195,22687,4016,16643,25945,4665,27507,38358
3912,3899,4047,4453,4661,4642,7924,22368,29431,2620,9792,17890,2956,12400,22142,3252,14836,25877,3882,24908,39273
3161,3214,3305,3706,3883,3957,7118,21202,29718,2154,8649,17042,2366,10927,21663,2678,12987,25465,3183,22190,40527
2623,2550,2696,3243,3255,3198,6318,19694,29902,1683,7392,16428,1945,9315,20756,2281,11358,25083,2551,19749,41237
2106,2284,2195,2718,2640,2776,5802,18551,30068,1357,6305,15599,1634,7929,20230,1828,9954,24251,2138,17568,41245
1829,1810,1750,2212,2189,2313,5266,16951,29659,1176,5328,15013,1357,6842,19342,1553,8511,23312,1706,15278,40696
1347,1430,1383,1864,1872,1917,4548,15388,29565,889,4585,14229,1138,5960,18432,1261,7373,22181,1387,13039,39665
1194,1158,1210,1604,1666,1587,4368,14270,28384,791,4001,13219,942,5021,17553,1156,6181,21019,1157,11159,38563
973,1007,996,1272,1291,1356,3794,13049,27924,604,3331,12537,833,4325,16559,981,5474,20091,971,9466,36464
859,838,781,1166,1123,1161,3614,11938,27026,531,2780,11640,638,3654,15425,763,4611,18705,747,8135,34738
744,695,705,986,960,993,3307,10762,26237,455,2363,10891,569,3202,14260,652,3808,17444,635,6810,32485
540,621,609,852,832,884,3157,9697,24855,366,2022,9998,559,2695,13236,591,3191,16179,597,5550,30192
537,522,500,749,745,770,3016,8763,23323,328,1788,9162,419,2309,11926,550,2747,14869,493,4551,27523
445,469,467,715,713,697,2816,7947,22447,293,1466,8375,379,1970,11071,491,2432,13541,425,3729,24820
436,423,446,683,683,651,2757,7157,21012,297,1273,7578,434,1700,9976,508,1992,12304,405,3147,22323
398,402,391,663,627,664,2639,6539,19666,281,1124,6945,371,1388,9087,453,1813,11148,388,2594,19705
436,446,474,613,651,635,2705,5861,18152,286,1058,6329,374,1264,8075,449,1569,9883,373,2142,17562
417,436,381,697,683,670,2821,5085,16882,320,835,5728,395,1129,7400,455,1285,8878,415,1680,15212
444,471,503,675,720,751,2798,4693,15674,282,804,5156,434,997,6703,506,1215,7996,480,1381,13052
