1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
44413,43993,42608,42287,41581,40223,40828,39746,37718,31108,20846,6822,56384,46483,27475,56039,37106,9260,52217,29153,4882,41281,19896,2629
43445,43218,42222,41339,41286,39709,40568,39796,37652,30866,22206,7516,55688,49627,30363,54768,41780,11662,51053,33184,6191,40602,22283,3122
42462,42313,41469,40579,40460,39376,39277,39432,37113,30684,23635,8367,52630,51990,33081,52190,45586,14274,49319,36759,7802,39948,24938,3932
40629,40706,40272,39129,39681,38394,37865,38442,36615,29844,24805,9462,49191,52478,36147,49157,49593,17482,46514,40516,9493,38524,27289,4640
38584,39404,38614,37547,37587,36777,36361,37110,35699,28889,25919,10542,44994,53205,38184,45433,51549,20977,42979,43471,11734,36782,29872,5569
36640,36771,36346,35179,36152,35240,34444,35120,34438,28030,27320,11515,40735,52664,40299,40920,52907,24553,39227,46443,14080,34705,32875,6823
33815,34225,33822,32468,33685,33559,31533,33446,32522,26885,28230,12724,35937,50855,41723,36134,53725,28632,35451,48220,16732,32569,34822,8104
30667,31635,31192,30163,31279,30958,29417,31108,30645,25350,29627,13915,31034,47324,42492,31074,53032,32326,30779,49354,19745,30014,36783,9726
28036,28644,28572,27210,28512,28852,27187,28922,28669,24231,29925,15203,26586,43845,42229,26512,51731,36031,26904,49114,22897,27483,38542,11211
24645,25528,25666,24583,25841,26102,24372,26378,26048,22655,30340,16494,21837,39978,41493,21837,48903,38916,22972,48291,25976,24982,39617,13155
21866,22500,22951,21846,23370,23678,21698,23667,24273,21287,30523,17827,17904,35501,39973,18176,46029,41857,19163,46723,29135,22260,40663,15415
18961,19921,20099,19721,20495,21206,19558,21358,22238,19744,30802,19484,14589,30690,38264,14543,41279,43230,16077,44044,31726,19619,41234,17448
16464,17153,17862,17034,18191,18836,16876,19041,19728,18356,30104,20546,11587,26602,35373,11493,36996,44858,13172,41872,33844,17331,41317,19796
13996,14694,15257,14720,15549,16379,15016,16777,17548,16779,29891,22010,9046,22150,32357,8967,32161,44117,10634,38377,36436,14890,40420,22301
11879,12510,13078,12577,13536,14382,13093,14413,15569,15335,29376,23456,6893,17989,28946,6756,27866,43483,8370,34889,37836,12949,39904,25080
10047,10610,11027,10736,11468,12176,11195,12611,13374,14010,28871,24744,5340,14382,24907,5277,23431,41747,6778,30765,39300,11149,38638,27782
8292,8585,9340,9005,9763,10441,9610,10609,11609,12785,27652,25585,4095,11422,21607,4052,19389,39643,5388,27600,39739,9393,36658,30128
6883,7244,7630,7566,8266,8651,8150,8940,9959,11393,26625,26866,3201,9041,18305,2962,15957,36492,4235,23865,39462,7989,34976,32549
5712,6072,6081,6403,6762,7420,6939,7739,8509,10337,25599,27764,2406,6708,15346,2247,12693,33181,3350,20841,38550,6647,32214,34948
4696,4820,5131,5341,5682,6000,5773,6412,7206,9192,24423,28525,1850,5272,12483,1768,10100,29598,2644,17835,37690,5649,29863,36535
3813,3924,4016,4408,4591,4934,4950,5364,6132,8452,22925,28955,1443,3872,9981,1265,8169,25918,2164,14986,35793,4548,27404,38715
3043,3187,3194,3733,3908,4076,4122,4628,5087,7521,21504,29420,1148,2907,7976,1050,6311,22734,1694,12755,33885,3713,25127,40023
2383,2530,2704,3011,3283,3311,3348,3730,4279,6776,20158,29280,882,2133,6118,859,4886,19009,1349,10860,31820,3164,22142,40731
2023,1967,2055,2476,2491,2743,2861,3158,3510,6068,18883,29344,738,1613,4597,712,4020,16070,1139,9458,29143,2552,19483,41287
1605,1575,1677,2040,2048,2193,2344,2567,2872,5498,17452,29671,610,1208,3597,543,3256,13602,944,7985,27016,2099,17096,40925
1274,1220,1238,1606,1673,1869,1984,2142,2365,4991,15959,28985,502,869,2655,581,2719,11360,824,6837,24902,1696,15160,40680
987,1021,1053,1294,1361,1499,1650,1722,1964,4348,14963,28378,449,654,1948,483,2350,9211,695,5797,22979,1480,12925,39386
808,797,820,1075,1132,1278,1405,1472,1683,4114,13567,27634,408,540,1422,514,2068,7862,643,5152,20901,1150,11152,38166
644,625,745,972,919,1023,1283,1242,1412,3799,12527,26723,381,388,1110,467,1963,6667,542,4632,19185,917,9602,36709
523,502,568,781,751,832,1055,1015,1129,3480,11293,25825,319,327,818,479,1819,5775,495,4061,17726,755,8092,34551
418,425,401,620,662,689,937,968,1033,3127,10281,24703,306,311,645,461,1890,5364,447,3672,16188,621,6700,32362
366,372,416,557,584,531,746,818,846,3024,9473,24055,282,304,584,472,1908,5099,411,3240,15220,548,5607,29694
306,279,313,524,507,548,795,735,729,2882,8589,22892,264,260,512,464,1907,4831,408,2939,14277,500,4719,27500
275,280,261,456,467,478,678,679,704,2749,7592,21306,274,296,445,459,2030,5013,388,2688,13744,464,3793,24558
240,262,261,404,416,442,599,621,679,2640,6823,20220,246,365,508,493,2007,5267,344,2359,12889,404,3231,22181
235,258,219,432,455,436,668,651,676,2646,6284,19047,266,367,540,488,2110,5713,331,2264,12359,360,2632,19800
231,249,240,422,432,409,604,637,623,2567,5761,17694,246,426,635,478,2105,6008,375,2067,11607,401,2074,17162
224,245,259,402,405,503,662,691,746,2732,5019,16480,247,468,762,474,2180,6624,427,1864,11091,391,1649,14931
289,273,302,447,475,540,635,723,765,2638,4779,15169,269,561,960,462,2127,7221,347,1656,10888,443,1415,13120
334,302,316,458,595,537,777,745,872,2844,4228,13766,260,659,1094,509,2047,7643,423,1396,10476,467,1193,11065
345,367,402,604,590,629,813,935,971,2902,3947,12958,273,767,1461,459,1984,8257,435,1280,9573,564,895,9457
420,462,464,655,723,734,933,998,1055,3183,3562,11755,297,905,1697,486,1948,8630,439,1110,9126,620,783,8008
518,516,584,741,844,882,1035,1145,1294,3445,3324,10749,322,940,2089,506,1841,9531,493,1001,8704,737,614,6568
617,701,701,944,1014,998,1244,1413,1565,3814,3167,9774,397,1113,2547,446,1729,9701,609,931,7900,953,555,5494
802,853,859,1134,1182,1259,1412,1623,1756,4039,2976,8915,397,1238,2914,476,1579,9371,609,754,7295,1144,497,4687
1018,1047,1077,1328,1460,1596,1736,1919,2159,4529,2801,8180,418,1429,3477,537,1525,9753,720,693,6569,1425,460,3781
1191,1295,1315,1764,1778,1850,2078,2136,2455,4873,2675,7367,526,1559,4103,531,1335,9367,811,643,5990,1668,379,3081
1582,1586,1678,1981,2171,2345,2352,2550,2945,5401,2707,6704,584,1699,4681,652,1185,9232,947,560,5326,2094,395,2552
1956,2041,2119,2418,2623,2854,2894,3211,3579,6149,2800,6001,764,1860,5245,698,1062,8786,1146,472,4532,2488,390,2055
2368,2562,2701,2975,3100,3428,3371,3666,4103,6896,2714,5436,873,2041,5992,811,990,8361,1444,481,4026,3078,390,1767
3038,3116,3263,3540,3807,4080,4068,4302,4851,7484,2737,4947,1114,2204,6649,1014,884,7615,1750,446,3442,3816,439,1389
3776,3779,4073,4447,4623,4998,4899,5067,5826,8357,2961,4440,1452,2254,7283,1366,811,6853,2078,441,2853,4662,488,1154
4454,4722,5013,5379,5438,5910,5771,5880,6758,9430,3070,4186,1877,2514,7809,1711,739,6188,2660,421,2477,5526,492,958
5763,5770,6028,6393,6443,6961,6929,7152,7680,10214,3295,3809,2476,2869,8336,2229,713,5649,3250,457,2107,6718,638,777
6921,7073,7183,7639,7679,8122,8021,8306,9056,11314,3582,3567,3105,3008,8857,3003,711,4698,4229,552,1763,7916,714,649
8355,8077,8664,9275,9072,9600,9664,9492,10425,12803,3939,3343,4106,3349,9253,3896,791,4174,5417,627,1481,9480,926,583
10089,9888,10548,10689,10809,11154,11470,10903,11519,14130,4286,3075,5286,3759,9806,5111,917,3393,6565,752,1321,11244,1145,474
12023,11669,12049,12466,12325,12900,12867,12396,13380,15227,4662,3038,7031,4406,10012,6861,1068,2892,8464,942,1092,13208,1375,423
