1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
43374,43363,42872,40775,40706,40624,39141,39026,38430,30264,20114,6451,52668,47107,35538,55875,35076,7800,48149,24286,3323,41122,19939,2624
42809,42636,42538,40476,40256,40358,38652,38685,38196,29893,21398,7297,51685,48691,36959,54125,39752,9847,47232,27993,4311,40480,22227,3095
41811,41513,41568,39460,39400,39449,37713,37685,37629,29606,22595,8096,49708,49696,38725,51907,44033,12208,45796,31212,5480,39827,24777,3942
39737,39785,39995,37841,38313,38025,36380,36659,36333,29112,23880,8771,46980,49795,39959,49024,47348,15064,43838,34789,6749,38395,27164,4609
38133,38571,38174,36701,36394,36416,35028,35150,35178,28408,25241,9910,43641,49038,40583,45086,50297,18275,40917,37644,8207,36652,29741,5511
35992,35827,35941,34882,34563,34681,33185,33233,33427,27271,26371,11023,39512,46807,40450,40947,51607,21379,37747,40337,10005,34709,32766,6822
33666,33212,33024,32283,32422,32301,31446,31410,31034,26324,27206,12124,35361,44505,40177,35840,52816,25064,34417,42458,11891,32555,34723,7973
30569,30728,30465,29426,29797,30201,29257,29396,29497,25064,28302,13085,30988,41440,39158,31008,52969,28870,30813,44330,14059,30030,36548,9606
28087,27893,27632,27421,27418,27641,26883,27207,26828,23844,29346,14584,26847,37570,37725,26541,51621,32544,27153,45508,16580,27410,38415,11194
24978,24944,24919,24856,24964,24658,24503,24719,24765,22522,29555,15682,22792,33951,35623,22044,49573,35662,23926,45755,19158,25021,39428,13112
22031,21966,22057,22243,22329,22551,22234,22401,22665,21409,29812,17024,19141,29842,33086,18218,46356,38538,20272,45364,22106,22233,40627,15289
19075,19445,19491,19791,19706,20126,19685,20319,20318,19987,30088,18285,15911,26094,30441,14702,42824,40758,17391,44334,24696,19668,41110,17350
16957,16648,17016,17595,17648,17564,17752,18041,18218,18309,30254,20010,13170,22216,27274,11770,38438,42789,14838,42726,27314,17347,41250,19714
14435,14504,14736,15265,15261,15532,15715,16010,16135,17088,29956,21249,10423,18194,24276,9113,34253,43456,12274,40703,29594,14945,40470,22077
12266,12369,12453,13300,13157,13281,13899,13742,13906,15612,29202,22654,8332,15122,21230,6975,29609,42883,10045,38064,32158,13057,39848,25049
10400,10439,10629,11295,11208,11502,11981,12342,12263,14497,28470,23952,6817,12243,18026,5332,25336,41769,8230,35661,34088,11197,38682,27751
