1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
43342,43335,42892,40728,40639,40606,38968,38984,38512,30112,20009,6431,50853,46996,37664,55573,34046,7169,46314,22826,3022,41129,19946,2625
42747,42642,42527,40425,40227,40389,38445,38552,38225,29846,21387,7311,50069,47868,38896,53909,38736,9254,45872,26338,3883,40476,22228,3094
41799,41408,41571,39349,39375,39473,37576,37444,37660,29522,22438,8013,48214,48476,40041,51579,43043,11190,44113,29486,4869,39831,24768,3941
39739,39817,40004,37828,38180,37985,36289,36634,36335,28956,23832,8741,45497,47881,40739,48959,46566,14050,42473,32517,6048,38397,27169,4607
38107,38524,38142,36598,36403,36391,34812,35045,35088,28343,25180,9886,42940,46590,40256,44856,49365,17230,39870,35893,7438,36650,29744,5510
35958,35827,35945,34868,34431,34633,33183,33100,33307,27232,26197,10956,38683,44764,40214,40813,51173,20106,37057,38227,8877,34704,32764,6826
33669,33181,32971,32229,32376,32288,31338,31244,30953,26288,27196,12020,34980,42061,38795,35845,52394,23519,34183,40252,10691,32565,34718,7975
30621,30682,30438,29471,29749,30149,29351,29235,29334,24964,28206,13124,31062,38805,37590,30907,52566,27249,30552,42323,12558,30027,36554,9601
28036,27864,27637,27444,27340,27587,26843,27096,26723,23866,29295,14516,27055,35460,35529,26597,51440,30874,27198,43694,14945,27404,38407,11195
24995,24958,24853,24798,24932,24552,24468,24594,24713,22521,29496,15537,23292,31641,33058,22094,49626,34119,24377,44392,17318,25028,39430,13113
22023,21912,22065,22254,22275,22483,22290,22244,22485,21422,29733,16999,19622,28242,30501,18344,46631,37262,20938,44324,19621,22224,40619,15283
19107,19463,19475,19862,19656,20116,19685,20230,20206,19982,30013,18208,16676,24319,27669,14849,43406,39378,17868,43913,22567,19671,41117,17350
16959,16632,16989,17580,17638,17526,17828,18017,18099,18376,30198,19957,13696,20634,24528,11863,39012,41375,15337,42513,25249,17351,41249,19716
14464,14493,14710,15297,15272,15430,15782,15914,15998,17040,29938,21193,11298,17117,21798,9172,35164,42810,12997,40940,27682,14945,40462,22069
12260,12361,12428,13346,13136,13245,13951,13706,13769,15636,29211,22557,9110,14343,18715,7160,30564,42685,10842,39073,29859,13057,39848,25054
10414,10432,10638,11322,11170,11489,11982,12326,12212,14551,28476,23840,7310,11768,16172,5502,26122,41674,9012,36251,32574,11199,38685,27750
8670,8698,8733,9640,9684,9574,10387,10396,10594,13066,28006,25042,6002,9132,13362,4242,22358,40446,7389,33923,34077,9426,36661,29916
7132,7197,7345,7996,8217,8124,9084,8865,8773,11957,27356,26318,4564,7668,11162,3321,18481,39011,6157,30929,35915,8086,35174,32435
6034,6074,5837,6855,6796,6794,7612,7844,7693,10757,25975,27454,3719,5801,9140,2467,15154,35984,4944,27887,37832,6660,32270,34840
4971,4914,4893,5762,5684,5694,6526,6443,6566,9747,25185,28528,2876,4562,7516,1921,12649,33362,4099,25228,38955,5708,29928,36605
4030,3954,3932,4753,4869,4608,5372,5483,5631,8799,23906,28820,2413,3417,5882,1466,10135,30392,3343,22365,38849,4577,27495,38611
3226,3301,3126,4057,3981,3904,4688,4729,4686,7834,22305,29715,1875,2791,4631,1214,8380,27220,2703,19848,39019,3776,25298,39963
2530,2556,2573,3312,3287,3157,3865,3949,3967,7268,20846,29813,1491,2085,3574,928,6878,24298,2218,17296,38414,3173,22240,40744
2100,2065,2009,2695,2678,2538,3172,3267,3269,6400,19954,30169,1200,1603,2775,780,5568,20994,1837,15284,37887,2584,19648,41371
1683,1612,1603,2191,2155,2230,2692,2793,2677,5660,18291,30097,957,1273,2188,682,4578,18382,1408,13182,36950,2097,17183,41022
1381,1319,1244,1732,1731,1779,2124,2303,2225,5254,17005,29879,798,902,1632,629,4011,16209,1164,11252,35555,1758,15227,40880
1037,1061,992,1446,1455,1450,1928,1878,1891,4883,15587,29650,669,677,1240,557,3394,14365,1029,9637,33798,1451,13093,39465
829,838,843,1181,1182,1234,1558,1591,1560,4211,14543,28854,520,595,981,509,3078,12292,864,8412,31918,1155,11218,38305
714,646,713,1011,986,1016,1375,1340,1386,3944,13050,28001,418,451,715,467,2765,10941,675,7347,30149,939,9642,36885
532,534,580,828,845,836,1131,1105,1242,3559,11851,26791,398,408,590,415,2649,9936,632,6147,28528,760,8174,34681
430,428,449,651,691,693,962,985,971,3441,10964,26220,355,330,437,438,2465,9145,540,5246,26360,625,6710,32472
396,383,395,585,590,605,912,917,842,3187,9931,24866,277,280,398,408,2475,8570,446,4359,24456,542,5680,29842
292,304,312,523,552,469,763,787,730,2965,8913,23618,278,249,362,382,2364,8315,398,3920,22207,512,4723,27639
289,286,241,480,505,499,732,704,679,2711,8070,22703,231,242,310,418,2248,8077,394,3180,20106,457,3826,24652
259,274,275,436,443,446,675,641,648,2746,7022,21217,219,213,309,393,2221,8064,345,2671,18533,404,3234,22295
235,246,234,436,434,400,648,664,651,2761,6478,19598,231,243,281,392,2114,8322,352,2306,16681,364,2622,19833
225,241,221,449,436,410,672,665,650,2633,5929,18636,235,248,305,427,2050,8569,348,1928,15318,400,2081,17230
250,248,241,412,412,432,643,725,629,2836,5327,16935,205,275,344,405,1938,8816,375,1599,13593,399,1681,14932
314,282,303,446,472,555,734,714,719,2769,4807,15621,234,341,455,394,1982,8980,379,1345,12117,440,1405,13158
298,309,296,480,533,543,815,768,792,2899,4369,14233,281,400,544,395,1785,8915,476,1149,10747,476,1175,11116
367,351,385,616,616,578,864,851,886,3146,3907,12975,269,434,600,444,1668,9212,477,987,9508,557,907,9394
