1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
43325,43342,42886,40706,40690,40602,38952,38970,38546,30077,19947,6432,48246,46117,39937,54680,32613,6317,44245,21540,2770,41128,19947,2625
42747,42630,42514,40440,40185,40399,38430,38501,38235,29801,21367,7316,47297,46252,40982,53316,37162,8107,43554,24385,3454,40478,22228,3095
41787,41400,41587,39298,39356,39473,37450,37464,37659,29462,22407,7981,46470,46346,41193,51334,41371,10107,42161,27326,4356,39832,24767,3940
39742,39832,40005,37818,38168,37966,36314,36547,36332,28984,23802,8759,43263,45026,40437,48445,45055,12346,41075,30209,5266,38394,27167,4607
38095,38515,38130,36611,36380,36408,34736,34962,35107,28321,25157,9846,41353,43427,40202,44637,47743,15256,38239,33195,6519,36651,29747,5511
35954,35839,35937,34836,34407,34603,33185,33000,33194,27221,26171,10939,37907,41431,38575,40503,50069,18415,36336,35697,7933,34701,32765,6825
33683,33173,32968,32218,32354,32275,31306,31226,30974,26199,27133,11964,34175,39091,37206,35598,51368,21213,33242,38030,9296,32570,34716,7975
30603,30675,30449,29483,29738,30129,29300,29154,29257,24989,28181,13145,31315,35637,35033,31120,51764,24819,30496,39682,11231,30027,36554,9600
28029,27861,27637,27417,27326,27585,26834,27043,26659,23837,29281,14499,27089,32385,32593,26594,51313,28296,27357,41348,13091,27400,38407,11196
25025,24937,24831,24838,24925,24538,24502,24584,24697,22553,29476,15521,24136,29173,29976,22166,49692,31433,24534,42459,15138,25029,39430,13113
22012,21915,22079,22222,22267,22449,22314,22205,22434,21392,29698,16953,20342,25796,27104,18514,46991,34860,21700,42756,17797,22225,40619,15282
19111,19457,19462,19871,19634,20115,19697,20186,20159,20003,29965,18209,17537,22166,24298,14914,44062,37203,18879,42930,19816,19670,41116,17350
16957,16629,16976,17604,17629,17493,17830,17996,18077,18355,30201,19884,14954,19007,21605,12246,40103,39553,15904,41941,22622,17352,41249,19718
14468,14494,14712,15299,15255,15444,15820,15912,15953,17058,29947,21193,12215,16166,18529,9538,35992,41036,13867,41449,25265,14944,40466,22068
12264,12360,12426,13350,13142,13230,13991,13723,13740,15615,29282,22528,10252,13404,16213,7308,32010,41775,11955,39403,27713,13059,39846,25053
10415,10431,10642,11331,11190,11482,11965,12285,12167,14600,28405,23800,8385,11054,13726,5764,28075,41286,9985,37409,30026,11198,38684,27752
8674,8702,8728,9649,9675,9554,10407,10402,10564,13074,28011,25013,6780,8880,11178,4533,23694,40545,8233,34892,32447,9426,36662,29915
7128,7193,7341,8011,8208,8131,9124,8845,8783,11978,27378,26330,5608,7324,9365,3443,20132,39487,6880,33027,34355,8085,35174,32432
6041,6079,5831,6865,6796,6778,7620,7844,7637,10765,25992,27449,4237,5839,7933,2624,16787,37345,5869,30246,36072,6660,32270,34843
4966,4911,4900,5757,5674,5680,6547,6470,6562,9778,25224,28504,3536,4576,6276,2069,13808,34851,4618,27336,38371,5710,29928,36605
4039,3956,3923,4767,4880,4627,5377,5493,5623,8804,23835,28817,2847,3524,5009,1580,11623,32154,3796,24566,39203,4576,27495,38610
3222,3301,3134,4037,3993,3891,4721,4719,4682,7849,22394,29709,2326,2788,3907,1295,9474,29412,3165,22010,39514,3776,25299,39964
2535,2558,2568,3327,3285,3156,3858,3962,3973,7284,20872,29906,1857,2249,3108,1030,7838,26733,2605,19746,39842,3173,22238,40743
2099,2064,2006,2699,2675,2544,3217,3250,3240,6419,19944,30118,1462,1672,2378,894,6620,23928,2121,16969,39467,2585,19647,41370
1683,1611,1604,2200,2158,2223,2689,2798,2686,5654,18375,30111,1191,1401,1994,705,5509,21159,1698,15146,38961,2096,17186,41024
1382,1322,1247,1735,1731,1778,2127,2318,2204,5261,16997,29923,925,1050,1457,636,4638,18606,1356,13028,38238,1758,15225,40878
1039,1060,990,1448,1452,1447,1932,1879,1905,4889,15611,29669,751,786,1119,568,4050,16769,1160,11059,36739,1451,13093,39466
826,839,842,1181,1185,1231,1561,1598,1558,4245,14565,28887,604,615,901,510,3603,15017,958,9561,34975,1155,11219,38305
715,645,713,1010,990,1022,1380,1351,1380,3941,13111,28032,533,505,680,499,3233,13529,805,8016,33079,939,9642,36886
533,535,578,831,847,832,1133,1105,1248,3560,11849,26807,443,425,539,455,3059,12089,657,7179,31310,760,8173,34680
429,428,449,649,688,690,964,981,953,3454,10961,26261,364,404,463,393,2798,11224,599,5849,29397,625,6711,32473
397,382,396,586,590,610,912,918,852,3183,9971,24905,326,297,354,379,2649,10599,506,4901,26785,542,5680,29839
291,305,313,523,554,467,767,791,738,2974,8940,23684,271,289,334,381,2464,10033,414,4150,24717,512,4723,27642
292,286,241,480,505,500,733,706,672,2705,8082,22727,250,235,303,388,2399,9794,394,3482,22329,457,3826,24653
257,274,274,436,441,447,677,647,642,2750,7010,21173,247,229,256,371,2204,9514,396,2863,20163,404,3233,22293
235,246,235,437,437,399,641,654,654,2766,6490,19666,223,222,260,380,2110,9608,354,2456,18024,364,2623,19833
225,241,221,447,429,409,673,672,651,2658,5925,18663,203,248,279,345,2043,9674,362,1993,16041,400,2081,17231
250,247,240,415,417,433,652,710,627,2817,5320,16931,229,263,289,413,1919,9629,370,1565,14301,399,1681,14932
314,283,303,449,476,554,737,727,715,2764,4831,15634,256,281,337,360,1758,9465,412,1385,12675,440,1405,13158
