1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
43440,43356,42847,40884,40771,40549,39275,39226,38554,30328,20152,6489,53347,47108,34236,55929,35519,8019,49128,25160,3500,41119,19934,2623
42818,42666,42493,40548,40276,40361,38763,38586,38125,29970,21404,7292,52475,49012,36305,54213,40184,10168,47859,28686,4499,40487,22226,3100
41839,41543,41556,39458,39409,39522,37791,37943,37589,29681,22690,8160,50162,50110,38177,51939,44252,12584,46444,31986,5829,39827,24787,3941
39720,39804,40052,37909,38443,38006,36522,36706,36416,29164,23967,8795,47670,50648,39091,49099,47819,15533,44412,35944,7114,38391,27166,4610
38212,38586,38186,36752,36394,36426,35189,35357,35100,28467,25328,9912,43799,49826,40454,45202,50567,18810,41209,38244,8730,36649,29741,5509
36010,35896,35958,34905,34748,34723,33325,33317,33662,27317,26359,11071,39843,47987,40812,40892,52011,21883,38207,41861,10528,34705,32774,6827
33669,33253,33068,32319,32427,32340,31410,31609,31084,26332,27327,12157,35630,45549,40636,35956,52938,25739,34526,43398,12425,32570,34715,7971
30556,30759,30491,29456,29920,30222,29258,29466,29590,25128,28420,13162,30914,42486,39811,30950,52991,29465,30738,44998,14925,30025,36551,9603
28091,27903,27676,27410,27450,27724,26857,27278,26960,23898,29418,14584,26746,38603,38475,26557,51684,33223,27187,46455,17476,27410,38416,11197
24960,24970,24944,24849,25067,24720,24538,24899,24859,22597,29581,15752,22573,35087,36762,21969,49317,36347,23842,46175,20172,25030,39438,13106
22005,21978,22054,22233,22303,22631,22185,22471,22750,21252,29847,17045,18825,30769,34560,18257,46490,39054,19990,45899,23128,22225,40627,15300
19126,19454,19539,19725,19747,20187,19636,20386,20448,19975,30122,18365,15779,26695,31606,14633,42466,41432,17261,44218,25766,19663,41107,17352
16908,16690,17004,17565,17700,17656,17745,18123,18300,18414,30261,20101,12812,23090,28658,11766,38220,43109,14397,42895,28333,17352,41253,19718
14419,14513,14777,15241,15261,15557,15609,16051,16241,17005,30031,21273,10105,18726,25403,9044,33864,43709,11952,40174,30818,14950,40462,22074
12226,12367,12492,13274,13181,13363,13915,13809,13989,15626,29186,22738,8120,15460,22298,6887,29324,42957,9667,37901,32963,13051,39863,25048
10404,10447,10640,11235,11235,11492,11897,12331,12351,14412,28497,24006,6421,12571,19139,5336,24903,41865,8056,34909,34893,11202,38667,27750
8653,8675,8777,9627,9676,9676,10245,10453,10668,13031,28008,25145,5032,10033,16260,4201,20802,40390,6445,31473,36696,9424,36670,29905
7105,7203,7360,7887,8207,8159,8891,8833,9007,11889,27311,26299,3856,7842,13582,3093,17317,37951,5267,28506,38102,8080,35175,32450
6017,6070,5847,6857,6814,6859,7538,7779,7760,10685,25874,27554,3080,5970,11205,2408,14123,34857,4286,25240,38931,6663,32265,34843
4961,4887,4908,5696,5681,5692,6376,6486,6641,9725,24992,28550,2443,4735,9097,1827,11419,31951,3445,22418,38642,5703,29935,36608
4017,3974,3942,4732,4808,4650,5329,5468,5668,8679,23755,28891,1922,3532,7143,1406,9164,28445,2848,19647,38005,4580,27486,38610
3208,3291,3129,4038,4014,3912,4608,4705,4740,7823,22227,29642,1465,2743,5675,1115,7440,25193,2256,17023,37756,3774,25290,39963
2521,2565,2571,3270,3288,3191,3776,3904,4017,7184,20821,29729,1214,2049,4430,926,5845,21981,1789,14881,36758,3177,22241,40742
2093,2055,2013,2663,2648,2562,3140,3255,3292,6301,19819,29975,1004,1525,3316,689,4912,18772,1475,12691,35425,2581,19632,41358
1670,1600,1623,2185,2152,2202,2635,2743,2702,5633,18069,30179,790,1183,2509,631,3982,16446,1211,11048,33433,2097,17184,41027
1379,1320,1233,1731,1707,1784,2122,2265,2251,5236,16857,29773,657,867,1919,589,3360,13756,1024,9356,31673,1754,15233,40881
1034,1065,1000,1421,1449,1454,1879,1873,1910,4801,15561,29457,558,675,1494,562,2955,11934,833,8250,29828,1452,13087,39465
