1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
43330,43333,42886,40725,40661,40617,38961,38973,38503,30109,19987,6432,50569,46929,37948,55467,33940,7058,46155,22824,2969,41129,19946,2625
42755,42642,42518,40422,40205,40373,38438,38563,38236,29857,21380,7305,49761,47842,39228,53820,38628,9142,45589,26048,3824,40476,22228,3094
41798,41403,41567,39356,39389,39477,37563,37424,37678,29499,22438,8017,48036,48090,40090,51620,42845,11093,43910,29239,4798,39831,24768,3941
39736,39826,40016,37816,38162,37979,36309,36622,36328,28934,23836,8751,45298,47834,40770,48949,46448,13905,42244,32158,5946,38396,27168,4607
38105,38518,38144,36599,36397,36394,34788,35031,35088,28365,25176,9865,42867,46100,40148,44815,49262,17042,39809,35680,7369,36651,29745,5510
35958,35833,35935,34852,34428,34621,33177,33073,33282,27229,26200,10950,38563,44489,40135,40810,50989,19970,36865,37885,8781,34703,32765,6826
33671,33179,32975,32236,32363,32302,31313,31257,30954,26264,27164,12009,34872,41721,38687,35756,52322,23319,34237,40070,10533,32568,34717,7975
30619,30682,30435,29469,29759,30146,29342,29201,29320,24988,28213,13128,31093,38566,37308,30991,52597,26980,30546,42086,12398,30027,36554,9601
28030,27855,27637,27444,27339,27580,26866,27088,26707,23856,29293,14511,27127,35098,35291,26561,51373,30617,27198,43496,14638,27402,38406,11195
25004,24954,24848,24805,24924,24551,24465,24613,24708,22494,29487,15542,23287,31275,32697,22133,49674,33911,24378,44229,17130,25028,39431,13113
22016,21918,22071,22251,22280,22478,22293,22221,22491,21436,29707,16989,19736,27997,30170,18329,46618,37061,21039,44144,19398,22224,40618,15283
19114,19454,19475,19856,19653,20114,19699,20228,20182,19996,30041,18218,16791,24217,27372,14872,43500,39212,17972,43750,22309,19671,41118,17349
16959,16635,16984,17582,17623,17520,17811,18018,18092,18365,30165,19934,13757,20450,24164,11883,39095,41229,15365,42506,24950,17351,41249,19718
14466,14496,14705,15308,15278,15425,15785,15900,15986,17041,29953,21202,11417,16959,21477,9212,35238,42596,13122,41039,27388,14945,40463,22068
12257,12358,12432,13333,13137,13241,13963,13717,13764,15634,29240,22549,9224,14245,18338,7179,30701,42633,10928,39118,29665,13058,39847,25054
10413,10436,10641,11333,11171,11486,11988,12312,12216,14559,28463,23821,7435,11696,15996,5513,26340,41694,9094,36292,32206,11198,38684,27750
8670,8695,8732,9640,9684,9565,10395,10404,10583,13060,27989,25048,6037,9083,13115,4263,22460,40437,7436,34072,33958,9426,36662,29916
7136,7198,7341,8006,8217,8135,9088,8863,8774,11960,27352,26307,4663,7632,10935,3323,18665,39088,6267,31163,35691,8086,35174,32434
6032,6073,5836,6856,6793,6784,7620,7840,7677,10766,25993,27456,3783,5801,9010,2483,15262,36243,5030,28145,37754,6660,32270,34841
4974,4914,4894,5761,5679,5693,6521,6454,6578,9752,25194,28526,2923,4539,7415,1929,12768,33373,4190,25571,38845,5708,29928,36607
4032,3955,3931,4754,4872,4616,5374,5477,5620,8801,23886,28822,2472,3443,5748,1473,10253,30512,3357,22506,38943,4577,27495,38609
3223,3301,3127,4051,3985,3896,4686,4731,4683,7835,22318,29676,1904,2795,4576,1231,8430,27388,2744,20137,39058,3776,25300,39963
2530,2557,2571,3317,3286,3161,3866,3949,3971,7272,20862,29877,1545,2102,3461,934,6947,24625,2294,17570,38486,3173,22239,40744
2102,2064,2010,2693,2682,2537,3181,3266,3268,6409,19963,30142,1220,1591,2784,787,5714,21275,1845,15368,38262,2585,19646,41371
1682,1613,1602,2194,2153,2231,2692,2798,2676,5652,18292,30132,962,1294,2145,684,4614,18581,1434,13496,37223,2096,17184,41022
1380,1319,1244,1733,1730,1780,2125,2296,2220,5253,16992,29864,823,922,1605,630,4094,16459,1188,11321,35749,1758,15226,40879
1038,1061,993,1448,1456,1446,1930,1884,1894,4897,15618,29653,672,669,1231,545,3424,14598,1029,9799,34124,1451,13094,39465
828,838,842,1181,1181,1235,1557,1592,1562,4206,14526,28864,532,600,969,526,3127,12449,864,8527,32379,1155,11218,38306
715,645,713,1009,986,1016,1380,1339,1382,3941,13072,27997,426,451,727,459,2817,11175,702,7456,30386,939,9642,36884
532,535,580,832,847,835,1124,1105,1244,3567,11849,26794,389,419,580,426,2661,10164,628,6224,28791,760,8174,34681
430,428,449,648,690,694,966,985,966,3440,10958,26231,367,331,426,432,2499,9293,546,5326,26695,625,6710,32473
396,383,395,586,591,605,912,918,846,3188,9938,24867,280,279,401,392,2530,8835,454,4394,24736,542,5680,29841
291,304,312,523,551,469,765,787,730,2967,8926,23650,274,255,362,390,2333,8396,407,3924,22506,512,4723,27640
291,286,241,481,505,498,733,706,678,2708,8073,22685,243,243,310,414,2258,8237,377,3218,20366,457,3826,24652
258,274,275,435,443,446,672,642,647,2754,7021,21219,212,203,289,384,2252,8214,357,2706,18675,404,3234,22294
235,246,234,436,435,401,647,661,653,2755,6478,19607,241,250,278,391,2102,8381,360,2323,16822,364,2622,19833
225,241,221,449,436,409,673,666,649,2637,5930,18658,220,246,297,439,2071,8697,346,1913,15419,400,2081,17231
250,248,241,413,412,431,645,723,626,2835,5316,16911,214,275,343,402,1935,8900,382,1636,13614,399,1681,14932
314,282,302,446,473,557,736,714,724,2762,4814,15638,242,336,439,379,1948,9030,385,1319,12189,440,1405,13158
298,309,297,477,532,543,813,766,792,2908,4368,14219,266,392,521,399,1752,8961,465,1144,10830,476,1175,11116
367,350,384,617,613,578,864,854,877,3142,3905,12992,273,437,589,451,1662,9256,481,985,9442,557,907,9394
449,439,437,707,704,676,979,969,969,3300,3666,11945,337,491,829,416,1519,9311,518,829,8209,623,783,8034
