1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
43329,43333,42896,40722,40664,40608,38960,38955,38500,30128,19985,6425,50472,46833,38032,55452,33889,7013,46000,22714,2960,41129,19946,2625
42755,42643,42514,40421,40211,40379,38431,38570,38246,29830,21382,7305,49590,47875,39363,53751,38487,9079,45522,25919,3801,40476,22228,3095
41796,41402,41567,39355,39381,39469,37560,37417,37677,29507,22425,8018,47978,47922,40154,51675,42848,11027,43869,29178,4774,39831,24768,3940
39735,39829,40012,37823,38172,37986,36299,36628,36321,28930,23834,8750,45187,47710,40908,48898,46370,13856,42146,32022,5931,38396,27168,4607
38108,38519,38144,36593,36386,36397,34782,35022,35083,28363,25163,9863,42785,45912,39983,44811,49193,16963,39648,35545,7287,36651,29745,5510
35953,35829,35934,34850,34427,34618,33170,33048,33277,27224,26211,10950,38547,44346,40139,40783,50889,19866,36893,37732,8717,34703,32765,6826
33674,33183,32974,32237,32359,32300,31331,31279,30963,26256,27154,12007,34856,41582,38534,35800,52343,23234,34186,40006,10471,32568,34717,7975
30616,30681,30436,29466,29761,30138,29332,29176,29313,24998,28215,13132,31049,38500,37193,30935,52563,26859,30537,42000,12315,30027,36554,9601
28030,27851,27637,27448,27333,27583,26855,27085,26700,23862,29310,14509,27184,34860,35183,26585,51391,30485,27224,43363,14566,27402,38406,11195
25005,24955,24850,24805,24927,24548,24476,24622,24704,22487,29454,15544,23275,31244,32535,22145,49601,33815,24375,43981,16989,25028,39431,13113
22017,21917,22074,22249,22281,22476,22291,22221,22492,21427,29717,16977,19808,27794,30015,18321,46679,36969,21113,44139,19303,22224,40618,15282
