1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
43326,43341,42884,40709,40687,40601,38950,38966,38540,30081,19937,6427,48141,46115,40078,54590,32430,6244,44164,21438,2768,41128,19947,2625
42748,42631,42515,40438,40186,40399,38428,38504,38235,29794,21371,7316,47124,46070,41212,53341,37114,8042,43432,24310,3416,40478,22228,3095
41785,41399,41585,39296,39357,39471,37453,37467,37647,29461,22412,7981,46174,46233,41149,51285,41184,10014,42029,27181,4324,39832,24767,3940
39742,39832,40006,37817,38168,37965,36312,36546,36340,28989,23795,8756,43193,44786,40411,48497,44965,12231,40921,30092,5266,38394,27167,4607
38094,38514,38130,36613,36380,36408,34738,34960,35109,28319,25155,9850,41179,43252,40170,44537,47605,15133,38228,32937,6439,36651,29747,5511
35955,35841,35938,34837,34406,34608,33178,32994,33189,27217,26173,10941,37870,41170,38421,40532,49959,18236,36170,35673,7853,34701,32765,6825
33683,33173,32966,32215,32355,32270,31306,31226,30975,26203,27134,11961,34232,38945,37102,35482,51310,21105,33253,37804,9231,32570,34716,7975
30603,30675,30450,29485,29736,30130,29298,29154,29257,24978,28181,13142,31230,35326,34869,31178,51687,24578,30528,39571,11138,30027,36554,9600
28029,27861,27637,27418,27329,27586,26835,27044,26663,23843,29273,14495,27142,32328,32404,26624,51258,28113,27394,41282,13066,27400,38407,11196
25026,24936,24830,24837,24922,24537,24507,24581,24692,22555,29474,15526,24122,28921,29799,22179,49684,31254,24502,42282,15042,25029,39430,13113
22011,21915,22081,22220,22268,22449,22313,22205,22428,21395,29700,16956,20512,25712,26809,18458,47056,34700,21729,42579,17607,22225,40619,15282
19111,19458,19462,19874,19635,20115,19698,20190,20165,20002,29968,18204,17513,22038,24213,14948,44100,37034,18860,42894,19723,19670,41116,17350
16957,16628,16975,17603,17625,17493,17829,17991,18072,18351,30201,19886,15053,18886,21389,12261,40183,39267,15989,41874,22465,17352,41249,19718
14467,14494,14712,15300,15257,15444,15821,15911,15952,17057,29945,21195,12300,16096,18343,9568,35968,40997,13899,41431,25041,14944,40466,22068
12265,12360,12426,13349,13140,13232,13993,13725,13740,15621,29284,22524,10346,13354,15992,7312,32227,41661,12070,39434,27608,13059,39846,25053
10415,10431,10642,11331,11193,11480,11963,12282,12168,14597,28403,23800,8466,10998,13601,5794,28115,41217,10074,37483,29935,11198,38684,27752
8673,8703,8728,9649,9675,9553,10405,10399,10561,13074,28010,25014,6854,8892,11100,4557,23872,40634,8271,34920,32278,9426,36662,29915
7129,7192,7341,8013,8208,8131,9127,8845,8782,11977,27382,26326,5590,7319,9222,3477,20304,39502,6934,33170,34242,8085,35174,32432
