1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
49545,44711,34503,47373,42021,31331,45664,39941,28899,33588,24258,9123,58215,42552,16894,55979,39075,10779,54158,35511,8331,43775,22834,3408
48376,46281,36093,46827,43772,32894,45033,41796,30233,33238,25797,10214,56931,47133,19794,54849,43253,13438,53269,39842,10479,42922,25519,4039
47416,46741,37476,45296,45319,34473,43694,42358,32112,32769,27051,11197,54180,50988,23357,52609,47199,16681,51047,43321,12809,42159,28352,5048
45001,46650,38921,42985,44588,35327,42077,43366,33425,31862,28442,12419,50381,53764,27384,49245,50848,20136,48192,47268,16026,40520,31327,6226
41439,46044,38734,40433,44322,36404,38954,42917,34448,30432,29642,13778,46032,55376,31327,45387,52387,24005,44327,50109,19307,38210,34009,7404
38788,44284,38788,37463,43100,36974,36127,42287,34988,29246,30634,15136,41117,55800,34938,40964,53721,27827,40108,51516,22057,35738,36114,8834
34569,42248,38126,33938,41276,36886,33321,40686,35359,27781,30927,16374,36340,55383,38365,36184,54264,31911,35488,52402,25876,33504,38203,10852
31299,39528,37509,30709,38696,36631,30225,38799,34977,26198,31557,17906,31225,53208,41635,31144,53299,35611,31190,51811,29328,30183,39811,12425
27374,36402,36129,26815,36418,35592,26844,36235,34743,24938,31678,19319,25953,50298,43868,26475,51196,39088,26614,50362,33673,27483,41243,14556
23284,33254,34077,23829,33414,33899,23719,33646,33454,22883,31443,20717,21645,46528,45884,21854,48496,41850,22341,48083,36538,24439,42213,16779
20317,29220,31908,20471,30196,32397,20868,30589,32409,21055,31310,22099,17395,42126,46266,18059,44599,44037,18729,44761,39037,21386,41869,19354
16799,25788,29479,17339,26554,29985,17897,27542,30425,19241,30557,23329,13792,37015,45736,14419,40208,45451,15154,41270,41095,18628,42080,22044
14234,22105,26191,14646,23385,27987,15045,24749,28510,17618,29806,24472,10913,32380,44543,11498,35323,45813,12190,37359,42273,16221,40777,24080
11887,18877,23387,12554,20038,25260,12911,21452,26262,16049,28984,25295,8182,27496,42624,8941,30748,44991,9547,33346,42620,13846,39977,26579
9511,15661,20985,10420,17228,22677,10981,18389,23816,14269,28010,26212,6142,22487,39426,6687,26123,43149,7415,29037,42287,11729,37984,29030
7864,13045,18125,8597,14566,19744,9077,15877,21520,12770,26372,26784,4648,18290,35280,5185,21920,41113,5830,24966,41624,10097,36089,30929
6214,10603,15551,7043,12028,17463,7482,13334,18976,11502,25052,26634,3524,14493,31846,3862,17863,38026,4489,20852,39527,8340,33709,33014
5080,8663,13055,5758,10015,14828,6255,11192,16784,10462,23568,26695,2634,11500,27684,2926,14462,34652,3356,17400,37604,7009,31348,34626
4073,6959,10659,4689,8089,12757,5161,9270,14320,9333,22279,27009,1909,8825,24041,2140,11434,30603,2744,14312,34541,5815,28773,36444
3333,5427,8812,3898,6538,10402,4202,7567,12270,8348,20195,27195,1469,6713,19673,1649,8928,26588,2042,11412,31235,4921,25778,36974
2676,4277,7185,3100,5215,8869,3510,6291,10355,7451,19458,26880,1044,4908,16170,1216,7018,23092,1623,9454,27998,4049,23243,37802
2122,3294,5607,2619,4211,7159,2995,5033,8657,6690,17674,25939,819,3711,12905,930,5240,19319,1294,7650,24571,3324,21058,38157
1748,2557,4576,2169,3212,5821,2500,3984,7044,5970,16434,25266,677,2789,10351,776,4053,16122,1001,6197,21374,2708,18873,37639
1405,1900,3489,1782,2572,4551,2125,3139,5918,5390,14985,24720,565,2001,8189,656,3204,12958,887,5074,18472,2185,16318,37137
1168,1524,2696,1549,2139,3682,1863,2618,4778,4873,13927,24002,517,1453,6119,584,2436,10543,757,4217,15812,1802,14647,36327
1031,1192,2156,1247,1693,2946,1544,2190,3954,4486,13009,23256,411,1041,4722,540,1988,8470,658,3739,13377,1594,12720,35388
830,920,1612,1122,1286,2378,1395,1692,3215,3957,11752,22394,397,881,3488,504,1707,6544,642,3266,11409,1294,10973,34058
666,690,1266,906,1056,1812,1216,1460,2609,3791,11003,21695,420,696,2490,481,1472,5324,566,2815,9814,1019,9528,32354
