1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
43501,43419,42751,41204,40814,40541,39658,39245,38399,30462,20317,6579,54681,47188,32294,55960,35925,8398,50340,26344,3878,41106,19914,2616
42985,42765,42513,40635,40405,40252,39108,38806,38167,30148,21525,7230,53441,49358,34619,54335,40840,10708,49066,29898,4945,40540,22235,3107
41987,41677,41618,39498,39683,39545,38143,38217,37495,30054,23005,8249,51261,50891,36697,52101,44797,13108,47424,33597,6388,39834,24794,3942
39825,39913,40021,38137,38689,38055,36668,37078,36394,29339,24011,8969,47962,51274,38525,49145,48367,16276,45095,37465,7722,38393,27179,4608
38167,38658,38242,36895,36581,36441,35372,35680,35258,28477,25504,9924,44321,51235,39990,45276,51030,19351,41886,39958,9575,36648,29735,5513
36091,36075,36003,34987,34969,34870,33551,33679,33747,27478,26504,11239,40274,49760,40757,40888,52298,22921,38732,43159,11534,34691,32800,6826
33663,33320,33169,32298,32506,32579,31581,31846,31383,26453,27449,12185,35744,47204,41303,36031,53240,26688,34571,44934,13678,32604,34708,7980
30663,30887,30615,29632,30159,30340,29256,29861,29790,25148,28702,13416,31038,44004,40845,31010,52975,30540,30895,46779,16140,29979,36594,9620
28086,27945,27739,27377,27686,27851,26905,27573,27236,23941,29587,14717,26567,40370,39586,26558,51739,34114,27154,47138,19175,27431,38390,11192
24868,25048,25086,24823,25176,24958,24545,25212,25141,22669,29659,15847,22233,36530,38690,21930,49173,37135,23490,47236,21796,25065,39453,13117
22018,22019,22117,22139,22444,22770,22028,22637,22989,21167,30048,17070,18619,32393,36376,18145,46465,40114,19712,46330,25003,22197,40692,15304
19104,19543,19662,19711,19870,20274,19677,20556,20779,20033,30250,18651,15363,27963,33490,14658,41988,42159,16873,44575,27466,19656,41055,17362
16814,16777,17106,17439,17742,17941,17620,18291,18485,18313,30203,20137,12315,24004,30933,11637,37771,43760,13849,42387,30189,17338,41268,19708
14386,14505,14821,15214,15258,15617,15407,16175,16611,17008,30003,21494,9653,19996,27616,9045,33295,43700,11538,39915,32436,14963,40480,22099
12192,12418,12550,13137,13324,13566,13791,13828,14202,15572,29260,22886,7717,16058,24097,6811,28947,43406,9255,37113,34593,13048,39886,25051
10352,10470,10682,11177,11215,11540,11715,12488,12564,14304,28663,24008,5948,13193,21016,5306,24138,41794,7570,33502,36345,11195,38622,27738
8624,8644,8809,9559,9670,9808,10090,10440,10794,13051,27742,25389,4665,10441,17823,4107,20448,40217,5996,30395,37674,9414,36675,29920
7064,7230,7415,7807,8247,8226,8791,8905,9174,11674,27329,26287,3687,8045,14994,3123,16826,37452,4974,27137,38901,8081,35181,32462
5993,6030,5909,6790,6797,6957,7426,7739,7915,10626,25822,27680,2822,6191,12319,2303,13669,34343,3889,23846,39234,6666,32229,34847
4903,4895,4919,5666,5708,5710,6277,6446,6722,9659,24836,28440,2251,4851,10055,1806,10818,31197,3254,20934,38144,5696,29939,36612
4001,3994,3945,4639,4749,4712,5253,5419,5784,8603,23611,28953,1683,3615,8009,1373,8850,27523,2532,18066,37704,4575,27473,38618
3186,3229,3137,4001,3978,3967,4490,4681,4771,7782,22105,29659,1324,2804,6236,1081,6977,24428,2053,15723,36943,3778,25291,39943
2497,2570,2592,3237,3289,3159,3668,3890,4070,7189,20795,29764,1147,2005,4891,882,5641,20926,1647,13616,35232,3165,22237,40747
2098,2063,2024,2643,2630,2575,3091,3242,3323,6170,19568,29771,879,1517,3664,713,4498,17869,1335,11597,33682,2587,19620,41357
1648,1584,1613,2138,2151,2202,2595,2713,2678,5628,17889,30149,702,1185,2863,614,3728,15352,1117,9953,31522,2096,17194,41084
1353,1308,1240,1712,1679,1809,2090,2214,2317,5218,16668,29539,630,861,2068,566,3217,13023,943,8614,29400,1747,15219,40809
