1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
45028,44410,41941,43129,42382,38982,42132,40683,36318,31804,21399,7136,57432,45653,24411,55889,37796,9753,53303,30895,5682,41731,19922,2606
44888,44101,41647,42750,42055,39059,41807,40361,37059,31806,22915,7781,56410,49339,27457,54809,42217,12105,51875,35134,7331,40874,22511,3222
43088,43373,41678,41611,41906,39122,40440,40477,36751,31304,24309,8840,53239,52045,30630,52446,46131,14982,50216,38979,8821,40066,25204,3900
41689,41953,40442,40411,40447,38656,39150,40000,36290,30303,25508,9980,49493,53276,33691,49218,50208,18312,46937,42385,10798,38813,27615,4713
39177,40399,39069,37879,39191,37203,37279,38705,36022,29444,26617,10955,45561,53959,36927,45371,51777,21916,43806,45818,13604,37037,30282,5670
37076,38061,36772,35853,37561,35717,34742,37053,34941,28432,28280,12157,40901,54065,39187,40938,53042,25562,39785,48085,16106,34832,33104,6917
34097,35626,34880,32969,35453,34437,32181,34650,33722,27017,29172,13185,36147,52585,41283,36136,54148,29645,35055,49890,19001,32789,35037,8325
30981,32726,32228,30217,32270,32313,29697,32776,31867,25896,30075,14483,31213,49263,43146,31092,53049,33380,31202,50599,22414,30014,37265,9724
27669,29837,29601,27236,29720,29903,27137,30334,29694,24336,30409,15858,26107,46030,43179,26588,51656,37019,26512,49959,25588,27379,38738,11501
24579,26339,26545,24313,27139,27446,24046,27649,27749,22792,30877,17303,21754,41926,43395,21824,48817,39967,22946,48511,28875,24851,40058,13340
21418,23379,24310,21847,24313,25115,21689,25019,25819,21131,31057,18869,17838,37718,42221,18078,45496,42455,18777,46487,31788,22303,40920,15688
18658,20449,21106,19176,21498,22596,18984,22389,23365,19644,30951,19948,14169,32352,40357,14528,41019,44115,15781,43646,34388,19575,41355,17796
15962,17689,18908,16589,18738,20145,16540,19853,21379,18170,30153,21328,11222,28359,38493,11421,36471,45001,12767,40736,36778,17112,41499,19862
13500,15099,16106,14054,16273,17596,14379,17389,18984,16673,29854,22673,8701,23481,35257,9010,31661,44635,10132,37149,38863,14824,40354,22872
11379,12768,13994,11943,13772,15240,12475,15396,16888,15115,29457,24059,6676,19312,32050,6778,27199,43590,8100,33124,39738,12844,39994,25361
9533,10738,11871,10209,11744,13248,10622,12683,14696,13689,28533,25252,4977,15340,27773,5206,22967,41641,6358,29438,40431,10891,38343,27934
7984,8717,9766,8504,10007,11338,9091,10847,12593,12416,27631,26000,3865,12344,24400,3979,18854,39146,5003,25486,39883,9361,36845,30521
6578,7307,8103,7235,8369,9396,7599,9151,10848,11152,26072,27336,2944,9481,20928,2990,15430,35920,3965,22023,39619,7800,34709,32757
5320,6013,6593,5939,6748,7965,6271,7748,9418,9962,24933,27707,2178,7416,17294,2188,12334,32373,3043,18886,38370,6595,31734,34995
4419,4854,5347,4912,5689,6472,5499,6571,7874,8969,23921,28545,1740,5511,14165,1679,9711,28723,2430,15569,36000,5503,29780,36787
3511,3801,4296,4176,4535,5334,4582,5329,6558,8212,22173,28893,1271,4131,11554,1264,7743,24977,1856,13085,34316,4442,26933,38775
2781,3097,3413,3380,3827,4320,3709,4540,5543,7250,21039,28724,1054,3064,9123,1010,5976,21620,1557,11298,31527,3718,24881,39919
2295,2426,2827,2796,3160,3568,3071,3722,4635,6375,19224,29032,825,2257,7320,832,4625,18027,1282,9420,28725,3096,21788,40830
1852,1922,2161,2336,2435,2930,2607,3045,3679,6002,18203,28909,657,1709,5334,693,3717,15200,1034,8159,26349,2466,19329,40965
1504,1490,1717,1832,2010,2353,2244,2489,3109,5414,16724,28632,542,1204,4164,567,2954,12601,884,6728,24102,2101,16846,40759
1170,1230,1304,1476,1606,1859,1815,2026,2599,4652,15561,28061,472,935,3048,560,2492,10313,732,5744,21693,1660,14934,40383
945,933,1087,1217,1316,1596,1518,1617,2072,4292,14079,27515,426,661,2300,489,2130,8487,670,5004,19376,1412,12704,39104
799,738,844,993,1032,1299,1319,1420,1789,3964,13075,26384,378,560,1722,501,1864,6933,580,4483,17610,1153,11000,37805
582,598,727,935,873,1045,1183,1171,1398,3698,11960,25998,368,384,1194,483,1785,5753,540,3944,16119,896,9474,36350
501,483,560,717,712,848,1046,1038,1230,3340,10972,24877,348,356,951,497,1727,5247,500,3684,14692,727,7956,34076
406,406,460,623,653,646,861,906,1044,3107,10044,23702,300,350,796,456,1677,4573,445,3277,13513,629,6625,32086
339,341,374,536,519,591,779,758,840,2799,9078,22937,308,300,654,455,1810,4347,469,3004,12759,551,5488,29336
310,293,311,518,476,554,686,712,782,2810,8120,22160,327,327,565,509,1761,4264,393,2776,12220,478,4642,27150
252,274,293,444,470,489,721,658,711,2786,7443,20680,256,377,567,499,1945,4279,406,2598,11667,457,3806,24407
265,234,253,400,435,462,627,651,705,2725,6833,19281,264,372,568,485,2008,4758,356,2428,11123,387,3127,21892
213,264,220,397,396,418,538,619,682,2526,6089,18430,250,467,703,496,2060,5032,395,2252,11093,387,2661,19596
218,250,237,419,457,495,645,656,732,2617,5604,17067,313,512,772,518,2093,5551,362,2063,10754,393,2071,17228
224,248,288,430,421,526,622,661,782,2551,5042,15999,275,604,972,511,2165,6167,403,1965,10536,382,1616,14665
281,270,318,410,512,513,680,773,844,2664,4537,14834,271,694,1176,457,2198,6698,433,1870,10115,442,1439,13090
315,339,328,480,596,609,671,849,900,2734,4319,13749,277,774,1456,489,2101,7362,427,1612,9987,463,1161,10981
357,382,425,558,629,650,802,878,1040,2845,3904,12715,285,926,1777,519,2014,7887,433,1387,9763,559,928,9574
396,420,522,625,714,849,895,1046,1241,3126,3623,11840,313,973,2133,505,2106,8484,464,1274,9490,617,778,8015
507,600,622,666,931,889,1019,1258,1422,3404,3368,10640,343,1143,2599,505,1930,9114,518,1138,8884,724,615,6608
590,676,737,870,949,1180,1103,1381,1712,3521,3101,9839,338,1332,3141,465,1804,9816,541,1041,8555,943,571,5507
773,867,948,1060,1279,1371,1364,1676,1996,4046,3028,9052,425,1366,3551,489,1706,9627,585,922,8007,1108,474,4689
913,1037,1206,1286,1402,1677,1546,1840,2309,4438,2749,8217,386,1556,4288,487,1618,9820,704,839,7214,1372,458,3818
1121,1285,1335,1570,1795,2086,1935,2199,2760,4649,2772,7548,476,1690,4871,561,1455,9785,719,707,6874,1654,392,3145
1439,1607,1790,1908,2160,2535,2224,2574,3260,5283,2705,6970,572,1803,5506,601,1307,9456,836,647,6117,2049,395,2562
1779,1973,2344,2243,2550,3061,2637,3027,3794,5904,2769,6092,679,1911,6159,693,1128,9194,1056,589,5461,2465,395,2059
2319,2514,2822,2704,3010,3593,3150,3619,4378,6596,2782,5703,808,1962,6845,783,1029,8821,1310,527,4754,2981,377,1823
2766,2987,3409,3382,3670,4381,3746,4038,5214,7182,2783,5041,1010,2005,7365,1003,983,8138,1608,471,4183,3784,421,1412
3539,3628,4208,4093,4410,5055,4552,4807,6065,8255,2819,4736,1285,2198,7884,1325,879,7320,1898,509,3556,4532,505,1175
4218,4476,5114,4881,5158,6100,5361,5624,6920,9009,3038,4257,1694,2370,8389,1710,790,6633,2385,494,3048,5444,482,970
5324,5485,6132,5989,6062,7122,6372,6610,7910,9938,3279,4018,2332,2559,8762,2178,780,6043,3013,485,2572,6662,634,776
6482,6762,7291,7224,7203,8193,7519,7742,9122,11125,3516,3675,2879,2658,9063,2964,767,5182,3954,537,2183,7723,707,688
8067,7717,8713,8714,8454,9624,8954,8696,10170,12404,3984,3433,3844,2909,9409,3850,836,4499,5005,626,1862,9364,889,563
9578,9218,10443,10257,10086,11146,10703,10113,11588,13773,4264,3229,4930,3233,9655,5104,940,3713,6385,835,1544,11151,1134,501
11458,11082,11932,11866,11432,12772,12553,11553,13117,15145,4501,3113,6764,3727,9647,6835,1109,3178,7925,968,1367,12989,1379,443
13775,13104,13994,14196,13433,14601,14540,13089,14855,16457,5093,3006,8585,4293,9603,8940,1444,2610,10058,1204,1088,14853,1621,394
15951,14936,16059,16236,15506,16285,16683,15008,16168,18040,5753,2941,11269,5017,9564,11504,1908,2157,12633,1641,929,16985,2059,407
18538,17616,18514,19003,17451,18341,19066,16983,18072,19726,6296,3062,14139,6115,9699,14579,2551,1860,15599,2136,787,19718,2600,351
21485,20232,20890,21489,19761,20445,21736,19113,19807,21271,7177,3005,17802,7420,9690,17851,3366,1670,18661,2704,761,22138,3082,387
24415,22931,23425,24654,22441,22767,24244,21397,21558,22632,7904,3004,21621,9007,9744,21971,4507,1506,22657,3699,772,24824,3748,477
27519,25884,25860,27377,24802,24802,27222,23583,23562,24267,8925,3078,26260,10775,9941,26448,5917,1514,26588,4770,787,27155,4682,461
30520,28764,28515,30466,27283,26910,29715,25911,25325,26005,9979,3207,30923,13417,10469,31105,7787,1568,31116,6222,878,29972,5529,549
33461,32156,31005,33216,30125,29231,32652,28124,26969,27111,11300,3594,36236,16474,11235,36163,10068,1688,35256,8143,984,32705,6766,630
37159,34347,33565,35706,32475,31240,35104,30893,29093,28303,12406,3795,41099,19801,12033,40767,12966,2179,39939,10379,1151,35340,7973,727
39308,37276,35799,38246,35098,33390,37040,33005,30779,29852,13882,4210,45886,23717,13353,44993,16105,2736,43663,12698,1569,37176,9403,939
41500,39113,37729,40081,37266,34736,39284,35311,32584,30212,15197,4606,49500,27819,14857,49459,19855,3441,47328,15580,2035,39041,11309,1177
43261,41063,39407,41782,38923,36635,40519,37006,33693,31149,16673,5159,53085,32240,16822,52760,23973,4472,50165,19180,2599,40085,13129,1444
44532,42732,40464,42731,40304,37359,41619,38744,34725,31880,18299,5675,55692,36700,19298,54802,28546,5871,52221,22656,3419,41190,15217,1726
45164,43655,41856,43630,41522,38570,42457,39778,35881,31879,19889,6281,56791,41391,21465,56142,33012,7589,53060,26799,4453,41263,17598,2115
