1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
43720,43634,42790,41410,41012,40416,40103,39490,38252,30691,20566,6663,55542,47163,30464,55984,36320,8724,51045,27385,4240,41110,19916,2611
43065,42778,42379,40899,40671,40222,39410,39086,37988,30478,21586,7264,54347,49345,32954,54494,41226,11089,49988,31058,5380,40581,22245,3105
42177,41884,41630,39704,39906,39487,38489,38650,37370,30021,23324,8345,51870,51458,35522,52135,45087,13575,48132,35025,6814,39875,24823,3952
40017,40131,40108,38465,39020,38082,37014,37561,36548,29575,24133,9005,48571,51891,37652,49121,48937,16693,45751,38234,8433,38364,27172,4614
38225,38836,38344,37064,36811,36630,35710,36058,35256,28620,25710,10181,44593,52054,39478,45417,51400,20025,42217,41651,10292,36711,29764,5511
36238,36190,35986,35046,35373,34965,33797,34155,34075,27622,26670,11276,40472,51109,40735,40916,52374,23484,38917,44328,12410,34656,32821,6836
33687,33563,33363,32348,32665,32752,31499,32303,31649,26609,27621,12360,35795,48613,41809,36018,53480,27500,35163,46205,14789,32603,34704,7993
30637,31034,30708,29697,30466,30614,29382,30211,30007,25170,29022,13479,31065,45183,41364,31087,53159,31284,30887,47972,17357,30000,36648,9623
28127,28073,27869,27412,27925,28019,26948,27764,27673,24001,29799,14956,26471,41856,40746,26436,51552,34859,27079,47850,20422,27447,38429,11216
24820,25227,25315,24712,25361,25224,24485,25672,25318,22820,29907,15995,22233,37713,39511,21977,49071,37848,23071,47719,23507,25033,39481,13112
21890,22106,22303,22111,22654,23074,21902,22944,23399,21110,29943,17222,18295,33659,38108,18104,46278,40870,19622,46700,26612,22208,40671,15326
19149,19638,19807,19654,20076,20508,19730,20750,21216,20018,30603,18999,14972,29059,35157,14617,41772,42666,16541,44316,28991,19651,41074,17384
16764,16848,17212,17315,17856,18172,17273,18511,18908,18217,30257,20242,11995,24815,32742,11675,37530,44025,13561,42347,31482,17349,41303,19725
