1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
43486,43378,42815,40958,40788,40524,39335,39258,38513,30339,20190,6499,53696,47153,33822,55864,35672,8089,49468,25562,3603,41127,19943,2623
42820,42696,42528,40616,40310,40354,38742,38584,38203,30046,21419,7277,52795,49033,35850,54323,40386,10309,48090,28908,4629,40492,22220,3100
41865,41558,41547,39439,39444,39529,37963,38040,37521,29725,22799,8189,50442,50368,37708,51908,44416,12758,46790,32370,5951,39828,24785,3942
39741,39830,40046,37924,38541,38002,36544,36800,36409,29225,23942,8814,47745,50899,39064,49194,47942,15767,44623,36566,7274,38390,27166,4606
38168,38574,38223,36805,36387,36471,35152,35362,35158,28488,25392,9917,43926,50221,40313,45190,50724,18934,41301,38479,8929,36655,29743,5514
36048,35941,35940,34917,34812,34692,33415,33424,33678,27323,26376,11104,40019,48420,40893,40910,52086,22194,38455,42256,10808,34696,32777,6824
33691,33274,33104,32318,32441,32409,31526,31688,31174,26385,27453,12171,35568,45952,40789,35974,52926,26009,34563,43905,12689,32570,34711,7976
30565,30797,30519,29493,30007,30280,29239,29543,29575,25115,28360,13182,30967,43010,40055,30931,53078,29714,30836,45517,15330,30030,36557,9603
28076,27909,27682,27373,27452,27771,26819,27350,26996,23945,29490,14623,26747,39155,38874,26585,51650,33394,27127,46652,17885,27406,38413,11192
24959,24952,24979,24867,25147,24743,24575,24920,24953,22579,29617,15790,22492,35368,37314,21949,49305,36565,23730,46446,20555,25040,39444,13108
22037,22012,22050,22194,22329,22632,22126,22540,22854,21199,29863,17069,18743,31198,35091,18218,46580,39389,19883,45994,23694,22221,40637,15305
19099,19458,19552,19758,19712,20232,19665,20428,20533,20035,30161,18448,15610,27055,32017,14664,42169,41670,17232,44450,26167,19662,41096,17352
16892,16721,17033,17530,17746,17725,17725,18138,18289,18399,30242,20066,12743,23385,29274,11726,38177,43352,14125,42646,28806,17346,41250,19725
14413,14499,14800,15219,15247,15544,15549,16107,16361,16998,30035,21337,9942,19021,26003,9041,33721,43645,11919,40180,31292,14955,40474,22071
12217,12368,12493,13250,13200,13417,13903,13831,14013,15619,29172,22743,8048,15576,22716,6852,29194,43067,9456,37628,33446,13045,39863,25049
10395,10448,10645,11226,11248,11514,11849,12349,12402,14405,28578,24027,6245,12718,19678,5343,24692,41911,8009,34676,35164,11206,38665,27739
8634,8676,8794,9629,9664,9707,10222,10425,10681,12991,27939,25208,4943,10158,16729,4172,20712,40338,6270,31086,36997,9418,36672,29918
7108,7220,7360,7883,8205,8160,8817,8859,9059,11864,27308,26297,3806,7922,13900,3102,17205,37772,5218,28083,38460,8078,35167,32440
6008,6053,5863,6822,6836,6880,7548,7755,7800,10670,25889,27585,3033,6020,11495,2382,13950,34755,4193,24835,38969,6669,32253,34855
4951,4894,4907,5686,5668,5698,6335,6501,6664,9736,24898,28536,2371,4762,9329,1821,11219,31731,3362,22177,38554,5700,29944,36607
4019,3972,3954,4711,4803,4666,5334,5451,5680,8641,23780,28886,1845,3534,7332,1381,9122,28215,2744,19172,37988,4583,27486,38627
3200,3286,3122,4036,3990,3911,4555,4682,4738,7804,22186,29596,1450,2791,5842,1109,7278,24945,2232,16718,37407,3774,25290,39941
2521,2558,2578,3256,3306,3198,3758,3915,4030,7197,20813,29795,1208,2006,4578,920,5815,21675,1705,14451,36448,3173,22250,40742
2087,2055,2015,2671,2650,2558,3140,3248,3297,6275,19723,29948,939,1528,3398,695,4783,18480,1454,12396,34972,2583,19620,41361
1666,1603,1619,2173,2147,2200,2626,2748,2703,5603,18088,30142,773,1170,2600,620,3926,16225,1188,10807,32853,2096,17182,41028
1379,1320,1239,1725,1700,1790,2115,2242,2269,5254,16789,29701,650,884,1964,593,3352,13530,1012,9095,31192,1754,15234,40884
1035,1061,994,1418,1443,1456,1864,1882,1899,4774,15569,29399,550,667,1524,530,2821,11638,803,8001,29370,1453,13085,39459
813,823,848,1163,1186,1249,1537,1539,1573,4207,14299,28766,457,508,1107,504,2557,10034,715,6977,27691,1155,11219,38307
724,642,706,1001,978,1017,1361,1333,1377,3845,12897,27679,369,434,807,478,2347,8811,655,5927,25769,939,9638,36872
523,540,581,821,814,836,1122,1114,1218,3609,11836,26587,321,349,654,442,2242,7823,546,5232,23878,759,8170,34694
440,427,442,634,683,683,930,959,973,3343,10820,26080,336,289,531,416,2227,7081,477,4423,22194,623,6712,32448
388,379,402,590,591,603,906,893,851,3219,9805,24816,267,280,423,446,2103,6764,408,3874,20205,545,5672,29856
300,302,314,536,558,477,746,803,721,2903,8910,23273,256,244,400,446,2179,6544,374,3444,19000,512,4727,27635
280,285,239,466,496,513,727,687,686,2690,7995,22500,245,233,386,436,2199,6703,371,2873,17603,457,3822,24636
254,273,272,433,435,424,647,628,659,2741,6934,21078,240,234,366,405,2185,6765,353,2518,15784,403,3234,22296
234,245,232,439,447,408,663,658,642,2775,6464,19514,231,277,341,478,2117,6907,340,2279,14986,365,2624,19835
227,240,222,438,432,409,671,664,641,2612,5842,18443,236,315,385,388,2124,7372,383,1883,13895,400,2082,17214
249,254,252,422,404,445,636,704,635,2790,5306,16896,222,350,509,469,2077,7691,368,1684,12606,399,1682,14944
314,281,299,437,473,562,729,717,743,2746,4741,15389,214,402,602,451,1954,8137,368,1416,11498,439,1405,13154
299,307,298,473,543,531,794,776,786,2876,4374,14301,236,455,724,442,1915,8591,385,1187,10689,476,1176,11117
368,352,385,621,618,587,854,857,938,3115,3933,12963,314,540,914,430,1872,8785,441,1084,9617,558,902,9392
447,435,436,692,712,685,972,982,968,3195,3643,11789,303,636,1060,437,1768,9209,472,929,8601,623,786,8035
526,512,562,841,815,783,1153,1111,1193,3652,3333,10975,325,751,1348,464,1545,9412,566,808,7698,747,611,6599
647,714,662,967,1025,984,1332,1392,1392,3849,3166,9744,387,900,1689,459,1532,9282,628,685,6840,961,547,5445
851,861,803,1180,1145,1150,1585,1673,1577,4302,2940,8944,454,1035,1938,500,1374,9209,717,621,6018,1151,503,4657
1036,1030,1050,1547,1513,1518,1908,1847,1963,4619,2811,7937,555,1141,2335,506,1271,9168,850,544,5333,1446,457,3784
1305,1310,1308,1775,1798,1763,2162,2247,2333,5107,2746,7198,638,1361,2775,604,1087,8681,1068,467,4584,1666,385,3087
1621,1642,1601,2141,2218,2134,2683,2717,2749,5819,2751,6589,743,1514,3342,648,1042,8470,1219,460,3888,2106,389,2547
2119,2058,2009,2609,2672,2709,3062,3204,3281,6283,2750,5888,926,1851,3845,774,872,7764,1456,389,3375,2516,404,2047
2468,2591,2604,3160,3243,3353,3783,3868,3950,7158,2664,5306,1202,2047,4385,897,799,7243,1816,408,2760,3103,390,1761
3234,3247,3187,3943,4010,3934,4505,4671,4660,7883,2885,4781,1453,2339,5213,1073,751,6479,2163,365,2384,3888,451,1397
3911,3937,4008,4736,4757,4821,5273,5310,5466,8694,3004,4352,1875,2694,5905,1421,644,5993,2761,381,1969,4631,483,1109
4748,4857,4954,5703,5758,5794,6348,6493,6560,9768,3195,4015,2389,3042,6622,1796,614,5386,3210,481,1651,5581,499,947
5971,6047,5990,6858,6789,6912,7452,7582,7781,10663,3343,3607,2942,3430,7522,2347,644,4495,4053,446,1430,6757,625,780
7221,7228,7107,8153,8105,8160,8851,8988,9018,11691,3734,3462,3908,3828,8245,3112,626,3875,5186,562,1232,7995,724,638
8711,8488,8751,9490,9817,9677,10490,10240,10390,13130,3837,3308,4960,4440,9042,3985,699,3317,6226,613,1020,9555,948,586
10391,10353,10421,11295,11248,11213,11936,11905,11942,14351,4427,3015,6309,5167,9827,5336,843,2747,7935,829,826,11348,1149,485
12298,12150,12337,12980,13113,13105,13732,13298,13637,15581,4765,2833,7932,6213,10749,6914,1004,2294,9530,965,711,13150,1389,409
14472,14401,14485,15016,15267,15407,15611,15523,15653,17191,5170,2866,10025,7205,11587,9095,1307,1925,11600,1239,642,15013,1667,421
16726,16754,16722,17463,17525,17255,17666,17663,17742,18263,5828,2837,12487,8632,12576,11603,1689,1647,14190,1599,528,17238,2127,388
19124,19323,19418,19746,19827,19779,20022,19819,19967,19699,6569,2791,15266,10032,13565,14620,2265,1419,17127,2022,519,19817,2576,349
