1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
43327,43341,42883,40710,40691,40602,38943,38954,38542,30078,19933,6431,47271,45714,40754,54036,31989,5950,43379,21014,2729,41128,19947,2625
42748,42629,42518,40431,40182,40395,38440,38519,38234,29809,21373,7314,46252,45227,41794,53497,36251,7676,42826,23746,3321,40478,22228,3095
41785,41399,41583,39296,39356,39477,37435,37445,37643,29443,22413,7981,45308,45514,41103,51039,40401,9513,41655,26467,4192,39832,24767,3940
39742,39835,40007,37817,38163,37963,36311,36563,36357,28975,23784,8752,42570,43906,40580,48179,44463,11663,40188,29718,5059,38394,27167,4607
38093,38513,38127,36605,36380,36407,34744,34935,35106,28332,25156,9850,40602,42275,39772,44323,46934,14472,37872,32107,6205,36651,29747,5511
35956,35839,35938,34844,34408,34605,33170,32997,33185,27213,26162,10941,37487,40335,38093,40491,49507,17545,35638,34889,7596,34701,32765,6825
33681,33173,32966,32210,32353,32270,31307,31225,30958,26203,27143,11960,34159,37676,36506,35454,50905,20199,33232,37122,8937,32570,34716,7975
30605,30677,30450,29485,29735,30135,29290,29154,29271,24975,28180,13144,30888,34369,33800,31176,51221,23571,30415,38838,10657,30027,36554,9600
28027,27859,27637,27424,27332,27583,26833,27048,26645,23850,29261,14496,27437,31408,31542,26656,51095,27195,27533,40621,12674,27400,38407,11196
25027,24936,24829,24836,24921,24538,24522,24578,24697,22551,29472,15514,24273,28127,28744,22246,49705,30061,24534,41701,14553,25029,39430,13113
22010,21916,22083,22218,22266,22447,22307,22190,22430,21387,29721,16956,20831,24965,25999,18461,46996,33733,21850,42050,16893,22225,40619,15282
19113,19457,19462,19872,19636,20117,19701,20198,20159,20004,29953,18205,17932,21613,23231,15081,44270,36022,19084,42450,19210,19670,41116,17350
16956,16631,16973,17606,17619,17490,17828,17983,18080,18344,30201,19885,15317,18345,20285,12344,40544,38470,16339,41805,21811,17352,41249,19718
14467,14491,14713,15300,15259,15445,15829,15914,15940,17068,29939,21181,12834,15817,17553,9765,36612,40223,14193,41342,24335,14944,40466,22068
12265,12358,12427,13352,13140,13229,13983,13728,13740,15611,29296,22541,10453,13104,15266,7415,32695,41230,12305,39553,26980,13059,39846,25053
10415,10435,10641,11327,11197,11479,11965,12281,12163,14609,28392,23800,8886,10781,12873,5914,28713,41149,10359,37863,29245,11198,38684,27752
8673,8701,8727,9652,9671,9553,10415,10391,10561,13072,28020,25000,7212,8869,10485,4615,24557,40528,8591,35320,31697,9426,36662,29915
7129,7193,7342,8012,8210,8130,9121,8843,8782,11980,27365,26327,5923,7302,8911,3592,20906,39414,7128,33538,33881,8085,35174,32432
6040,6079,5831,6864,6795,6777,7618,7858,7638,10764,26016,27445,4633,5787,7463,2660,17645,37983,6120,30815,35616,6660,32270,34843
4967,4911,4900,5757,5676,5681,6556,6465,6566,9782,25202,28494,3749,4632,5897,2195,14596,35426,4826,28160,38008,5710,29928,36605
4038,3956,3923,4766,4879,4626,5373,5498,5618,8796,23849,28839,3080,3630,4711,1646,12220,33165,4024,25302,39139,4576,27495,38610
3223,3301,3134,4038,3993,3892,4720,4713,4684,7858,22407,29685,2452,2877,3722,1352,10118,30314,3327,22824,39691,3776,25299,39964
2535,2558,2568,3329,3285,3157,3864,3965,3967,7286,20855,29929,2000,2220,2980,1081,8277,27750,2725,20421,39986,3173,22238,40743
2099,2064,2006,2699,2676,2544,3215,3251,3239,6414,19948,30116,1621,1723,2291,922,7081,25216,2290,17828,40031,2585,19647,41370
1683,1611,1604,2200,2157,2222,2691,2800,2693,5658,18375,30100,1273,1439,1842,746,5912,22618,1796,15775,39784,2096,17186,41024
1382,1322,1247,1735,1731,1779,2129,2318,2199,5262,17009,29927,987,1128,1438,660,5180,19959,1446,13532,38902,1758,15225,40878
1040,1060,990,1448,1453,1446,1935,1878,1902,4889,15620,29670,780,821,1101,565,4282,17796,1195,11672,37591,1451,13093,39466
825,839,842,1181,1183,1231,1559,1600,1558,4246,14548,28905,650,667,879,505,3976,16325,997,9992,35997,1155,11219,38305
715,645,713,1010,992,1022,1382,1349,1384,3943,13124,28035,589,523,669,504,3449,14823,844,8366,34098,939,9642,36886
533,535,578,831,847,831,1131,1105,1248,3560,11858,26797,466,468,531,449,3197,13275,688,7371,32189,760,8173,34680
429,428,449,649,688,691,964,982,952,3455,10958,26275,386,362,471,403,2962,12102,620,6140,30193,625,6711,32473
397,382,396,586,590,610,911,918,854,3182,9974,24898,319,337,359,401,2706,11648,513,5113,27791,542,5680,29839
291,305,313,523,554,467,767,793,736,2976,8932,23692,284,296,307,360,2571,10933,437,4231,25611,512,4723,27642
292,286,241,480,505,500,731,705,672,2703,8090,22724,250,255,310,345,2425,10550,403,3573,23050,457,3826,24653
257,274,274,436,440,447,678,643,641,2754,7006,21186,264,227,254,400,2254,10366,396,2940,20711,404,3233,22293
235,246,235,437,438,399,641,659,655,2758,6496,19668,215,223,223,358,2056,10266,353,2512,18531,364,2623,19833
225,241,221,447,429,409,674,671,651,2665,5920,18663,219,233,294,342,2064,9991,359,2023,16337,400,2081,17231
250,247,240,415,417,433,653,710,628,2814,5319,16931,219,262,275,367,1847,9885,403,1591,14539,399,1681,14932
314,282,303,449,476,554,735,728,715,2763,4832,15637,270,293,310,389,1738,9926,402,1373,12803,440,1405,13158
299,309,297,476,531,545,813,762,792,2921,4366,14247,289,332,384,364,1556,9476,528,1106,10980,476,1175,11117
367,351,384,615,614,578,873,850,885,3145,3905,12985,315,396,481,410,1475,9547,519,943,9328,557,907,9393
448,439,437,707,703,675,972,966,972,3311,3667,11941,372,456,578,382,1321,9274,596,809,8159,623,783,8034
532,513,562,857,833,776,1176,1152,1143,3610,3340,10908,466,526,729,502,1238,8890,706,702,6930,748,610,6595
647,710,655,966,1016,980,1352,1372,1406,3883,3173,9807,530,679,903,431,1082,8551,837,568,5806,961,547,5448
853,860,797,1182,1161,1141,1614,1681,1531,4329,2976,8822,634,905,1074,545,913,8029,1011,510,4802,1151,503,4659
1055,1031,1050,1569,1511,1490,1981,1839,1923,4683,2798,7999,861,1018,1379,588,813,7424,1271,449,4026,1449,457,3783
1308,1312,1297,1799,1801,1759,2257,2246,2308,5266,2784,7154,974,1287,1553,637,796,6961,1486,416,3399,1663,387,3083
1634,1642,1586,2166,2217,2141,2727,2752,2697,5804,2735,6609,1252,1534,2022,767,649,6433,1807,374,2702,2107,387,2547
2113,2064,2018,2634,2692,2668,3097,3283,3213,6425,2723,5839,1632,1918,2488,884,601,5727,2179,365,2228,2517,403,2052
2492,2611,2586,3211,3280,3326,3859,3935,3932,7218,2703,5299,1927,2286,2969,1094,537,5150,2733,372,1870,3108,392,1761
3254,3251,3184,3963,4028,3896,4618,4730,4585,7901,2922,4707,2464,2876,3613,1369,484,4569,3289,404,1568,3882,451,1396
3932,3967,4000,4807,4767,4802,5474,5346,5466,8773,2967,4372,3050,3349,4292,1712,440,3964,3941,455,1282,4638,481,1110
4779,4838,4941,5800,5792,5824,6429,6622,6523,9893,3249,3955,3779,4012,5043,2147,489,3336,4929,526,1070,5577,500,943
5997,6065,6006,6888,6913,6873,7621,7745,7784,10776,3418,3577,4783,4943,6315,2789,502,2914,5931,578,871,6759,625,783
7284,7251,7091,8243,8144,8198,9029,9168,9000,11918,3667,3432,5947,6047,7456,3470,544,2304,7074,659,738,8007,725,635
8713,8562,8734,9562,9894,9635,10612,10417,10432,13104,3877,3278,7129,7018,8764,4541,588,2094,8505,857,633,9548,950,588
10430,10372,10447,11369,11394,11256,12143,12115,11993,14510,4445,2977,8589,8489,10090,5775,759,1709,10221,1015,529,11349,1147,483
12315,12205,12362,13087,13220,13133,13834,13741,13770,15610,4781,2854,10546,9960,11675,7513,920,1408,12001,1212,500,13155,1388,409
14511,14460,14492,15102,15434,15458,15935,15773,15823,17274,5211,2834,12760,11640,13505,9670,1170,1256,14129,1540,451,15011,1671,421
16781,16869,16791,17515,17582,17348,17624,17988,17786,18370,5871,2875,15081,13802,15226,12196,1476,969,16478,1894,438,17248,2124,388
19174,19348,19431,19920,20034,19889,20263,20030,20252,19783,6626,2740,18240,15933,17664,15112,2050,852,19046,2319,383,19804,2576,348
22078,22056,22280,22464,22457,22408,22213,22261,22332,21321,7150,2758,20844,18246,19343,18649,2762,818,21920,2894,391,22254,3125,407
24856,24940,24834,24581,24669,25029,24659,24468,24802,22463,7876,2953,24166,21192,21920,22172,3606,777,25113,3683,434,24878,3836,430
