1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
43327,43341,42886,40709,40691,40603,38954,38969,38551,30075,19942,6436,48368,46231,39775,54738,32731,6377,44390,21535,2790,41128,19947,2625
42746,42631,42513,40439,40185,40400,38427,38507,38236,29797,21371,7310,47603,46395,40884,53387,37278,8164,43746,24597,3484,40478,22228,3095
41787,41400,41587,39297,39358,39472,37459,37460,37649,29463,22404,7986,46507,46502,41153,51338,41456,10212,42261,27414,4390,39832,24767,3940
39742,39833,40006,37819,38167,37963,36317,36548,36331,28983,23809,8756,43355,45297,40463,48512,45247,12434,41162,30432,5299,38394,27167,4607
38095,38514,38130,36610,36378,36405,34733,34963,35111,28328,25159,9847,41584,43629,40233,44621,47847,15467,38341,33267,6555,36651,29747,5511
35954,35839,35937,34840,34409,34608,33182,33009,33203,27213,26167,10938,38006,41592,38713,40561,50077,18497,36410,35813,8006,34701,32765,6825
33683,33173,32967,32218,32356,32276,31307,31223,30975,26205,27130,11970,34181,39251,37358,35598,51536,21389,33240,38218,9359,32570,34716,7975
30604,30675,30449,29480,29737,30130,29299,29158,29253,24994,28183,13148,31234,35917,35205,31120,51803,25023,30582,39981,11282,30027,36554,9600
28029,27860,27638,27416,27326,27586,26842,27047,26665,23834,29285,14491,27216,32510,32703,26575,51327,28516,27316,41347,13247,27400,38407,11196
25024,24938,24831,24838,24925,24535,24495,24584,24689,22547,29483,15525,24036,29435,30154,22169,49734,31572,24558,42597,15245,25029,39430,13113
22012,21915,22078,22222,22266,22447,22310,22205,22446,21394,29688,16951,20274,25887,27331,18528,46941,35049,21656,42924,17928,22225,40619,15282
19110,19457,19463,19874,19636,20118,19701,20186,20151,20007,29967,18210,17489,22332,24565,14863,43993,37411,18758,42938,19952,19670,41116,17350
16959,16629,16976,17605,17629,17491,17828,17993,18083,18360,30206,19881,14851,19170,21732,12273,40010,39722,15919,42084,22817,17352,41249,19718
14467,14494,14711,15297,15254,15446,15822,15921,15954,17059,29942,21197,12158,16182,18755,9452,35994,41105,13809,41378,25380,14944,40466,22068
12264,12360,12427,13348,13142,13230,13987,13718,13739,15613,29285,22517,10121,13421,16478,7316,31871,42006,11861,39366,27889,13059,39846,25053
10415,10431,10642,11332,11188,11483,11967,12286,12164,14590,28412,23820,8340,11128,13783,5720,27880,41237,9950,37415,30169,11198,38684,27752
8675,8702,8728,9648,9676,9553,10407,10400,10569,13074,28001,25019,6742,8887,11328,4527,23666,40511,8188,34738,32478,9426,36662,29915
7127,7193,7341,8012,8210,8131,9124,8847,8780,11980,27377,26325,5525,7323,9457,3422,19966,39509,6802,32885,34432,8085,35174,32432
6041,6079,5831,6866,6794,6780,7615,7845,7641,10766,25991,27446,4185,5848,8045,2610,16745,37274,5825,30159,36330,6660,32270,34843
4967,4910,4899,5755,5676,5679,6549,6469,6559,9774,25225,28504,3503,4566,6321,2064,13601,34800,4548,27245,38324,5710,29928,36605
4038,3957,3924,4768,4881,4627,5378,5490,5623,8809,23846,28809,2827,3524,5067,1575,11536,31863,3787,24394,39229,4576,27495,38610
3222,3301,3134,4037,3990,3891,4721,4721,4682,7850,22388,29722,2294,2805,3956,1271,9380,29318,3133,21836,39543,3776,25299,39964
2535,2558,2568,3326,3286,3156,3856,3961,3972,7278,20865,29892,1812,2222,3145,1026,7771,26559,2595,19594,39760,3173,22238,40743
2099,2064,2006,2699,2674,2545,3218,3251,3245,6420,19948,30123,1442,1669,2395,891,6495,23685,2082,16890,39348,2585,19647,41370
1683,1611,1604,2200,2159,2222,2686,2799,2683,5654,18369,30113,1177,1395,2018,707,5447,20990,1690,15037,38886,2096,17186,41024
1382,1322,1247,1735,1731,1778,2132,2317,2207,5262,17001,29920,914,1029,1458,623,4567,18372,1339,12884,37948,1758,15225,40878
1039,1060,990,1448,1452,1447,1930,1880,1903,4890,15619,29667,740,775,1120,570,4052,16582,1131,10992,36702,1451,13093,39466
826,839,842,1181,1185,1231,1561,1596,1558,4239,14559,28876,606,609,902,514,3498,14816,964,9442,34653,1155,11219,38305
715,645,713,1010,990,1022,1380,1351,1379,3945,13104,28044,517,505,684,496,3241,13312,801,8024,32935,939,9642,36886
