1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
43333,43338,42887,40725,40651,40624,38964,38983,38513,30104,20004,6431,50748,46914,37765,55555,33998,7113,46281,22790,2982,41129,19946,2625
42753,42643,42518,40425,40213,40376,38437,38557,38226,29850,21383,7308,49876,47903,39097,53877,38642,9192,45735,26219,3856,40477,22228,3094
41804,41406,41570,39346,39388,39473,37573,37435,37672,29517,22436,8019,48074,48282,40040,51579,42981,11147,43983,29346,4841,39830,24768,3941
39733,39819,40013,37819,38170,37984,36299,36615,36320,28942,23841,8740,45431,47895,40727,48931,46517,14001,42392,32313,5998,38396,27169,4607
38106,38521,38143,36604,36389,36396,34804,35038,35089,28353,25161,9881,42911,46303,40225,44839,49294,17117,39801,35782,7397,36651,29744,5510
35958,35834,35939,34864,34436,34626,33171,33085,33299,27228,26202,10948,38611,44632,40195,40796,51093,19998,36958,38080,8835,34703,32765,6826
33669,33171,32973,32230,32366,32290,31328,31267,30973,26268,27184,12019,34897,41903,38750,35841,52366,23475,34207,40142,10615,32567,34717,7975
30618,30684,30436,29470,29761,30146,29348,29208,29324,24981,28216,13130,31100,38665,37364,30912,52554,27087,30557,42211,12451,30027,36554,9601
28039,27864,27636,27444,27334,27592,26852,27094,26710,23869,29292,14512,27112,35288,35465,26565,51394,30743,27201,43599,14819,27403,38407,11195
24997,24954,24851,24799,24930,24545,24468,24608,24706,22499,29485,15536,23284,31457,32868,22153,49684,34052,24342,44296,17201,25028,39430,13113
22018,21913,22070,22252,22277,22484,22292,22231,22493,21446,29724,16991,19664,28146,30296,18339,46631,37104,21030,44326,19472,22224,40618,15283
19111,19459,19473,19863,19658,20112,19692,20228,20181,19977,30028,18213,16719,24251,27536,14840,43428,39313,17900,43728,22506,19671,41118,17350
