1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
43389,43338,42858,40796,40759,40570,39181,39050,38513,30326,20100,6466,52966,47095,35242,55948,35308,7928,48571,24604,3400,41118,19942,2623
42826,42670,42547,40482,40236,40395,38697,38651,38175,29904,21414,7285,52089,48871,36687,54145,39928,9974,47518,28335,4342,40488,22222,3096
41811,41506,41566,39452,39415,39414,37772,37789,37567,29660,22634,8122,49868,49964,38532,51896,44114,12367,46128,31432,5656,39829,24780,3942
39728,39802,39995,37874,38329,38074,36405,36700,36371,29133,23897,8792,47237,50092,39560,49014,47518,15240,43856,35202,6894,38387,27164,4608
38158,38572,38190,36707,36402,36391,35075,35198,35155,28414,25292,9901,43659,49344,40586,45195,50361,18422,41143,37820,8339,36657,29741,5512
35980,35864,35943,34932,34627,34721,33277,33278,33504,27274,26370,11015,39812,47177,40471,40896,51792,21614,37937,40967,10286,34704,32774,6823
33687,33203,33048,32283,32442,32311,31401,31455,31049,26320,27258,12168,35342,44932,40401,35924,52911,25328,34350,42854,12078,32559,34718,7969
30565,30731,30468,29432,29830,30186,29238,29434,29534,25107,28311,13085,30952,41825,39410,30970,52914,29113,30774,44564,14385,30033,36549,9607
28092,27903,27647,27409,27428,27670,26875,27250,26886,23863,29425,14629,26888,38067,38078,26578,51580,32741,27220,46051,16861,27406,38417,11197
24955,24952,24915,24855,24998,24675,24520,24773,24798,22534,29554,15661,22633,34318,36100,21988,49607,35985,24025,45819,19576,25025,39426,13112
22030,21972,22069,22246,22316,22591,22223,22401,22674,21389,29802,17066,19103,30231,33599,18248,46359,38692,20069,45638,22452,22231,40627,15286
19090,19449,19505,19774,19718,20151,19697,20343,20366,19917,30088,18288,15773,26312,30953,14659,42712,41109,17337,44209,25122,19665,41113,17355
16940,16658,16997,17588,17658,17590,17725,18095,18260,18415,30271,20015,13060,22527,27815,11764,38344,42885,14653,42803,27799,17348,41248,19712
14433,14507,14768,15246,15260,15539,15656,16008,16177,17040,30011,21286,10264,18448,24667,9092,34046,43555,12146,40568,30129,14946,40472,22078
12253,12368,12458,13277,13158,13317,13898,13786,13893,15598,29129,22662,8281,15188,21634,6931,29520,42906,9886,37862,32402,13057,39854,25051
10402,10446,10625,11283,11233,11490,11963,12308,12308,14476,28517,23998,6637,12426,18448,5329,25206,41833,8199,35397,34322,11200,38672,27748
8659,8673,8778,9602,9681,9659,10279,10460,10673,13020,28016,25053,5108,9875,15787,4235,21094,40434,6633,31944,36248,9425,36666,29914
7112,7218,7347,7948,8204,8135,8956,8834,8920,11906,27321,26323,4043,7763,12899,3151,17473,38085,5422,28822,37527,8082,35174,32436
6030,6061,5848,6840,6815,6850,7561,7788,7748,10716,25922,27519,3160,5894,10884,2389,14336,35095,4405,25992,38991,6662,32268,34849
4963,4893,4899,5723,5673,5666,6415,6496,6601,9719,24984,28556,2518,4654,8686,1843,11506,32141,3570,22839,38674,5708,29928,36612
4025,3974,3934,4753,4830,4651,5344,5478,5666,8735,23905,28856,2032,3522,6929,1398,9446,28934,2941,20271,38290,4578,27487,38606
3215,3299,3129,4023,4011,3903,4647,4705,4725,7830,22183,29668,1529,2756,5423,1173,7609,25561,2339,17517,37952,3774,25295,39961
2517,2552,2576,3300,3276,3186,3785,3916,3996,7214,20854,29827,1251,2065,4295,908,5945,22296,1858,15310,37302,3176,22243,40733
2101,2054,2012,2679,2657,2561,3167,3241,3293,6333,19819,30028,1060,1506,3144,685,5085,19195,1532,13304,35709,2583,19638,41372
1674,1612,1617,2181,2159,2197,2632,2761,2701,5621,18149,30087,803,1217,2445,648,4103,16810,1267,11458,34337,2096,17186,41022
1384,1317,1242,1725,1716,1789,2130,2286,2235,5240,16913,29812,682,848,1863,602,3408,14271,1055,9730,32489,1756,15232,40876
1027,1069,991,1434,1446,1444,1902,1863,1890,4817,15563,29508,593,684,1444,555,3040,12355,842,8368,30525,1451,13089,39474
829,829,847,1173,1194,1251,1524,1589,1565,4233,14341,28837,479,518,1054,487,2682,10497,734,7500,29111,1155,11218,38302
719,643,703,1003,976,1012,1370,1323,1396,3884,13077,27749,359,435,791,481,2438,9434,687,6350,27066,939,9638,36876
523,540,584,826,831,837,1141,1102,1223,3588,11807,26657,359,375,627,425,2379,8309,576,5396,25371,760,8174,34685
435,424,446,635,686,689,934,971,961,3385,10859,26223,300,299,484,456,2287,7643,494,4678,23473,626,6715,32469
