1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
43485,43396,42758,41087,40784,40561,39624,39282,38424,30407,20279,6542,54437,47133,32625,55986,35818,8341,50180,26169,3827,41103,19931,2621
42939,42774,42505,40655,40415,40253,38956,38738,38191,30151,21470,7257,53401,49305,35012,54315,40774,10606,48905,29720,4876,40523,22215,3099
41985,41617,41621,39486,39592,39551,38112,38233,37452,29982,22985,8228,51110,50817,36836,52066,44713,13054,47196,33297,6279,39823,24802,3948
39759,39891,40009,38084,38709,38068,36664,36962,36449,29271,23985,8935,47829,51103,38644,49157,48277,16173,45015,37353,7630,38412,27174,4604
38168,38666,38266,36868,36527,36413,35348,35594,35208,28504,25493,9923,44355,51021,40063,45324,50962,19246,41803,39605,9465,36657,29741,5514
36086,36045,35942,34937,34916,34852,33494,33637,33750,27464,26425,11231,40135,49484,40870,40846,52242,22799,38577,42994,11362,34678,32795,6827
33689,33280,33154,32317,32509,32548,31521,31795,31349,26391,27564,12185,35667,47003,41104,36040,53227,26502,34719,44679,13490,32595,34703,7976
30632,30866,30601,29610,30088,30301,29303,29799,29725,25200,28542,13355,31076,43846,40775,30970,52962,30415,30838,46572,15991,29992,36583,9620
28085,27947,27726,27376,27601,27860,26930,27500,27151,23913,29556,14691,26663,40032,39340,26562,51753,33930,27126,47038,18845,27416,38408,11190
24894,25006,25054,24822,25203,24893,24511,25125,25093,22662,29659,15816,22209,36348,38443,21934,49188,37024,23545,47056,21504,25067,39435,13119
22026,22025,22099,22172,22427,22718,22040,22637,23010,21180,29988,17068,18666,32147,36046,18163,46555,40006,19721,46255,24722,22207,40690,15304
19108,19553,19656,19724,19845,20308,19685,20510,20719,19960,30230,18585,15399,27735,33267,14646,41985,42089,16916,44547,27251,19656,41057,17354
16834,16733,17075,17473,17714,17887,17649,18274,18423,18380,30214,20143,12454,23866,30531,11664,37840,43678,13978,42398,29868,17338,41269,19711
14383,14494,14822,15215,15267,15575,15435,16156,16546,16974,30031,21454,9670,19822,27351,9045,33368,43679,11620,40075,32294,14959,40483,22094
12212,12400,12530,13146,13295,13512,13813,13821,14175,15601,29223,22785,7783,15937,23768,6840,28964,43310,9266,37212,34215,13050,39873,25054
10355,10476,10671,11203,11216,11556,11752,12474,12492,14355,28623,24080,6003,13081,20826,5298,24309,41893,7665,33768,36062,11202,38621,27734
8619,8645,8795,9559,9679,9787,10121,10419,10756,13019,27813,25380,4733,10336,17517,4105,20464,40160,6055,30404,37578,9412,36682,29927
7082,7242,7393,7824,8237,8184,8792,8877,9181,11719,27328,26247,3724,8096,14717,3132,16919,37551,4995,27479,38951,8075,35183,32454
5998,6047,5919,6808,6772,6960,7475,7756,7875,10638,25802,27631,2853,6123,12157,2315,13704,34466,4000,24032,39114,6672,32246,34840
4916,4877,4912,5681,5716,5705,6265,6453,6713,9671,24851,28506,2276,4805,9931,1820,10923,31192,3265,21161,38285,5695,29919,36607
4004,3993,3947,4636,4775,4703,5276,5425,5763,8580,23664,28902,1722,3600,7862,1368,8916,27751,2544,18344,37711,4580,27491,38624
3188,3245,3129,4021,3966,3953,4516,4687,4759,7827,22184,29694,1361,2818,6096,1074,7024,24525,2125,15897,37096,3777,25287,39942
2503,2562,2593,3242,3308,3160,3694,3893,4065,7186,20738,29710,1168,1995,4844,895,5687,21044,1623,13827,35399,3167,22240,40744
2093,2058,2018,2639,2641,2567,3100,3263,3322,6200,19625,29826,886,1539,3589,707,4524,17997,1384,11744,34017,2587,19623,41371
1651,1594,1619,2144,2136,2207,2591,2712,2675,5616,17904,30172,694,1180,2824,621,3781,15519,1116,10118,31836,2094,17187,41064
1362,1311,1241,1727,1685,1807,2105,2228,2301,5239,16750,29568,647,857,2045,559,3240,13124,978,8739,29648,1749,15227,40827
1045,1062,1001,1394,1447,1451,1839,1872,1902,4693,15473,29261,527,673,1580,541,2711,11003,759,7565,28458,1458,13060,39478
805,819,845,1159,1186,1247,1521,1528,1575,4157,14253,28750,438,504,1196,508,2468,9573,703,6523,26290,1153,11231,38288
724,637,712,1007,953,1028,1360,1295,1399,3849,12884,27439,377,417,840,473,2233,8309,623,5618,24504,943,9651,36851
523,536,577,807,820,827,1115,1109,1187,3613,11711,26573,311,339,660,451,2140,7393,565,5014,22746,755,8151,34712
430,428,438,637,681,690,916,959,959,3317,10757,25962,333,280,575,435,2157,6775,424,4220,20961,622,6721,32427
391,382,402,582,587,587,901,891,870,3169,9754,24701,252,280,437,441,2100,6269,426,3807,19312,546,5659,29855
300,298,310,538,555,495,749,797,729,2916,8916,23195,237,254,421,441,2130,6208,380,3252,17983,510,4726,27635
283,284,240,472,491,500,706,678,676,2708,7918,22368,265,238,387,444,2116,6318,369,2835,16787,457,3820,24627
252,275,275,428,429,425,646,619,667,2725,6933,20979,244,254,393,434,2184,6398,322,2544,15446,404,3231,22296
234,242,230,437,446,420,681,665,628,2728,6391,19499,250,276,364,455,2120,6739,388,2225,14197,366,2624,19835
230,237,223,432,426,406,652,657,650,2641,5901,18325,234,359,439,406,2106,7101,339,1953,13515,399,2083,17222
248,258,252,416,414,450,624,705,646,2761,5249,16857,224,358,536,498,2120,7411,377,1665,12505,401,1682,14919
308,285,298,438,468,553,731,707,751,2736,4728,15317,219,428,667,446,1987,7891,374,1442,11268,437,1402,13161
301,304,302,481,544,540,779,773,797,2880,4369,14330,238,455,807,433,1935,8513,405,1222,10615,475,1179,11118
368,356,389,612,632,596,860,856,950,3083,3932,12914,300,620,945,460,1894,8638,413,1085,9617,557,904,9396
446,434,434,694,698,682,960,1002,947,3168,3603,11799,308,659,1169,445,1842,9094,494,992,8814,624,784,8036
521,514,564,824,820,788,1155,1111,1215,3672,3357,10906,336,801,1510,442,1592,9469,512,823,7888,747,613,6586
647,709,666,968,1032,981,1308,1377,1409,3802,3170,9772,342,946,1798,471,1560,9359,626,734,7002,960,547,5458
844,862,809,1182,1141,1177,1570,1678,1590,4296,2931,8927,456,1046,2090,507,1443,9323,708,663,6133,1149,504,4651
1040,1030,1042,1510,1496,1512,1902,1872,1983,4568,2807,7927,522,1172,2599,518,1279,9210,828,559,5683,1447,458,3784
1292,1307,1322,1793,1809,1764,2116,2215,2366,5078,2746,7272,627,1423,2971,573,1124,8940,954,468,4761,1661,383,3087
1609,1635,1617,2107,2230,2163,2656,2666,2764,5806,2724,6585,712,1508,3532,657,1072,8564,1183,477,4130,2112,389,2552
2121,2060,1991,2599,2637,2703,3042,3229,3320,6276,2762,5912,855,1847,4049,742,948,8017,1404,424,3586,2512,403,2044
2440,2604,2632,3137,3218,3389,3737,3830,3947,7121,2661,5318,1111,2043,4704,897,814,7457,1688,400,2964,3104,391,1767
3239,3213,3172,3882,4025,3930,4427,4639,4695,7841,2902,4809,1366,2316,5501,1092,802,6758,2066,363,2551,3883,451,1392
3904,3918,4029,4730,4742,4833,5224,5305,5489,8628,2989,4330,1784,2641,6131,1367,668,6140,2608,410,2101,4629,482,1112
4710,4874,4954,5681,5731,5802,6275,6371,6584,9733,3163,4042,2300,2909,6915,1770,624,5512,3108,457,1789,5591,498,948
5964,6028,5979,6798,6740,6929,7375,7516,7723,10594,3320,3622,2795,3263,7693,2325,674,4737,3911,439,1519,6749,626,778
7166,7206,7139,8081,8057,8137,8818,8943,9080,11655,3706,3451,3770,3706,8371,3080,627,4101,4934,547,1313,7996,723,640
8709,8438,8716,9496,9714,9681,10349,10153,10352,13089,3866,3360,4764,4148,9046,3979,703,3436,6007,620,1126,9550,948,585
