1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
48040,45074,38225,46418,42865,35018,44403,40493,32352,33053,22884,8239,58102,43636,19138,56105,38828,10458,54102,33984,7432,42977,21071,2942
47406,45885,39869,45895,43575,35904,44408,41951,33563,32934,24562,8992,56836,47853,22002,54761,42902,12930,53051,38362,9212,42428,24100,3465
45770,46078,40205,44020,44221,36896,43067,42476,34526,32327,26097,10293,53768,51734,25985,52705,46999,16136,51027,42112,11340,41252,26713,4299
44172,45323,39849,42382,43987,37203,41089,42294,35108,31472,27545,11411,50405,53933,29632,49170,50587,19600,47746,45827,14122,39983,29713,5268
41273,43765,39446,40094,42660,37834,38670,41650,35608,30219,28931,12375,45928,54840,33189,45377,52283,23331,44262,49046,17195,37913,32196,6404
38188,42167,38260,36643,41011,37156,36020,40941,35437,29161,29686,14020,41142,55363,36665,40946,53467,27186,40045,50432,20202,35583,34098,7770
34453,39718,37581,33657,39123,36242,32819,38838,34905,27475,30372,14901,36245,54787,39800,36179,54243,31235,35465,52007,23446,32973,37171,9228
31049,36595,35549,30412,36597,34967,30126,36493,34380,26404,31069,16519,31150,52013,42266,31103,53180,34869,30931,51666,27015,30412,38771,10870
27636,33624,33565,27292,33738,33626,26946,33809,33358,24601,31690,17714,26057,49150,44124,26559,51490,38520,26770,50329,30558,27386,40371,12833
23939,30354,31028,23994,30710,31626,24165,31491,31403,22889,31585,19355,21685,45297,45463,21816,48611,41253,22526,48533,34142,24612,41189,14895
20400,26474,28106,20978,27453,29224,20993,28344,29779,21221,31298,20880,17511,40879,45087,18020,44807,43648,18677,45551,36867,21818,42203,17078
17559,23011,25815,17843,24348,27095,17980,25479,27742,19482,30778,22138,13877,35422,44284,14468,40474,45040,15253,42057,39297,19245,41904,19434
14774,20021,22777,15202,21380,24481,15483,22476,25383,17718,30459,23030,10893,31051,42852,11494,35609,45635,12271,38486,40681,16322,41496,22349
12091,16858,19964,12781,18244,21827,13460,19847,23395,16199,29541,24539,8256,26188,40265,8987,31062,44944,9741,34530,41696,14191,40657,24684
10148,14362,17547,10982,15538,19320,11313,17039,20984,14557,28661,25760,6356,21365,36811,6709,26357,43349,7548,30527,41726,12154,39054,27030
8272,11631,14951,9040,13155,16742,9344,14429,18602,13068,27328,25978,4726,17449,33210,5192,22230,41275,6000,26308,41533,10269,37833,29506
6797,9440,12670,7416,10870,14590,8062,11997,16203,11719,26428,26926,3532,13794,29284,3853,18194,38275,4603,22210,40288,8733,35728,31888
5625,7762,10502,6192,9161,12191,6588,10236,14018,10685,24637,27291,2732,10761,25526,2937,14769,35149,3528,18997,38512,7379,32878,33823
4462,6397,8460,5043,7255,10353,5456,8454,12060,9558,23526,27461,1984,8433,21613,2182,11620,31129,2726,15580,35934,6019,30635,35738
3547,5015,7044,4147,5932,8560,4542,7045,10230,8484,21828,27701,1491,6182,17678,1650,9181,27275,2124,12691,33247,5060,28103,37393
2864,3843,5526,3394,4895,6895,3732,5701,8645,7614,20317,27738,1122,4652,14656,1220,7219,23611,1696,10482,30182,4212,25214,38825
2336,2942,4411,2886,3719,5875,3093,4629,7000,6707,19060,27701,899,3468,11436,943,5443,20041,1395,8607,26947,3374,22618,39345
1846,2455,3576,2224,3064,4548,2700,3744,5857,6160,17535,27152,715,2531,9304,809,4232,16746,1086,7258,23894,2764,20102,39786
1543,1834,2744,1861,2540,3646,2254,2967,4908,5537,16324,26365,581,1960,7122,676,3389,13669,893,5908,20959,2310,18154,39538
1305,1423,2127,1590,1964,2954,1884,2475,3883,4934,14860,25856,523,1330,5443,586,2522,11116,809,5023,18462,1935,15525,39082
991,1073,1668,1321,1548,2459,1567,1973,3323,4560,13945,25566,437,972,4127,541,2186,9023,684,4346,15983,1550,13512,37837
815,898,1316,1099,1164,1893,1446,1678,2642,4108,12670,24623,388,797,2926,504,1767,7058,629,3688,13869,1267,11816,37199
661,648,1006,907,1049,1527,1236,1323,2120,3720,11789,23532,358,617,2230,480,1589,5749,532,3404,12243,1080,10290,35092
609,555,799,802,806,1178,1055,1150,1796,3402,10741,22775,354,470,1617,495,1503,4735,536,3131,10883,875,8655,34096
440,432,614,686,721,970,914,1055,1369,3299,9979,21981,350,445,1263,484,1462,4067,506,2769,9991,727,7319,31843
380,379,509,579,566,782,879,875,1242,2957,9208,21089,361,396,1007,488,1472,3655,513,2702,9215,577,6241,29974
326,320,443,545,489,692,764,776,1021,2891,8377,20142,361,422,851,471,1577,3439,452,2603,8604,524,5178,27623
294,275,337,493,467,599,703,710,890,2858,7745,19320,356,442,795,518,1666,3196,507,2517,8430,462,4425,24975
265,283,297,443,435,567,703,683,894,2686,7029,18324,320,489,775,548,1736,3423,438,2475,8402,438,3734,23049
237,236,294,441,434,587,613,643,871,2601,6512,17513,339,597,863,515,1844,3635,463,2333,8307,393,3021,20735
210,284,291,410,471,585,654,712,937,2629,5897,16683,356,667,1051,537,2005,4283,480,2320,8483,421,2533,18642
238,259,322,398,541,567,624,765,914,2612,5582,15711,301,744,1177,540,2081,4685,450,2294,8570,391,2137,16656
245,306,360,430,534,638,621,821,926,2620,5059,14615,300,827,1407,548,2098,5239,442,2212,8892,366,1765,14677
276,332,409,466,587,667,651,860,1115,2621,4686,14084,338,977,1800,537,2244,6047,465,1981,9139,426,1413,12551
292,390,476,483,697,780,729,988,1298,2729,4280,13300,335,1152,2167,499,2198,6685,458,1900,9347,439,1181,11086
313,474,613,498,735,990,802,1161,1437,2820,3986,12529,335,1239,2686,506,2187,7377,503,1854,9504,561,986,9497
425,580,682,605,920,1125,827,1311,1828,3028,3764,11718,348,1379,3159,528,2125,8172,523,1703,9471,607,824,8275
489,684,876,679,1020,1352,891,1404,1997,3317,3579,11037,341,1428,3773,500,2130,8721,508,1541,9456,731,643,7046
539,817,1087,769,1228,1636,1045,1617,2361,3410,3334,10197,369,1621,4492,507,1986,9406,530,1357,9450,853,604,5885
666,920,1304,887,1366,2064,1175,1762,2843,3807,3208,9269,390,1764,5192,470,1853,9799,551,1240,9036,1074,561,4872
772,1177,1609,1097,1632,2392,1397,2080,3085,4178,2994,8672,411,1790,5913,485,1727,10093,643,1142,8867,1213,454,4139
949,1389,2019,1353,1923,2811,1643,2403,3690,4515,2976,8216,417,1798,6516,568,1705,10164,695,995,8213,1581,412,3387
1160,1693,2478,1585,2185,3429,1978,2635,4312,5023,2876,7475,545,1917,7177,565,1508,10077,744,884,7844,1895,389,2866
1471,1901,2946,1887,2504,3913,2287,3041,4916,5515,2899,6915,598,1882,7739,671,1325,9929,916,807,7170,2282,393,2373
1810,2425,3561,2331,3072,4581,2633,3522,5574,6138,2745,6439,717,1889,8377,781,1202,9352,1158,701,6392,2728,391,1985
2342,2837,4175,2838,3464,5221,3228,3875,6346,6772,2857,5859,876,1929,8716,942,1050,8903,1387,683,5934,3397,420,1643
2943,3417,4979,3298,3969,5997,3745,4301,6991,7527,3060,5381,1113,2002,9156,1277,1005,8083,1677,633,5126,4193,413,1370
3535,3969,6059,4168,4628,6941,4695,4987,7660,8558,3153,5019,1492,1976,9308,1668,902,7448,2084,568,4523,5013,522,1110
4385,4598,7033,5053,5354,7896,5394,5636,8820,9431,3357,4557,2053,2069,9423,2136,879,6688,2746,598,3739,6074,599,936
5510,5580,7906,6110,6042,8925,6710,6340,9607,10569,3531,4185,2707,2037,9225,2898,862,5984,3625,669,3239,7310,668,797
6740,6738,8989,7486,7062,10038,7823,7197,10697,11712,3851,4047,3468,2282,9045,3826,935,5105,4658,754,2712,8730,831,614
