1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
43334,43328,42900,40720,40662,40611,38980,38953,38542,30129,19966,6428,50110,46655,38291,55353,33756,6959,45780,22534,2951,41128,19946,2625
42758,42637,42518,40433,40208,40381,38419,38548,38229,29814,21378,7318,49453,47753,39406,53742,38375,8977,45305,25743,3739,40477,22228,3095
41789,41406,41564,39332,39389,39464,37536,37431,37677,29511,22425,7998,47872,47620,40374,51579,42633,10948,43670,28960,4697,39832,24767,3940
39732,39831,40015,37821,38162,37987,36311,36623,36312,28928,23821,8748,44905,47676,40810,48903,46294,13654,42047,31801,5832,38395,27169,4607
38109,38511,38139,36605,36385,36392,34762,35007,35107,28361,25166,9864,42556,45591,40015,44780,49025,16792,39408,35226,7196,36651,29745,5510
35955,35835,35935,34851,34420,34627,33179,33047,33248,27210,26195,10946,38652,43875,39984,40778,50861,19721,36892,37589,8606,34703,32765,6826
33673,33183,32970,32217,32364,32297,31333,31251,30956,26242,27163,12003,34691,41450,38420,35734,52264,23096,34097,39680,10296,32568,34716,7975
30615,30677,30437,29474,29762,30123,29318,29188,29316,25017,28219,13134,30985,38199,37021,30980,52451,26565,30574,41869,12225,30027,36554,9601
28026,27855,27640,27436,27320,27585,26853,27056,26694,23836,29277,14502,27234,34577,34809,26636,51439,30331,27196,43082,14364,27401,38407,11195
25018,24947,24845,24818,24924,24551,24478,24648,24718,22513,29472,15553,23449,30915,32231,22110,49673,33504,24345,43751,16770,25029,39431,13113
22010,21918,22078,22247,22283,22462,22296,22201,22456,21423,29701,16950,19810,27605,29705,18346,46638,36698,21140,44079,19216,22224,40618,15282
19114,19454,19466,19867,19644,20115,19704,20205,20175,20006,30038,18231,16825,23903,26779,14870,43655,38940,18168,43588,21839,19671,41117,17350
16961,16631,16979,17574,17626,17520,17809,18012,18101,18353,30166,19917,13934,20138,23849,11953,39175,41087,15397,42422,24456,17352,41249,19718
14467,14502,14709,15316,15271,15427,15803,15892,15960,17048,29969,21212,11651,16825,20929,9221,35425,42368,13361,41065,27019,14944,40465,22068
12258,12356,12431,13336,13139,13232,13969,13737,13774,15627,29229,22498,9388,14135,17930,7193,30796,42648,11055,39335,29368,13058,39846,25054
10413,10430,10638,11333,11173,11483,11971,12298,12179,14558,28457,23849,7526,11570,15645,5531,26657,41492,9244,36424,31834,11198,38684,27750
8674,8702,8733,9646,9681,9567,10407,10399,10592,13064,27980,25040,6148,9078,12728,4331,22574,40578,7514,34236,33629,9426,36662,29916
7131,7193,7342,8000,8214,8133,9098,8869,8770,11969,27372,26322,4807,7550,10676,3328,18909,39058,6377,31499,35460,8086,35174,32433
6037,6077,5834,6862,6795,6784,7621,7836,7661,10775,25989,27466,3837,5766,8807,2539,15446,36461,5146,28469,37562,6660,32270,34842
4969,4913,4896,5761,5680,5688,6530,6457,6575,9759,25212,28498,3014,4538,7217,1936,12928,33590,4283,25980,38906,5709,29928,36607
4035,3954,3929,4755,4872,4619,5379,5481,5613,8802,23867,28834,2559,3484,5674,1466,10364,30704,3434,22773,38822,4576,27495,38609
3221,3301,3131,4050,3987,3896,4690,4725,4697,7835,22332,29674,1943,2777,4461,1253,8694,27670,2782,20460,39207,3776,25300,39963
2533,2559,2569,3318,3287,3160,3865,3949,3969,7270,20870,29888,1610,2108,3350,920,7014,25142,2371,17970,38747,3173,22239,40744
2102,2063,2007,2694,2677,2539,3190,3264,3256,6420,19951,30116,1253,1612,2730,815,5837,21423,1905,15553,38570,2585,19646,41370
1682,1614,1603,2198,2156,2229,2689,2798,2675,5654,18323,30153,984,1303,2133,685,4749,18987,1468,13815,37590,2096,17185,41023
1380,1319,1245,1732,1730,1777,2127,2308,2224,5262,16995,29867,871,938,1557,609,4221,16815,1209,11592,36037,1758,15225,40878
1039,1060,992,1449,1456,1444,1935,1883,1897,4884,15632,29643,666,695,1219,569,3492,14877,1039,10029,34630,1451,13094,39466
827,839,842,1182,1181,1236,1557,1595,1556,4209,14534,28869,545,591,954,531,3162,12845,865,8640,32848,1155,11218,38306
715,645,713,1007,988,1019,1380,1335,1382,3944,13073,28010,436,446,712,448,2881,11555,744,7636,30811,939,9642,36885
532,535,580,830,848,833,1126,1106,1248,3575,11838,26816,396,444,572,435,2739,10339,633,6320,29188,760,8173,34680
430,428,448,650,689,692,967,985,963,3436,10969,26242,370,337,440,437,2529,9627,544,5415,27281,625,6711,32473
396,383,396,586,591,608,910,918,850,3197,9939,24861,275,288,389,375,2516,9106,465,4503,25016,542,5680,29841
291,304,312,523,552,468,768,789,727,2956,8931,23665,278,238,358,392,2393,8600,416,3903,22866,512,4723,27640
292,286,241,481,505,498,731,709,679,2705,8083,22706,243,243,310,414,2268,8464,358,3308,20707,457,3826,24653
257,274,274,434,441,447,672,642,645,2759,7024,21211,225,218,269,384,2274,8417,379,2705,19006,404,3233,22293
235,246,235,438,437,400,647,660,654,2759,6482,19606,233,246,284,390,2055,8559,354,2339,16975,364,2623,19833
225,241,221,447,432,409,674,665,648,2652,5920,18672,221,239,300,423,2102,8851,337,1926,15515,400,2081,17231
250,247,241,415,414,431,645,716,630,2829,5315,16916,201,280,327,412,1944,8971,382,1640,13775,399,1681,14932
314,283,302,446,476,557,736,718,717,2748,4823,15619,249,315,407,372,1915,9137,407,1317,12175,440,1405,13158
298,309,297,477,529,544,816,770,796,2914,4359,14246,280,390,535,395,1688,9001,458,1132,10876,476,1175,11117
367,350,384,616,615,578,864,853,880,3142,3909,12981,280,427,565,446,1680,9375,499,974,9418,557,907,9393
449,439,437,707,705,675,978,969,968,3303,3666,11959,326,488,783,413,1496,9234,509,816,8178,623,783,8034
530,513,562,856,833,778,1173,1136,1156,3616,3330,10884,411,589,955,402,1392,9226,611,736,7183,748,610,6595
649,711,655,968,1018,978,1353,1378,1402,3877,3165,9823,457,793,1047,501,1292,9044,761,618,6264,961,547,5448
853,859,798,1176,1160,1140,1603,1680,1538,4327,2976,8831,553,858,1459,505,1156,8684,902,523,5172,1151,503,4659
1054,1031,1052,1574,1507,1496,1983,1833,1921,4691,2808,7978,628,1099,1657,548,1031,8373,1058,488,4435,1449,457,3783
1307,1314,1295,1796,1806,1758,2247,2256,2304,5252,2787,7178,816,1292,1992,634,915,7760,1252,419,3695,1663,387,3083
1633,1641,1586,2166,2215,2142,2722,2748,2719,5797,2732,6582,1037,1470,2442,660,804,7329,1598,402,3160,2107,387,2547
2114,2065,2017,2625,2689,2666,3099,3278,3208,6382,2714,5851,1266,1825,2921,812,713,6768,1841,346,2512,2517,403,2052
2490,2609,2587,3212,3271,3327,3853,3921,3929,7236,2699,5298,1572,2209,3516,1000,653,6201,2308,366,2201,3108,392,1761
3257,3252,3186,3967,4039,3905,4605,4735,4592,7926,2919,4710,1926,2532,4078,1223,600,5492,2786,382,1760,3882,451,1396
3928,3965,4000,4796,4759,4800,5458,5347,5470,8729,2972,4370,2506,3052,4809,1536,543,4825,3383,416,1485,4638,481,1110
4782,4837,4943,5800,5791,5813,6406,6597,6524,9891,3254,3976,3035,3524,5744,1875,525,4301,4157,491,1288,5577,500,943
5988,6066,6002,6882,6904,6878,7620,7719,7780,10764,3418,3560,3901,4180,6729,2616,532,3596,5047,530,1071,6760,625,783
7285,7250,7094,8236,8147,8203,9005,9172,8993,11921,3659,3443,4939,5021,7750,3224,536,3087,6311,604,858,8006,725,635
8714,8561,8736,9566,9887,9640,10595,10388,10428,13086,3882,3284,6087,5832,8788,4284,673,2501,7633,713,741,9548,950,588
10434,10372,10440,11367,11386,11250,12125,12123,12021,14475,4441,2981,7551,6924,9965,5423,768,2197,9008,906,637,11347,1147,483
12309,12201,12363,13077,13214,13135,13848,13687,13723,15645,4773,2861,9177,8193,11197,7146,961,1857,10934,1156,535,13157,1388,409
14508,14456,14494,15111,15427,15436,15896,15744,15833,17260,5205,2829,11525,9648,12805,9396,1212,1490,13089,1339,503,15012,1671,421
16778,16859,16789,17500,17593,17346,17625,17988,17749,18358,5881,2860,13759,11298,14019,11830,1584,1283,15541,1721,478,17247,2124,388
19174,19359,19424,19904,20022,19892,20252,19998,20250,19766,6612,2764,16832,13286,15903,14799,2164,1130,18095,2170,426,19804,2576,348
22086,22053,22289,22470,22435,22404,22225,22253,22329,21357,7149,2749,19947,15363,17300,18369,2977,938,21117,2753,416,22254,3125,407
24852,24937,24825,24579,24651,25024,24646,24409,24755,22411,7863,2957,23642,17857,19078,22071,3762,979,24532,3432,452,24877,3836,430
27473,27932,27894,27538,27086,27172,27265,26959,26839,24025,8717,2945,27130,20869,21151,26314,5149,955,27573,4324,506,27344,4687,488
30486,30742,30689,30079,29823,29834,29356,28625,28884,25018,9898,3118,31242,23745,23001,31128,6493,1055,30645,5366,569,29848,5588,532
33424,33377,33338,32421,32022,32191,31238,31353,31295,26376,11023,3285,34980,27314,25009,36079,8645,1199,33372,6693,613,32558,6677,619
35916,35860,35994,34499,34832,34591,33386,33105,33532,27186,11945,3623,39100,30459,27039,40617,11119,1488,36895,8125,817,35096,8009,765
38289,38194,38061,36606,36413,36526,35200,34727,35070,28325,13358,3968,42167,33394,29066,44398,13766,1921,39786,9988,946,36839,9373,930
39715,39993,40116,37859,38007,38186,36461,36513,36193,29150,14341,4239,45156,36971,31114,48449,17266,2456,42115,12081,1219,38750,11236,1190
41518,41430,41567,39522,39390,38947,37546,37499,37968,29672,15876,4797,47816,39805,33370,52169,20928,3113,44012,14286,1505,39485,13165,1395
42574,42391,42678,40329,40206,40268,38655,38613,37986,29993,17154,5354,49337,42388,35061,54401,25031,4240,45166,16976,1960,40799,15017,1686
42967,43105,43058,40435,40797,40786,38831,38720,38893,30090,18419,5871,50214,44684,37080,55164,29823,5346,45915,19552,2390,40861,17177,2097
