1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
43325,43339,42885,40719,40692,40605,38964,38961,38550,30073,19947,6440,48744,46192,39647,54861,32955,6473,44569,21766,2814,41128,19947,2625
42747,42631,42511,40441,40187,40391,38424,38492,38228,29814,21376,7309,47973,46853,40312,53529,37536,8347,44046,24876,3588,40478,22228,3095
41789,41400,41587,39301,39360,39482,37460,37473,37670,29462,22402,7982,46863,46656,41217,51348,41729,10367,42654,27632,4432,39832,24768,3940
39739,39833,40006,37809,38168,37954,36311,36560,36322,28984,23814,8760,43711,45711,40587,48646,45439,12745,41309,30752,5404,38394,27166,4607
38096,38512,38129,36616,36375,36406,34743,34972,35109,28330,25160,9859,41716,44194,40305,44641,48212,15735,38705,33718,6614,36651,29747,5511
35956,35840,35940,34839,34413,34609,33183,33003,33208,27200,26173,10934,38125,41961,38845,40518,50196,18807,36391,36050,8153,34702,32765,6825
33682,33173,32965,32218,32354,32280,31317,31227,30980,26218,27127,11971,34215,39761,37665,35628,51696,21732,33448,38510,9550,32569,34716,7975
30603,30676,30449,29479,29735,30130,29282,29158,29254,24994,28198,13146,31277,36359,35546,31192,51988,25299,30556,40551,11466,30027,36554,9600
28030,27859,27637,27421,27329,27583,26869,27053,26661,23843,29273,14494,27272,32955,33143,26564,51378,28962,27253,41611,13441,27400,38407,11196
25023,24938,24834,24833,24924,24540,24472,24591,24694,22535,29486,15521,23891,29773,30559,22129,49709,32087,24500,42704,15585,25029,39430,13113
22016,21916,22079,22223,22271,22448,22323,22198,22456,21393,29673,16957,20202,26097,27881,18458,46939,35321,21570,43197,18083,22225,40619,15282
19106,19457,19463,19871,19634,20119,19689,20188,20147,20008,29994,18201,17370,22746,24931,14873,43787,37825,18684,43135,20345,19670,41116,17350
16960,16630,16976,17602,17630,17490,17838,17997,18086,18369,30201,19900,14668,19339,22217,12242,39920,40067,15782,42141,23156,17352,41249,19718
14468,14492,14710,15302,15256,15445,15807,15919,15966,17049,29934,21192,11999,16341,19082,9356,35769,41256,13729,41284,25764,14945,40466,22068
12261,12361,12427,13346,13141,13228,13996,13721,13737,15631,29289,22518,9983,13544,16693,7327,31762,42233,11673,39446,28151,13058,39846,25053
10416,10431,10641,11335,11187,11487,11958,12282,12167,14574,28411,23816,8179,11187,14272,5649,27562,41323,9809,37280,30478,11198,38684,27752
8675,8702,8730,9646,9675,9553,10417,10409,10562,13076,28001,25025,6632,8979,11634,4460,23438,40519,8070,34614,32762,9426,36662,29915
7130,7193,7341,8015,8213,8131,9117,8848,8785,11965,27379,26325,5327,7364,9632,3406,19685,39373,6717,32558,34568,8085,35174,32432
6040,6079,5831,6862,6793,6780,7612,7844,7644,10783,25993,27456,4096,5834,8244,2597,16539,37185,5673,29852,36700,6660,32270,34843
4965,4910,4899,5756,5675,5679,6546,6468,6560,9762,25225,28496,3431,4572,6452,2041,13344,34588,4475,27026,38342,5710,29928,36605
4038,3957,3924,4766,4881,4627,5382,5489,5625,8812,23841,28821,2743,3473,5212,1547,11357,31557,3724,24019,39242,4576,27495,38610
3222,3301,3134,4038,3992,3892,4714,4719,4681,7850,22392,29703,2216,2782,4055,1247,9090,29023,3037,21531,39473,3776,25299,39964
2534,2558,2568,3326,3285,3156,3860,3959,3970,7277,20858,29901,1770,2200,3175,1022,7667,26180,2562,19248,39635,3173,22238,40743
2100,2064,2006,2699,2674,2545,3213,3252,3248,6419,19950,30113,1429,1654,2446,859,6315,23162,2061,16636,39130,2585,19647,41371
1683,1611,1604,2199,2160,2221,2686,2800,2682,5655,18359,30123,1101,1376,2060,720,5329,20649,1635,14821,38649,2096,17186,41023
1382,1322,1247,1735,1730,1779,2133,2316,2205,5265,17005,29907,920,1015,1451,630,4461,17843,1299,12608,37546,1758,15225,40878
