1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
43733,43622,42762,41312,40942,40389,39978,39554,38342,30604,20470,6644,55511,47087,30751,55967,36240,8666,50809,27098,4135,41096,19913,2610
43035,42738,42433,40796,40669,40206,39389,38957,37968,30374,21569,7274,53993,49243,33349,54514,41083,10974,49852,30867,5304,40580,22247,3109
42118,41810,41650,39696,39816,39502,38374,38564,37379,30086,23259,8311,51763,51452,35855,52103,45093,13502,47925,34725,6692,39848,24813,3945
39966,40096,40070,38344,38949,38055,36917,37410,36527,29434,24120,8965,48484,51716,37834,49144,48802,16599,45685,37962,8285,38409,27176,4616
38181,38794,38301,37080,36752,36664,35680,36007,35290,28660,25646,10162,44530,51953,39557,45404,51332,19846,42120,41405,10191,36667,29758,5514
36223,36145,36024,35008,35279,34872,33748,33995,33984,27549,26638,11257,40398,50863,40876,40866,52382,23405,38937,44112,12121,34674,32826,6822
33661,33535,33295,32350,32605,32779,31456,32279,31581,26596,27598,12308,35838,48223,41635,36085,53360,27353,35046,45957,14584,32587,34690,7997
30657,30941,30690,29708,30387,30504,29382,30120,29933,25157,28902,13485,31060,45032,41252,31006,53185,31114,30819,47756,17096,30015,36630,9613
28137,28068,27822,27378,27867,27930,26950,27619,27612,24000,29831,14847,26450,41506,40387,26496,51543,34721,27088,47697,20238,27431,38418,11223
24803,25203,25252,24742,25300,25177,24493,25624,25282,22775,29767,16027,22240,37484,39474,21962,49126,37681,23246,47685,23097,25036,39486,13106
21917,22064,22264,22062,22657,23053,21971,22866,23239,21114,29997,17142,18356,33407,37785,18102,46290,40719,19601,46494,26198,22217,40669,15317
19145,19632,19771,19742,19969,20445,19691,20689,21159,20025,30502,18919,15054,28817,34742,14643,41845,42609,16585,44474,28634,19647,41061,17387
16772,16804,17160,17317,17853,18098,17372,18435,18821,18233,30236,20239,12055,24625,32409,11655,37632,43911,13635,42301,31261,17350,41304,19716
14299,14504,14941,15187,15345,15733,15327,16307,16799,16981,29821,21699,9543,20760,29026,8945,32889,44085,11074,39544,33582,14942,40474,22115
12136,12471,12613,13032,13274,13746,13693,13919,14401,15545,29507,22853,7360,16551,25593,6818,28580,43281,9100,36488,35691,13023,39874,25064
10264,10469,10763,11024,11263,11638,11598,12519,12735,14201,28612,24216,5764,13516,21983,5284,23839,41731,7281,32737,37090,11195,38646,27731
8578,8659,8928,9500,9726,9931,10003,10481,10960,13069,27684,25459,4452,10673,18913,4081,20127,40082,5797,29428,38693,9422,36672,29954
7057,7243,7430,7772,8254,8306,8618,8918,9378,11596,27237,26325,3535,8309,16000,3073,16536,37201,4771,26277,39369,8072,35119,32500
5925,6027,5934,6678,6764,7043,7305,7766,7988,10499,25801,27738,2733,6325,13081,2296,13401,34147,3682,22959,38831,6671,32249,34811
4873,4867,4925,5595,5682,5740,6140,6386,6809,9540,24769,28493,2041,4960,10729,1805,10583,30701,3039,20003,38054,5686,29935,36598
3979,3999,3959,4586,4774,4758,5243,5415,5863,8547,23408,28895,1629,3694,8638,1327,8554,26913,2457,17125,37277,4575,27466,38652
3148,3211,3180,3961,3939,4008,4394,4626,4857,7785,21932,29704,1264,2765,6670,1059,6822,23799,1875,14849,36221,3771,25289,39940
2474,2557,2584,3168,3277,3170,3590,3907,4129,7101,20642,29543,1084,2065,5183,875,5345,20457,1593,12669,34415,3160,22203,40742
2097,2058,2042,2613,2628,2621,3040,3230,3327,6143,19462,29761,794,1537,3980,718,4386,17310,1227,10944,32313,2585,19603,41319
1619,1574,1637,2156,2111,2182,2501,2655,2759,5590,17778,30084,678,1203,3060,606,3531,14682,1063,9211,30039,2088,17165,41091
1352,1280,1215,1694,1674,1829,2070,2210,2276,5193,16517,29434,586,858,2219,548,3070,12532,901,8220,28192,1744,15214,40812
1028,1064,1023,1344,1431,1469,1818,1845,1909,4571,15414,28943,517,650,1647,512,2590,10373,755,6973,26591,1463,13062,39461
808,827,830,1148,1181,1251,1471,1504,1612,4173,14010,28650,395,502,1319,518,2282,8893,675,5927,24690,1158,11213,38268
700,641,730,990,938,1032,1354,1239,1440,3812,12805,27159,357,427,923,470,2146,7696,583,5211,22459,931,9652,36833
530,512,571,806,805,817,1056,1111,1131,3562,11592,26353,363,301,674,442,2012,6740,532,4756,21015,753,8133,34687
430,428,429,635,668,684,965,952,1000,3244,10602,25647,291,324,614,488,2082,6272,453,4087,19265,626,6727,32420
385,387,407,573,598,581,853,871,841,3139,9710,24601,272,262,470,420,1997,5799,404,3552,17817,546,5644,29848
303,293,311,529,536,502,740,775,733,2920,8911,23105,236,262,453,460,2106,5713,386,3147,16924,513,4718,27617
282,282,241,487,495,502,721,694,686,2757,7797,22141,275,256,403,441,2037,5817,349,2700,15547,456,3826,24621
250,270,280,411,415,421,624,613,668,2634,6860,20738,253,258,404,466,2117,6056,368,2483,14863,403,3236,22265
234,248,226,436,453,423,688,662,634,2725,6433,19489,234,335,430,459,2180,6310,349,2302,13517,363,2637,19824
226,237,220,437,421,418,624,645,662,2650,5829,18086,251,365,498,436,2075,6697,374,1940,12647,402,2066,17239
239,258,255,423,412,449,642,724,654,2738,5180,16812,205,408,608,481,2182,7213,366,1742,12139,402,1681,14901
310,278,300,429,473,555,699,687,748,2740,4737,15220,254,437,752,453,2001,7543,375,1490,11219,435,1408,13146
306,299,305,468,551,539,776,778,820,2787,4327,14137,247,539,917,470,1989,8141,392,1261,10456,474,1178,11140
360,361,386,616,630,610,853,849,938,3144,3917,12890,263,649,1051,450,1908,8572,413,1162,9682,556,904,9410
437,440,436,689,699,687,952,1004,968,3087,3610,11827,326,735,1362,480,1872,8985,472,1008,8932,621,787,8001
512,518,571,785,822,795,1154,1148,1265,3664,3366,10947,317,869,1700,448,1728,9616,521,922,8084,748,610,6601
653,705,678,972,1031,998,1261,1361,1419,3796,3141,9773,354,957,1998,444,1586,9405,588,751,7306,960,546,5455
