1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
44680,44341,42386,42482,41820,39696,41456,40287,37115,31390,20989,6885,56963,46350,26064,55969,37494,9577,52934,29952,5257,41369,19892,2632
44040,43362,41921,42059,41836,39362,41040,40055,37688,31139,22711,7678,56097,49461,29048,54798,41953,11797,51293,33981,6661,40757,22369,3125
42745,42909,41490,41013,40997,39331,39918,39912,36905,31091,23800,8494,52880,51921,32019,52339,45899,14633,49856,37993,8284,40004,25088,3931
40926,41165,40457,39659,39916,38626,38333,39296,36258,30006,25188,9796,49453,52691,34978,49157,49836,17879,46602,41334,10146,38664,27342,4668
38886,39885,38839,37652,38343,36840,36795,37698,36056,29048,26159,10648,45156,53770,37678,45389,51644,21486,43514,44561,12515,36841,30100,5622
36819,37171,36427,35454,36603,35661,34636,36046,34546,28285,27723,11727,40887,53439,39554,40955,53012,24962,39533,47391,15024,34795,32911,6886
34023,34840,34290,32720,34434,33816,31804,33855,33072,26821,28555,12966,35940,51710,41831,36154,53926,29170,35328,49020,17778,32603,34871,8135
30740,32095,31569,30179,31827,31422,29503,31869,31098,25792,29944,14140,31236,48262,42504,31098,53009,32901,30970,49973,21018,30031,36936,9737
27916,29027,29017,27244,29013,29338,27212,29509,29223,24280,30187,15483,26429,44748,43051,26575,51742,36544,26736,49495,24152,27413,38636,11280
24525,25964,26078,24507,26374,26653,24297,26869,26792,22620,30524,16832,21701,41165,42489,21792,48856,39303,22894,48554,27413,24996,39763,13235
21653,22766,23391,21781,23776,24225,21649,24311,24854,21306,30726,18384,17819,36428,40876,18142,45799,42170,19002,46575,30336,22238,40798,15462
18905,20094,20542,19464,20836,21772,19265,21701,22721,19555,30916,19570,14456,31543,39256,14505,41154,43746,15880,43907,32909,19585,41215,17658
16308,17418,18204,16882,18426,19540,16761,19522,20456,18303,30237,20973,11335,27452,36971,11441,36699,44807,13070,41313,35369,17288,41383,19822
13742,14874,15643,14361,15793,16807,14695,16989,18175,16791,30004,22410,8919,22769,33882,9029,31917,44376,10288,37882,37502,14890,40481,22430
11695,12594,13465,12341,13619,14662,12744,14713,16195,15301,29192,23649,6739,18605,30265,6756,27521,43637,8274,34002,38869,12896,39849,25229
9844,10638,11302,10632,11613,12650,11040,12690,13845,13803,28786,24899,5158,14773,26261,5234,23209,41671,6522,30168,39796,11019,38611,27746
8113,8604,9539,8684,9837,10787,9349,10725,12079,12596,27802,25670,3978,11868,23020,4013,19148,39430,5208,26543,40046,9412,36667,30274
6804,7304,7823,7432,8321,8962,7938,8979,10198,11299,26443,27282,3053,9190,19305,2991,15703,36200,4139,22999,39333,7903,34926,32729
5531,6046,6224,6212,6709,7599,6575,7780,9018,10174,25224,27545,2330,7098,16385,2202,12476,32875,3133,19922,38656,6622,31981,34871
4534,4798,5231,5183,5683,6175,5708,6450,7375,9030,24115,28557,1780,5336,13272,1739,9968,29050,2571,16803,37168,5592,29953,36640
3732,3878,4121,4340,4565,5110,4756,5355,6297,8422,22612,28898,1381,4016,10677,1261,7965,25578,2013,14092,35040,4506,27164,38742
2933,3170,3288,3562,3903,4152,3961,4589,5365,7364,21295,29085,1068,2971,8528,1034,6144,22107,1606,11899,32877,3711,25121,40040
2340,2471,2747,2906,3229,3386,3200,3749,4386,6638,19813,29195,869,2178,6700,821,4718,18537,1284,10249,29976,3140,22005,40864
1956,1941,2115,2404,2475,2840,2743,3090,3563,6030,18525,29338,696,1670,4890,732,3853,15688,1093,8760,28125,2529,19318,41077
1568,1526,1667,1957,2021,2250,2303,2499,2958,5468,17121,29151,561,1216,3849,543,3143,13083,933,7467,25553,2094,17038,40937
1218,1234,1271,1530,1634,1903,1889,2123,2474,4863,15803,28545,498,866,2884,556,2584,10842,795,6240,23426,1693,15060,40496
969,966,1053,1272,1322,1527,1598,1669,1994,4331,14639,28186,429,698,2070,501,2254,8902,642,5411,21342,1448,12925,39331
