1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
44525,44303,42474,42469,41835,39812,41201,40072,37349,31254,20922,6806,56773,46429,26635,55952,37354,9481,52625,29651,5140,41307,19896,2626
43814,43294,42000,41856,41597,39533,40959,40017,37786,30999,22534,7643,56080,49540,29451,54824,41874,11730,51320,33704,6482,40711,22328,3102
42607,42595,41524,40891,40774,39268,39627,39711,36944,30927,23734,8407,52706,51945,32369,52256,45799,14518,49643,37562,8152,39984,25024,3934
40774,41064,40419,39449,39740,38674,38096,39004,36335,30024,25063,9746,49283,52679,35371,49174,49758,17749,46507,41186,9869,38579,27333,4663
38797,39653,38720,37610,38074,36701,36718,37468,35973,28960,25974,10578,45168,53488,37995,45438,51578,21299,43404,44075,12241,36822,30009,5596
36743,37008,36438,35308,36491,35491,34516,35717,34471,28161,27613,11687,40920,53278,39809,40939,53004,24841,39492,47137,14708,34777,32860,6893
33962,34667,34027,32663,34135,33805,31781,33747,32872,26862,28476,12894,35825,51391,41710,36109,53868,28943,35373,48673,17415,32605,34864,8108
30699,31906,31524,30224,31655,31171,29386,31512,30910,25595,29832,14048,31165,48017,42447,31111,53015,32798,30918,49759,20598,30035,36824,9728
27988,28824,28799,27213,28889,29242,27290,29303,29020,24312,30092,15370,26483,44278,42955,26562,51783,36367,26660,49398,23727,27395,38661,11235
24521,25867,25945,24440,26093,26486,24339,26651,26672,22607,30474,16662,21840,40821,42039,21801,48756,39123,23017,48470,26912,25006,39700,13238
21749,22652,23195,21847,23589,23918,21591,24158,24523,21304,30672,18202,17804,36104,40641,18187,45946,42168,19064,46627,29934,22250,40732,15423
