1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
50168,43643,30084,47428,40883,27211,45679,38780,25406,33655,24842,10123,58610,41861,15006,56008,39270,11036,54380,36422,9310,43800,24425,4194
48840,45002,32169,47103,42780,29531,44964,40743,27156,33132,26550,11196,56744,46544,17894,54838,43472,13836,53375,40896,11518,43145,27266,5233
47561,46358,33641,45649,44851,31211,44231,42553,29290,32899,27810,12384,54367,50130,21510,52638,47391,17042,51209,44493,14277,42113,30535,6232
44951,47166,35823,43300,45175,33139,42048,43221,30966,31863,29202,13557,50343,53874,25644,49256,50993,20586,48192,48241,17476,40472,32799,7725
41812,47015,37465,40839,44735,34433,39418,43716,32685,30565,30300,15029,46177,55243,29517,45439,52427,24444,44362,50714,20805,38077,35317,8977
38427,45933,38245,37334,44070,35723,36398,43022,33712,29219,30720,16378,41205,56124,33587,40907,53978,28290,40109,52047,23859,35447,37615,10954
35040,44005,38487,33920,42931,36802,33287,41826,34647,27802,31356,17779,36191,55880,37316,36210,54289,32408,35642,52592,27743,33106,39169,12705
30962,41877,38157,30513,40813,36793,29863,40189,35419,26230,31677,19346,31268,53743,40813,31105,53267,36080,31168,51882,31868,30082,40426,14710
26988,39014,37735,26898,38525,36857,26727,38297,35480,24745,31644,20766,26031,51360,43456,26430,51029,39529,26605,50059,35425,27398,41485,17430
23557,35677,36628,23765,35532,35874,23810,35386,34894,22682,31302,22049,21617,47385,45710,21906,48447,42364,22293,47744,38196,24016,41495,19583
19981,32407,35000,20131,32229,34816,20835,32421,34352,21026,30809,23076,17256,43186,47051,18069,44468,44397,18825,44162,40770,21493,41278,21885
16765,28166,32727,17252,29099,32925,17767,29490,32724,19174,30205,24341,13866,37880,46760,14401,39996,45561,15040,40634,42679,18601,40513,24301
14122,24582,30383,14534,25669,31102,14948,26562,30920,17546,29105,25425,10813,33439,45618,11490,35015,46043,12014,36274,42858,15934,39483,26703
11445,21074,27337,12241,22040,28364,12569,23416,29273,15855,28096,25885,8152,28445,44249,8952,30655,44770,9497,32566,43331,13815,38186,28645
9421,17893,24474,10319,18805,25934,10695,20081,26599,14062,26711,26674,6122,23351,41272,6641,25878,43339,7417,27788,42735,11681,35872,30712
7772,14768,21636,8453,16248,23197,8910,17194,24204,12853,25477,26327,4655,19086,37395,5187,21683,40879,5763,23726,41198,10119,33785,32573
6141,12005,18973,6737,13527,20486,7445,14624,21896,11359,24050,26675,3436,15096,33647,3849,17658,37682,4423,20005,38979,8367,31567,34051
4933,9881,16093,5619,11188,17856,5954,12244,19261,10212,22256,26194,2588,11915,29460,2937,14218,34282,3342,16349,36536,7216,28542,34787
3902,8021,13453,4679,9121,15363,5114,10325,16902,9110,20888,26482,1904,9361,25816,2136,11322,30162,2585,13419,32926,5937,25970,35645
3218,6166,11191,3784,7303,13065,4150,8369,14517,8346,19344,26058,1400,7055,21250,1629,8713,26255,1984,10498,29752,4897,23869,35850
2586,4955,9205,3000,5907,10779,3423,6961,12355,7453,17923,25300,1007,5148,17766,1205,6945,22568,1556,8730,26144,4035,21577,36044
2203,3799,7490,2585,4715,8944,2957,5512,10347,6771,16610,24389,800,3908,14086,941,5122,18817,1290,6883,22698,3461,19045,35096
1714,2911,5912,2140,3719,7209,2463,4498,8524,5938,15304,23829,670,2932,11225,756,3912,15557,1017,5519,19219,2785,17157,34832
1478,2199,4587,1765,2859,5944,2119,3610,7029,5292,14148,22927,518,2152,9023,643,3045,12610,813,4595,16424,2363,15278,33857
1226,1778,3612,1580,2316,4646,1788,2827,5899,4896,13130,22258,445,1518,6822,575,2297,10120,750,3647,13921,2020,13623,32554
1025,1324,2836,1355,1895,3657,1622,2259,4768,4450,11939,21073,451,1108,5219,538,1919,8096,635,3182,11484,1569,11644,31487
839,1014,2089,1159,1450,2940,1437,1986,3886,4083,11048,20024,365,929,3863,487,1583,6208,625,2716,9626,1334,10410,29800
772,803,1711,1021,1157,2311,1337,1579,3206,3845,10290,19415,399,743,2839,501,1449,4898,624,2555,8058,1203,9378,28496
653,697,1238,854,989,1858,1171,1348,2579,3742,9735,18589,387,565,2122,494,1314,3923,560,2249,6966,972,7878,26939
579,508,1032,807,817,1488,1081,1170,2093,3453,8907,17691,385,592,1584,518,1287,3400,567,2223,6287,863,7034,25286
501,473,779,713,755,1284,934,1050,1804,3177,8252,17092,378,522,1382,505,1296,2943,538,2128,5767,738,6122,23816
422,368,662,636,647,987,934,991,1543,3103,7739,16232,410,542,1112,488,1335,2746,550,2162,5312,660,5393,22617
408,360,563,600,629,901,852,890,1371,2977,7295,15809,396,650,1074,557,1459,2584,536,2142,5356,599,4629,21306
367,402,523,574,614,868,814,939,1335,2906,6802,15264,427,756,1060,558,1650,2772,536,2153,5498,508,4002,19780
350,382,482,569,629,838,817,975,1284,2795,6507,14710,371,833,1282,546,1681,2920,557,2332,5536,489,3487,18316
319,365,545,526,684,894,778,1010,1320,2745,6131,14215,390,930,1415,527,1844,3550,545,2300,6125,484,3024,16756
338,472,535,574,746,976,814,1082,1526,2887,5694,14026,379,1058,1815,589,2029,4003,537,2311,6437,484,2552,15614
369,526,671,567,863,1107,778,1200,1610,2843,5391,13209,407,1269,2143,551,2036,4562,551,2348,7148,495,2270,14383
378,630,823,564,916,1210,803,1413,1865,2931,5055,12960,397,1364,2549,561,2203,5395,580,2295,7585,566,1914,13063
365,641,944,612,1071,1549,868,1402,2154,2990,4780,12740,370,1519,3125,558,2257,6037,552,2339,8146,593,1655,11919
456,890,1219,639,1253,1862,893,1606,2574,3148,4548,12068,393,1592,3796,521,2262,6873,542,2187,8670,692,1375,10740
471,981,1439,783,1420,2219,939,1848,2896,3209,4333,11784,388,1736,4528,525,2284,7739,520,2004,9101,726,1189,9675
503,1089,1814,800,1606,2613,1041,1999,3412,3516,3957,11127,358,1751,5414,490,2229,8499,551,1992,9499,844,1034,8490
595,1299,2221,899,1828,3046,1160,2191,3926,3587,4001,10759,427,1980,6268,476,2128,9135,548,1863,9867,989,839,7548
701,1470,2636,983,2000,3454,1300,2434,4502,3865,3686,10398,414,1928,6869,487,2052,9731,585,1647,9994,1151,728,6653
812,1708,3170,1099,2202,4052,1445,2661,5091,4102,3460,9801,407,1875,7656,517,1845,10108,633,1495,9911,1371,658,5802
1035,1886,3577,1260,2492,4672,1607,2947,5801,4435,3428,9289,413,1945,8207,547,1843,10298,657,1426,9470,1595,583,4965
1163,2201,4391,1490,2739,5436,1795,3139,6362,4976,3450,8705,454,1932,8864,566,1618,10381,750,1351,9465,1957,548,4256
1458,2544,5118,1802,3064,6088,2204,3380,6935,5466,3396,8304,522,1782,9470,637,1529,10440,832,1147,8891,2275,518,3571
1722,2674,5811,2173,3318,6794,2523,3543,7586,5999,3360,7521,644,1822,9693,768,1364,9902,1008,994,8430,2762,501,3081
