1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
43333,43329,42889,40720,40681,40608,38983,38958,38544,30101,19946,6428,49394,46568,39074,55226,33370,6821,45199,22228,2864,41128,19947,2625
42744,42638,42512,40446,40188,40383,38397,38506,38239,29815,21375,7308,48711,47188,39794,53618,38038,8635,44726,25193,3654,40478,22228,3095
41791,41405,41582,39297,39376,39469,37496,37477,37661,29475,22414,7994,47249,47112,40873,51524,42200,10652,43106,28323,4575,39832,24768,3940
39732,39830,40011,37812,38165,37972,36330,36560,36319,28981,23801,8754,44363,46808,40607,48706,45774,13168,41754,31288,5603,38394,27167,4607
38106,38511,38129,36625,36380,36401,34726,34996,35117,28343,25169,9867,42195,44994,40248,44714,48843,16293,38965,34512,6884,36651,29746,5510
35955,35839,35940,34843,34418,34608,33194,33017,33225,27194,26183,10933,38409,42883,39451,40668,50435,19311,36665,36857,8440,34702,32765,6826
33680,33177,32969,32219,32351,32299,31327,31239,30967,26213,27167,11965,34377,40668,38063,35641,52036,22507,33839,38851,9830,32569,34716,7975
30601,30674,30441,29478,29747,30121,29270,29171,29281,25024,28180,13156,31234,37465,36321,31163,52242,25890,30605,41297,11845,30027,36554,9600
28032,27860,27642,27422,27325,27585,26888,27050,26657,23816,29261,14508,27226,33545,34010,26610,51441,29663,27168,42409,13902,27401,38407,11196
25022,24943,24836,24828,24931,24545,24472,24624,24718,22535,29508,15522,23590,30278,31314,22079,49615,32897,24364,43122,16176,25028,39431,13113
22016,21911,22081,22229,22273,22455,22315,22188,22469,21423,29685,16952,20117,26921,28856,18353,46866,35988,21396,43813,18657,22225,40618,15282
19105,19457,19463,19864,19638,20112,19689,20193,20146,19997,29988,18214,17000,23358,25863,14956,43664,38356,18415,43270,21118,19670,41116,17350
16964,16633,16974,17598,17626,17501,17836,18003,18083,18358,30213,19908,14300,19729,22968,12056,39544,40750,15593,42316,23757,17352,41249,19718
14463,14495,14712,15309,15268,15439,15810,15901,15963,17046,29913,21199,11851,16573,20114,9251,35550,41792,13501,41165,26489,14945,40466,22068
12262,12359,12426,13344,13136,13227,13983,13732,13756,15634,29291,22506,9636,13848,17236,7308,31308,42441,11444,39479,28687,13058,39846,25053
10417,10430,10642,11337,11185,11489,11954,12288,12178,14563,28427,23850,7890,11301,14988,5532,27041,41455,9430,36763,31091,11198,38684,27751
8674,8703,8731,9636,9675,9556,10423,10398,10570,13065,27995,25038,6371,9066,12174,4389,23023,40534,7884,34645,33109,9426,36662,29916
7131,7193,7339,8017,8208,8133,9098,8874,8775,11967,27374,26304,5060,7487,10136,3383,19262,39160,6518,31873,35126,8085,35174,32432
6038,6078,5834,6861,6798,6782,7619,7836,7652,10788,25981,27450,3938,5758,8525,2549,15932,36843,5422,29258,37209,6661,32270,34843
4966,4911,4897,5759,5677,5681,6540,6461,6562,9751,25231,28523,3245,4543,6812,1999,13088,34038,4388,26389,38541,5709,29928,36605
4038,3956,3929,4759,4879,4624,5378,5488,5623,8812,23845,28813,2623,3482,5449,1516,10854,31198,3548,23494,39095,4576,27495,38610
3221,3302,3131,4044,3986,3893,4708,4721,4690,7853,22380,29692,2085,2794,4246,1232,8878,28336,2931,20978,39268,3776,25299,39964
2533,2558,2567,3324,3288,3159,3862,3955,3967,7271,20865,29899,1727,2121,3267,979,7384,25594,2448,18539,39261,3173,22238,40743
2100,2063,2009,2697,2674,2543,3206,3253,3254,6416,19947,30110,1281,1636,2602,849,6068,22290,1993,16184,38962,2585,19647,41371
1684,1612,1602,2198,2158,2223,2689,2802,2676,5655,18330,30121,1060,1353,2088,669,4995,19688,1531,14274,37966,2096,17186,41023
1381,1321,1246,1732,1729,1779,2127,2314,2212,5259,17010,29909,891,967,1499,625,4268,17436,1253,12061,36941,1758,15225,40878
1039,1060,991,1450,1456,1446,1930,1882,1904,4892,15620,29645,680,720,1167,579,3722,15404,1071,10531,35427,1451,13094,39466
826,839,842,1183,1182,1232,1560,1595,1558,4220,14550,28886,579,595,938,518,3246,13617,907,8904,33596,1155,11218,38305
716,645,713,1008,990,1022,1380,1339,1380,3956,13102,28014,468,489,698,457,3026,12173,772,7750,31537,939,9642,36886
532,535,580,830,847,831,1130,1109,1252,3561,11827,26817,428,411,569,448,2843,10928,645,6574,30128,760,8173,34680
430,428,447,650,689,691,963,982,956,3440,10969,26257,353,366,444,416,2648,10134,549,5614,27989,625,6711,32473
396,382,397,585,592,610,916,917,846,3193,9959,24891,288,282,361,371,2562,9562,477,4652,25694,542,5680,29839
291,305,312,524,551,467,763,793,733,2961,8922,23669,269,267,368,413,2405,9119,419,3961,23559,512,4723,27642
292,286,241,481,506,500,733,708,677,2710,8097,22698,260,231,307,389,2333,8833,370,3378,21274,457,3826,24653
257,274,274,435,440,447,676,643,648,2755,7013,21212,229,222,256,363,2242,8811,385,2787,19505,404,3233,22293
235,246,235,437,438,398,642,658,651,2763,6490,19622,221,233,280,382,2078,8949,368,2342,17298,364,2623,19833
225,241,221,447,428,409,675,670,649,2657,5918,18669,213,250,286,424,2006,9068,344,1972,15726,400,2081,17231
250,247,240,415,417,433,650,710,631,2821,5323,16923,222,276,316,409,2014,9252,353,1603,14002,399,1681,14932
314,283,303,448,476,556,733,720,716,2753,4818,15640,248,296,384,361,1860,9170,446,1346,12416,440,1405,13158
299,309,297,475,529,543,813,767,793,2918,4363,14234,272,393,487,391,1688,9284,442,1129,10854,476,1175,11117
366,350,384,617,616,578,870,853,884,3139,3910,12985,294,401,548,421,1616,9385,505,939,9361,557,907,9393
448,439,437,706,704,676,977,971,967,3306,3674,11956,342,486,721,434,1443,9225,539,834,8123,623,783,8034
532,513,562,858,832,776,1176,1143,1151,3617,3324,10892,410,569,888,409,1376,9166,643,737,7167,748,610,6595
648,710,655,968,1017,981,1352,1374,1401,3878,3169,9822,494,756,1024,493,1238,8892,751,590,6068,961,547,5448
853,860,797,1177,1161,1139,1607,1682,1536,4331,2983,8829,557,857,1333,485,1112,8586,928,505,5115,1151,503,4659
1055,1031,1051,1572,1509,1493,1978,1833,1923,4684,2795,7980,685,1096,1572,587,960,8122,1110,503,4350,1449,457,3783
1308,1314,1296,1796,1801,1758,2253,2246,2307,5261,2791,7170,856,1284,1908,618,882,7609,1315,400,3530,1663,387,3083
1631,1641,1586,2169,2217,2143,2727,2765,2709,5804,2735,6593,1065,1504,2348,688,781,7158,1648,384,3096,2107,387,2547
2115,2063,2018,2629,2693,2668,3096,3269,3205,6393,2721,5847,1355,1794,2739,832,671,6548,1937,353,2436,2517,403,2052
2493,2611,2586,3212,3277,3326,3864,3931,3928,7228,2697,5292,1663,2280,3389,1027,649,6041,2376,388,2106,3108,392,1761
3255,3252,3185,3964,4031,3899,4602,4736,4594,7918,2919,4716,2045,2560,3991,1213,540,5194,2922,389,1706,3882,451,1396
3928,3967,4000,4798,4763,4799,5464,5338,5465,8752,2969,4366,2599,3111,4616,1578,540,4734,3521,412,1440,4638,481,1110
4782,4836,4943,5806,5795,5822,6424,6597,6534,9887,3248,3965,3234,3636,5569,1926,503,4109,4343,471,1196,5577,500,943
