1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
43359,43335,42851,40776,40705,40580,39162,39027,38483,30314,20128,6447,52772,47150,35430,55953,35221,7878,48355,24407,3352,41117,19943,2624
42835,42666,42566,40473,40273,40393,38685,38656,38187,29886,21396,7287,51927,48804,36881,54114,39849,9901,47355,28158,4336,40484,22223,3096
41811,41510,41555,39459,39398,39395,37736,37751,37606,29633,22619,8112,49761,49815,38600,51895,44037,12280,46002,31299,5560,39828,24778,3941
39730,39782,39987,37860,38328,38070,36386,36656,36364,29110,23873,8772,47096,49888,39666,49053,47467,15161,43849,35041,6824,38391,27164,4609
38141,38569,38191,36701,36400,36405,35071,35160,35148,28422,25289,9907,43651,49290,40669,45099,50337,18327,41016,37675,8262,36653,29739,5512
36001,35849,35933,34913,34585,34704,33234,33283,33453,27272,26379,11032,39692,46934,40440,40926,51703,21528,37869,40654,10162,34709,32770,6821
33661,33202,33046,32275,32433,32307,31401,31425,31036,26329,27218,12139,35343,44800,40304,35885,52814,25176,34301,42666,11978,32557,34720,7973
30571,30732,30461,29432,29804,30200,29274,29408,29517,25061,28306,13077,30986,41523,39258,30987,52961,28980,30779,44444,14181,30029,36551,9606
28096,27904,27629,27417,27431,27654,26847,27220,26849,23841,29404,14610,26816,37827,37975,26590,51658,32660,27238,45769,16753,27408,38418,11195
24956,24947,24920,24849,24996,24668,24534,24763,24805,22543,29529,15658,22706,34121,35810,21964,49564,35832,24019,45868,19369,25025,39428,13112
22025,21972,22072,22258,22300,22572,22212,22401,22668,21416,29814,17053,19163,30079,33318,18274,46334,38618,20120,45454,22270,22234,40622,15288
19091,19439,19497,19773,19715,20126,19694,20337,20319,19959,30074,18283,15825,26204,30733,14677,42783,40891,17403,44227,24910,19664,41114,17350
16950,16655,17001,17584,17652,17586,17723,18056,18252,18350,30276,20029,13136,22337,27514,11764,38327,42869,14718,42823,27540,17350,41249,19717
14431,14504,14753,15274,15274,15521,15709,15994,16157,17059,29992,21273,10331,18332,24436,9109,34173,43552,12224,40621,29827,14942,40471,22075
12258,12366,12463,13275,13151,13299,13901,13777,13891,15619,29147,22630,8338,15149,21465,6934,29622,42894,9950,37944,32334,13059,39848,25049
10404,10446,10624,11291,11222,11499,11961,12340,12293,14475,28482,23978,6698,12345,18246,5341,25210,41731,8184,35536,34168,11197,38682,27753
8656,8682,8765,9603,9682,9643,10297,10433,10658,12992,28012,25078,5128,9843,15574,4229,21274,40475,6744,32039,36068,9427,36658,29911
7116,7211,7351,7951,8193,8156,8973,8840,8903,11958,27348,26297,4114,7748,12762,3151,17475,38112,5467,28987,37367,8083,35177,32435
6030,6062,5843,6848,6826,6825,7556,7800,7722,10694,25925,27512,3169,5881,10752,2408,14410,35187,4446,26111,38894,6664,32268,34850
4964,4896,4901,5723,5668,5663,6424,6472,6597,9736,25013,28527,2560,4623,8558,1855,11538,32276,3620,23094,38850,5706,29926,36612
4030,3971,3932,4753,4840,4653,5358,5499,5677,8738,23911,28833,2039,3537,6833,1385,9559,28940,2948,20448,38346,4578,27491,38609
3214,3303,3129,4027,4005,3896,4652,4693,4715,7828,22182,29706,1567,2732,5344,1197,7606,25764,2377,17635,38035,3775,25294,39955
2521,2548,2576,3305,3277,3190,3786,3926,3990,7224,20878,29835,1266,2094,4274,894,6061,22380,1893,15462,37296,3175,22242,40734
2099,2058,2011,2676,2658,2561,3171,3251,3291,6355,19817,30053,1059,1476,3106,708,5074,19357,1559,13482,35977,2583,19644,41375
1677,1610,1616,2183,2160,2197,2645,2758,2699,5605,18151,30080,810,1231,2425,633,4146,16916,1264,11612,34564,2097,17184,41019
1384,1320,1243,1728,1719,1788,2126,2294,2237,5249,16950,29798,700,849,1840,605,3433,14408,1073,9828,32828,1757,15229,40875
1028,1068,991,1439,1448,1446,1913,1864,1887,4826,15559,29570,594,692,1417,563,3098,12509,853,8439,30708,1450,13092,39475
828,830,842,1173,1191,1251,1518,1591,1566,4221,14360,28780,490,516,1046,491,2711,10635,722,7602,29344,1155,11218,38307
721,642,708,1001,982,1012,1367,1319,1395,3892,13075,27824,359,441,789,478,2457,9538,703,6415,27310,939,9638,36876
521,540,583,827,828,836,1143,1107,1227,3596,11827,26664,364,376,617,410,2389,8411,572,5444,25594,760,8174,34682
436,425,447,639,688,689,937,966,964,3386,10876,26228,293,294,486,460,2307,7728,496,4759,23694,625,6713,32471
392,379,396,592,588,603,910,916,848,3222,9847,24725,302,264,439,423,2274,7359,409,4015,21825,543,5676,29842
295,305,313,531,550,473,759,781,713,2917,8931,23527,260,263,366,414,2188,7143,404,3559,19999,511,4724,27644
286,287,242,472,506,497,729,700,683,2702,8057,22606,226,218,353,410,2224,7058,357,3032,18521,457,3825,24646
257,274,273,431,448,442,661,642,666,2742,6945,21188,252,246,331,437,2178,7183,360,2569,16609,404,3233,22296
236,245,234,436,432,404,654,667,643,2762,6501,19514,232,257,343,423,2135,7361,329,2214,15778,364,2624,19833
226,241,219,446,434,404,669,652,639,2613,5853,18528,240,267,335,420,2090,7767,377,1936,14392,401,2080,17221
249,249,251,416,409,442,643,720,636,2830,5361,16965,207,337,435,414,2019,8025,368,1648,12903,399,1681,14942
314,282,298,440,474,565,729,710,733,2737,4734,15448,204,361,552,466,1974,8508,378,1350,11790,439,1406,13151
300,307,292,472,537,536,804,766,794,2906,4386,14303,260,442,645,426,1903,8684,396,1174,10616,476,1175,11118
364,352,391,624,617,582,861,871,899,3132,3918,12949,304,489,819,414,1796,8933,487,1052,9552,557,905,9395
452,433,435,699,705,677,958,967,963,3257,3648,11890,320,607,955,437,1664,9285,475,891,8432,624,785,8031
528,516,561,851,826,783,1188,1131,1188,3609,3330,10926,313,696,1188,454,1546,9340,556,753,7547,749,610,6597
648,713,656,963,1025,981,1329,1379,1385,3871,3176,9787,415,849,1473,464,1437,9119,665,692,6603,960,547,5447
849,860,805,1183,1140,1145,1593,1668,1571,4300,2960,8849,477,995,1786,505,1345,9229,770,597,5876,1150,503,4659
1052,1029,1045,1566,1512,1507,1936,1845,1943,4647,2815,7984,589,1126,2112,525,1164,8980,908,492,4963,1449,457,3784
1302,1316,1306,1787,1815,1756,2203,2243,2317,5182,2748,7207,640,1293,2527,582,1063,8429,1099,458,4289,1664,386,3083
1628,1643,1585,2146,2202,2133,2698,2760,2757,5819,2743,6560,840,1552,3029,658,963,8145,1306,420,3626,2106,388,2547
2120,2053,2022,2618,2708,2700,3110,3233,3226,6338,2720,5891,1060,1771,3537,813,827,7509,1575,409,3103,2519,404,2052
2475,2596,2597,3185,3232,3336,3790,3862,3956,7186,2673,5304,1248,2089,4076,912,751,6940,1948,353,2571,3102,390,1761
3240,3270,3182,3959,4021,3907,4561,4724,4617,7932,2921,4749,1554,2367,4831,1122,716,6254,2342,369,2155,3883,452,1395
3934,3940,4000,4774,4768,4814,5365,5330,5470,8692,2989,4370,2028,2775,5582,1420,620,5690,2908,430,1784,4640,481,1112
4751,4839,4949,5762,5789,5814,6374,6541,6518,9818,3194,3976,2571,3250,6430,1823,573,4974,3452,466,1533,5576,500,943
6003,6070,6000,6834,6838,6885,7550,7645,7787,10683,3416,3561,3223,3590,7154,2408,615,4297,4380,451,1303,6756,626,783
7244,7260,7102,8212,8123,8185,8908,9093,8983,11824,3686,3493,4066,4094,8164,3091,588,3722,5418,536,1120,8008,723,635
8725,8513,8725,9556,9859,9638,10553,10284,10402,13094,3873,3260,5335,4865,8985,4148,690,3027,6669,700,900,9546,950,588
10405,10366,10448,11321,11312,11222,11995,12007,12014,14445,4382,3020,6576,5599,9802,5287,814,2567,8171,792,761,11350,1148,483
12311,12186,12343,13025,13167,13150,13779,13467,13693,15566,4805,2835,8317,6670,10900,6990,1000,2182,9874,1034,659,13159,1388,409
14483,14414,14505,15082,15341,15416,15775,15681,15753,17309,5188,2873,10371,8043,11861,9162,1275,1811,11956,1283,589,15011,1671,422
16761,16829,16778,17458,17591,17299,17702,17799,17717,18257,5845,2842,12716,9269,13174,11652,1679,1568,14731,1579,506,17246,2124,387
19136,19350,19400,19861,19912,19835,20052,19889,20129,19722,6617,2792,15648,10951,14083,14674,2235,1279,17228,2014,485,19806,2576,348
22112,22007,22261,22465,22384,22399,22290,22091,22175,21399,7127,2768,19250,12687,15399,18176,3088,1111,20427,2708,496,22252,3122,407
24856,24876,24810,24598,24530,24916,24634,24227,24594,22425,7819,2939,22773,15035,16415,22069,4026,1123,23585,3366,478,24875,3841,430
27429,27911,27858,27486,27020,27142,27169,26846,26677,24104,8754,2938,26892,17699,18057,26367,5322,1120,27424,4281,518,27342,4686,488
30541,30719,30619,30095,29771,29733,29417,28466,28664,24939,9918,3107,31426,20640,19304,31151,7016,1198,31055,5351,631,29846,5583,531
33424,33365,33314,32442,32001,32038,31314,31225,31166,26488,11043,3293,35448,23936,21186,36103,9048,1303,34183,6846,663,32560,6680,620
35938,35826,35999,34588,34764,34560,33545,32954,33194,27342,11947,3661,39779,27493,22782,40536,11694,1733,37917,8384,811,35102,8012,765
38277,38192,37985,36618,36343,36414,35344,34678,35019,28337,13385,3957,43740,30857,24923,44824,14535,2187,41079,10466,1019,36839,9370,929
39772,39961,40093,38033,37995,38058,36512,36490,35935,29280,14379,4257,46898,34683,26371,48733,18085,2638,43920,12575,1333,38746,11240,1191
41532,41410,41530,39519,39354,38872,37717,37437,37749,29739,15904,4841,49743,38337,28690,52662,22014,3605,46009,15406,1697,39489,13162,1395
42645,42433,42664,40441,40199,40291,38947,38616,37844,30041,17125,5372,51630,41563,30915,54551,26250,4675,47880,18143,2169,40798,15018,1687
42963,43139,43027,40527,40926,40661,38877,38930,38784,30203,18527,5873,52874,44544,33123,55422,30978,6025,48106,21263,2694,40875,17180,2096
