1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
43331,43331,42897,40726,40678,40617,38978,38949,38557,30146,19953,6432,49921,46598,38463,55266,33652,6902,45657,22450,2935,41128,19946,2625
42757,42634,42515,40432,40190,40381,38414,38528,38211,29800,21375,7313,49083,47581,39616,53722,38301,8849,45073,25461,3698,40478,22228,3095
41789,41408,41574,39318,39373,39458,37503,37453,37679,29495,22407,8010,47711,47483,40560,51561,42494,10853,43462,28800,4636,39832,24768,3940
39729,39828,40012,37817,38177,37986,36339,36586,36306,28944,23835,8737,44751,47340,40746,48830,46071,13494,42014,31623,5749,38394,27167,4607
38109,38516,38133,36614,36374,36393,34740,35014,35126,28366,25169,9860,42435,45442,40031,44783,48910,16632,39270,34998,7114,36651,29746,5510
35955,35835,35941,34852,34429,34619,33183,33034,33229,27206,26169,10951,38556,43547,39844,40701,50812,19565,36689,37332,8537,34702,32765,6826
33679,33178,32968,32221,32356,32303,31326,31244,30961,26224,27167,11979,34570,41212,38327,35729,52133,22864,34053,39354,10136,32569,34716,7975
30607,30679,30438,29469,29749,30122,29297,29195,29298,25025,28216,13149,31006,37810,36785,31043,52378,26398,30538,41588,12056,30027,36555,9600
28026,27854,27643,27435,27327,27581,26881,27038,26697,23832,29269,14519,27300,34190,34523,26621,51444,30080,27218,42962,14213,27401,38406,11196
25021,24946,24841,24820,24930,24552,24466,24646,24702,22521,29497,15536,23533,30763,31840,22106,49664,33276,24304,43536,16586,25029,39431,13113
22013,21913,22078,22241,22270,22457,22299,22192,22468,21422,29698,16934,19834,27426,29513,18351,46691,36511,21352,43986,18924,22224,40618,15282
