1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
43327,43341,42884,40706,40692,40604,38949,38956,38547,30077,19941,6431,47703,45897,40343,54452,32165,6139,43796,21174,2726,41128,19947,2625
42748,42630,42519,40435,40185,40395,38434,38517,38232,29798,21362,7314,46670,45737,41527,53308,36751,7892,43130,24078,3371,40478,22228,3095
41785,41398,41583,39298,39353,39475,37445,37447,37641,29449,22417,7981,45827,45839,41031,51212,40840,9722,41885,26856,4288,39832,24767,3940
39742,39833,40006,37815,38165,37963,36310,36558,36354,28988,23795,8753,42797,44328,40460,48346,44664,12006,40532,29867,5159,38394,27167,4607
38093,38515,38128,36606,36382,36404,34748,34946,35104,28334,25150,9853,40897,42776,40045,44470,47294,14840,38077,32496,6295,36651,29747,5511
35955,35839,35938,34843,34406,34610,33167,32996,33188,27202,26172,10942,37722,40885,38309,40549,49933,17847,35882,35332,7736,34701,32765,6825
33683,33173,32966,32213,32354,32270,31311,31227,30968,26206,27131,11958,34206,38327,36849,35459,50951,20722,33248,37450,9087,32570,34716,7975
30603,30677,30450,29485,29735,30133,29288,29153,29264,24978,28179,13139,31039,34795,34272,31195,51483,24185,30533,39268,10924,30027,36554,9600
28030,27859,27637,27423,27332,27582,26840,27044,26650,23849,29265,14502,27303,31955,32039,26616,51122,27604,27327,40924,12867,27400,38407,11196
25025,24936,24829,24834,24924,24539,24505,24577,24693,22555,29474,15519,24224,28528,29327,22217,49812,30694,24648,41934,14770,25029,39430,13113
22011,21916,22082,22220,22266,22447,22315,22198,22428,21386,29717,16950,20650,25351,26408,18456,47013,34261,21730,42344,17308,22225,40619,15282
19112,19457,19462,19873,19635,20118,19702,20197,20165,20000,29960,18209,17683,21778,23703,14963,44168,36588,19014,42674,19426,19670,41116,17350
16956,16631,16974,17606,17621,17489,17829,17987,18073,18346,30202,19890,15190,18629,20928,12329,40410,38857,16088,41911,22156,17352,41249,19718
14467,14492,14713,15296,15258,15445,15826,15910,15946,17064,29939,21182,12586,15941,17900,9678,36260,40728,14092,41362,24697,14944,40466,22068
12265,12359,12426,13353,13139,13229,13987,13727,13742,15620,29290,22532,10413,13297,15714,7332,32362,41434,12202,39517,27302,13059,39846,25053
10415,10433,10642,11329,11197,11480,11963,12279,12166,14603,28393,23803,8638,10885,13238,5871,28423,41172,10189,37601,29650,11198,38684,27752
8673,8701,8727,9650,9673,9553,10411,10393,10562,13074,28024,25004,7039,8824,10730,4563,24241,40567,8422,35184,31958,9426,36662,29915
7129,7193,7342,8013,8208,8130,9121,8845,8780,11979,27364,26337,5693,7322,9076,3547,20523,39489,7010,33313,34027,8085,35174,32432
6041,6079,5831,6863,6795,6779,7624,7856,7638,10764,26009,27436,4528,5800,7711,2628,17181,37655,6004,30621,35849,6660,32270,34843
4966,4911,4900,5757,5676,5680,6550,6465,6566,9783,25211,28502,3649,4615,6039,2125,14356,35214,4712,27829,38076,5710,29928,36605
4038,3956,3923,4767,4879,4626,5374,5500,5618,8792,23841,28832,3000,3598,4854,1628,11924,32668,3975,25026,39291,4576,27495,38610
3223,3301,3134,4038,3994,3891,4719,4713,4684,7856,22405,29701,2387,2836,3787,1326,9783,29924,3231,22447,39545,3776,25299,39964
2535,2558,2568,3328,3284,3158,3862,3966,3969,7288,20858,29906,1933,2225,3036,1039,8109,27297,2666,20148,40032,3173,22238,40743
2099,2064,2006,2699,2676,2543,3215,3249,3237,6416,19948,30116,1558,1693,2321,911,6871,24623,2237,17449,39758,2585,19647,41370
1683,1611,1604,2200,2157,2223,2691,2800,2694,5656,18379,30106,1216,1415,1897,741,5692,21999,1756,15462,39423,2096,17186,41024
1382,1322,1247,1735,1732,1778,2129,2318,2199,5264,17008,29937,975,1107,1451,655,4991,19329,1396,13340,38671,1758,15225,40878
1039,1060,990,1448,1452,1447,1935,1877,1902,4891,15611,29661,769,804,1119,560,4110,17300,1187,11406,37212,1451,13093,39466
826,839,842,1181,1184,1231,1559,1601,1559,4241,14557,28890,624,638,890,507,3829,15777,972,9809,35490,1155,11219,38305
715,645,713,1010,991,1022,1380,1352,1383,3943,13120,28041,579,520,657,498,3319,14223,842,8218,33734,939,9642,36886
533,535,578,831,847,831,1133,1101,1248,3559,11854,26803,446,445,534,445,3166,12747,660,7312,31831,760,8173,34680
429,428,449,649,688,691,964,983,952,3455,10959,26268,377,391,464,420,2893,11716,618,6029,29859,625,6711,32473
397,382,396,586,590,610,911,918,854,3183,9973,24903,319,314,364,379,2659,11145,512,5019,27313,542,5680,29839
291,305,313,523,554,467,767,792,736,2976,8935,23683,280,280,316,372,2510,10508,426,4179,25246,512,4723,27642
292,286,241,480,505,500,731,705,673,2702,8088,22735,252,258,306,372,2463,10208,397,3512,22788,457,3826,24653
257,274,274,436,440,447,678,644,640,2756,7006,21180,256,215,263,378,2258,9996,393,2934,20494,404,3233,22293
235,246,235,437,438,399,641,658,656,2758,6494,19665,214,230,235,366,2031,9943,363,2465,18269,364,2623,19833
225,241,221,447,429,409,674,671,650,2661,5922,18668,209,243,291,339,2087,9835,354,2026,16257,400,2081,17231
250,247,240,415,417,433,653,711,628,2817,5321,16924,227,254,273,395,1866,9786,386,1581,14396,399,1681,14932
314,282,303,449,476,554,735,727,715,2763,4831,15638,267,291,318,381,1750,9747,412,1381,12764,440,1405,13158
299,309,297,476,531,545,814,762,793,2919,4366,14240,281,336,408,375,1588,9533,521,1112,10952,476,1175,11117
367,351,384,615,614,578,872,850,884,3147,3900,12988,318,417,483,405,1497,9479,515,936,9355,557,907,9393
448,439,437,707,703,675,972,968,972,3311,3669,11943,363,445,590,404,1367,9220,575,805,8151,623,783,8034
532,513,562,857,833,776,1177,1149,1143,3608,3339,10904,453,541,774,468,1221,8902,698,715,6990,748,610,6595
