1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
43332,43331,42887,40723,40687,40606,38971,38957,38551,30098,19961,6426,49111,46522,39249,55154,33253,6741,45119,22053,2837,41128,19947,2625
42743,42638,42512,40451,40188,40387,38412,38503,38215,29805,21375,7315,48518,47118,40005,53562,37845,8571,44444,25187,3628,40478,22228,3095
41791,41402,41585,39289,39370,39471,37474,37485,37682,29473,22409,7988,47199,46847,40947,51490,42133,10519,43008,28086,4531,39832,24768,3940
39734,39832,40007,37817,38164,37969,36319,36558,36322,28983,23793,8752,44144,46526,40622,48713,45616,13047,41608,31058,5524,38394,27166,4607
38103,38512,38132,36620,36375,36408,34741,34978,35120,28334,25173,9871,42027,44769,40302,44611,48699,16115,38905,34311,6847,36651,29747,5511
35958,35839,35938,34836,34425,34604,33199,33014,33209,27191,26180,10932,38329,42631,39219,40722,50376,19201,36555,36669,8323,34702,32765,6825
33678,33174,32967,32220,32348,32294,31314,31236,30972,26219,27145,11956,34435,40329,37994,35575,51896,22222,33769,38753,9760,32569,34716,7975
30603,30676,30445,29477,29745,30123,29277,29169,29278,25008,28187,13165,31200,37191,36061,31187,52186,25711,30565,41021,11732,30027,36554,9600
28032,27858,27641,27421,27321,27582,26883,27048,26660,23830,29278,14504,27219,33350,33726,26626,51425,29520,27209,42174,13738,27401,38407,11196
25021,24943,24835,24830,24934,24545,24476,24620,24703,22528,29499,15519,23715,30128,31131,22102,49644,32646,24356,43025,16026,25028,39431,13113
22016,21912,22078,22232,22276,22454,22316,22191,22459,21421,29678,16957,20110,26732,28615,18366,46853,35769,21433,43641,18434,22225,40618,15282
19106,19457,19464,19865,19631,20113,19675,20187,20150,19996,29988,18196,17090,23154,25512,14895,43796,38273,18519,43231,20936,19670,41116,17350
16961,16632,16975,17599,17626,17497,17857,18006,18078,18358,30204,19905,14446,19587,22716,12120,39605,40478,15656,42234,23536,17352,41249,19718
14465,14493,14711,15305,15265,15439,15801,15903,15968,17060,29921,21205,11832,16484,19826,9318,35626,41725,13569,41270,26301,14945,40466,22068
12262,12360,12425,13345,13140,13232,13986,13729,13751,15629,29289,22509,9796,13786,17062,7329,31427,42326,11504,39365,28531,13058,39846,25053
10416,10431,10643,11338,11184,11486,11961,12286,12176,14563,28440,23839,7944,11232,14806,5527,27218,41466,9586,36942,30925,11198,38684,27751
8676,8702,8730,9640,9678,9553,10412,10399,10564,13071,27975,25025,6460,9066,12004,4450,23098,40537,7926,34670,32949,9426,36662,29916
7131,7194,7341,8016,8207,8132,9110,8868,8783,11960,27389,26314,5133,7437,9974,3359,19395,39237,6558,32020,34977,8085,35174,32432
6038,6078,5833,6859,6799,6784,7613,7842,7647,10794,25981,27451,3998,5778,8396,2555,16111,36883,5502,29457,36995,6660,32270,34843
4966,4911,4897,5759,5674,5679,6545,6458,6558,9751,25227,28512,3300,4560,6746,2012,13177,34203,4409,26597,38526,5710,29928,36605
4037,3956,3927,4762,4881,4626,5379,5489,5625,8810,23846,28827,2646,3476,5366,1526,10989,31307,3613,23655,39146,4576,27495,38610
3221,3302,3133,4041,3986,3890,4711,4721,4691,7848,22376,29697,2105,2796,4197,1238,8951,28594,2954,21158,39317,3776,25299,39964
2534,2558,2567,3324,3289,3159,3862,3957,3965,7284,20871,29899,1767,2134,3211,988,7443,25723,2476,18743,39373,3173,22238,40743
2100,2063,2009,2700,2672,2544,3208,3253,3252,6419,19944,30107,1312,1660,2570,868,6138,22521,2016,16292,39038,2585,19647,41371
1684,1612,1602,2197,2159,2222,2684,2797,2679,5652,18346,30124,1076,1349,2060,666,5102,20011,1567,14407,38205,2096,17186,41023
1381,1321,1247,1735,1730,1780,2130,2317,2210,5262,17009,29904,877,975,1491,628,4292,17545,1268,12287,37057,1758,15225,40878
1039,1060,990,1447,1455,1446,1933,1884,1903,4889,15620,29657,712,736,1181,581,3797,15622,1088,10626,35740,1451,13094,39466
826,839,842,1183,1182,1232,1561,1594,1559,4222,14549,28891,575,602,918,514,3274,13838,921,9014,33905,1155,11218,38305
716,645,713,1009,991,1022,1377,1342,1378,3954,13102,28007,482,495,698,459,3075,12388,777,7820,31671,939,9642,36886
532,535,579,830,847,832,1132,1108,1254,3562,11835,26829,427,403,549,462,2888,11110,632,6683,30440,760,8173,34680
429,428,448,650,688,690,963,982,956,3444,10959,26248,362,375,461,406,2709,10257,569,5655,28194,625,6711,32473
397,382,397,585,592,610,916,917,845,3191,9973,24904,294,289,362,379,2542,9762,484,4659,25897,542,5680,29839
291,305,312,524,551,467,764,793,735,2964,8923,23663,271,273,355,404,2433,9236,413,4001,23691,512,4723,27642
292,286,241,481,506,500,732,708,675,2710,8091,22711,261,235,309,388,2334,9011,371,3402,21516,457,3826,24653
