1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
44274,43905,42668,42022,41473,40165,40716,39686,37910,30938,20673,6811,56274,46581,27892,56008,36988,9213,51792,28948,4792,41267,19909,2631
43380,43047,42244,41332,41231,39855,40359,39615,37793,30819,22083,7476,55508,49670,30793,54800,41749,11600,51075,32837,6059,40575,22280,3111
42314,42217,41475,40389,40306,39436,39201,39312,37074,30505,23600,8369,52483,51788,33465,52160,45554,14167,49166,36461,7663,39948,24933,3943
40571,40704,40213,39024,39661,38312,37669,38438,36632,29781,24600,9392,49053,52470,36347,49148,49435,17373,46318,40154,9325,38468,27204,4638
38597,39297,38625,37365,37357,36732,36226,36766,35538,28952,25941,10424,45019,53073,38526,45364,51549,20778,42836,43201,11505,36799,29845,5555
36493,36631,36183,35175,35993,35239,34363,35017,34467,27915,27237,11462,40582,52413,40462,40998,52796,24448,39266,46178,13766,34686,32854,6836
33767,33987,33760,32426,33519,33431,31530,33351,32353,26807,28080,12615,35933,50565,41511,36143,53710,28369,35326,47989,16407,32524,34833,8051
30631,31573,31131,30137,31100,30833,29380,30825,30502,25392,29591,13874,31208,46929,42516,31031,53072,32257,30863,49037,19445,30056,36767,9720
28091,28573,28400,27256,28374,28673,27136,28715,28574,24092,29894,15145,26513,43628,42043,26516,51690,35875,26860,48867,22488,27444,38486,11207
24698,25449,25542,24583,25767,25906,24447,26214,25873,22813,30155,16454,21861,39654,41073,21820,48912,38692,22977,48343,25527,25002,39604,13121
21838,22389,22845,21941,23238,23572,21690,23542,24063,21180,30427,17687,17982,35281,39773,18201,46082,41780,19231,46687,28740,22246,40646,15431
19028,19872,20067,19642,20383,21125,19584,21250,22074,19818,30865,19365,14636,30255,37883,14558,41400,43114,16206,43997,31232,19646,41227,17426
