1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
43336,43332,42886,40725,40642,40604,38971,38989,38510,30117,20013,6422,51043,47051,37439,55617,34116,7228,46430,22983,3033,41129,19946,2625
42744,42643,42526,40432,40219,40397,38450,38565,38218,29876,21386,7324,50250,47923,38936,53891,38790,9295,45937,26497,3906,40475,22228,3094
41804,41413,41571,39348,39374,39471,37584,37447,37661,29506,22468,8009,48344,48531,39852,51622,43137,11243,44300,29544,4897,39833,24768,3941
39737,39813,40001,37830,38186,37973,36301,36626,36334,28978,23805,8749,45543,47999,40772,48925,46656,14132,42544,32619,6090,38396,27169,4607
38110,38519,38147,36600,36399,36399,34822,35052,35078,28325,25204,9883,42956,46821,40236,44928,49423,17321,39888,36023,7494,36651,29745,5510
35958,35830,35940,34877,34433,34623,33182,33113,33325,27239,26196,10962,38786,44908,40225,40790,51226,20190,37162,38298,8917,34703,32763,6826
33675,33190,32976,32215,32388,32304,31353,31251,30964,26288,27183,12024,35005,42288,38836,35863,52402,23628,34190,40551,10813,32565,34718,7975
30614,30680,30436,29479,29744,30149,29341,29240,29334,24966,28227,13107,31032,38924,37761,30916,52604,27401,30542,42413,12630,30027,36554,9601
28041,27859,27638,27444,27343,27589,26838,27104,26730,23858,29293,14532,27054,35620,35705,26601,51432,30939,27197,43740,15070,27404,38407,11195
24990,24962,24856,24799,24935,24561,24467,24603,24720,22541,29496,15542,23259,31765,33239,22087,49629,34250,24409,44565,17411,25029,39431,13112
22030,21908,22064,22258,22283,22483,22288,22240,22490,21414,29715,16997,19587,28370,30654,18317,46615,37288,20852,44385,19745,22223,40617,15283
19101,19464,19476,19860,19661,20113,19702,20232,20215,19980,30044,18210,16629,24438,27819,14845,43396,39539,17820,43912,22687,19672,41118,17351
16960,16633,16990,17579,17636,17527,17811,18020,18104,18377,30174,19959,13608,20737,24728,11847,38935,41480,15318,42518,25449,17350,41249,19716
14467,14491,14707,15287,15269,15439,15774,15924,15995,17042,29948,21181,11276,17184,21947,9172,35153,42909,12950,41040,27789,14945,40462,22069
12255,12366,12434,13350,13140,13241,13944,13698,13769,15631,29209,22587,9052,14411,18919,7156,30466,42704,10796,38952,30033,13057,39848,25054
10416,10433,10638,11321,11167,11489,11987,12332,12219,14548,28489,23843,7295,11777,16259,5476,26101,41657,8966,36185,32739,11199,38685,27750
8671,8697,8731,9645,9684,9576,10393,10403,10595,13059,28005,25030,5934,9162,13491,4231,22230,40460,7337,33805,34085,9426,36661,29916
7129,7197,7347,7991,8215,8125,9074,8858,8786,11964,27337,26330,4514,7668,11268,3315,18438,38917,6109,30808,36051,8086,35174,32435
6037,6074,5835,6852,6798,6797,7613,7840,7691,10755,25986,27455,3664,5802,9247,2465,15068,35891,4913,27875,37885,6660,32270,34840
4967,4914,4895,5761,5685,5691,6525,6443,6571,9755,25166,28513,2881,4583,7540,1919,12573,33383,4069,25078,38919,5708,29928,36605
4031,3953,3932,4757,4869,4605,5369,5485,5627,8788,23917,28828,2371,3412,5965,1467,10099,30230,3305,22187,38871,4577,27495,38613
3227,3302,3125,4051,3976,3905,4693,4731,4686,7833,22292,29717,1891,2783,4662,1219,8334,27150,2704,19712,38974,3776,25296,39961
2528,2555,2575,3316,3288,3161,3862,3945,3968,7273,20856,29801,1455,2086,3619,911,6818,24228,2170,17258,38430,3173,22242,40745
2100,2065,2008,2693,2682,2540,3163,3270,3276,6392,19957,30182,1189,1591,2792,771,5566,20834,1855,15081,37730,2584,19648,41370
1683,1613,1603,2188,2153,2229,2694,2790,2675,5666,18284,30091,943,1263,2203,681,4522,18294,1388,13154,36771,2097,17183,41022
1382,1318,1244,1733,1731,1778,2124,2305,2222,5250,16994,29866,793,899,1639,625,3963,16069,1150,11124,35498,1758,15227,40880
1037,1063,992,1445,1454,1453,1926,1878,1893,4877,15595,29673,665,681,1255,561,3367,14213,1020,9544,33600,1451,13093,39465
828,837,844,1182,1184,1233,1559,1589,1559,4213,14539,28823,514,600,981,507,3061,12234,850,8406,31686,1155,11218,38306
714,645,712,1011,985,1016,1375,1341,1384,3944,13039,27997,431,443,722,466,2739,10798,669,7268,30015,939,9642,36884
531,534,580,829,843,837,1130,1100,1243,3558,11854,26800,378,407,584,419,2624,9850,631,6100,28322,760,8174,34681
431,428,449,650,692,691,959,987,970,3440,10964,26221,359,322,442,443,2468,9081,539,5213,26244,625,6710,32471
396,383,395,585,591,605,912,916,843,3187,9917,24849,274,283,404,403,2450,8460,453,4344,24218,542,5680,29841
292,304,312,523,550,469,766,788,728,2964,8921,23616,280,246,356,387,2357,8204,393,3875,22121,512,4723,27641
289,286,241,481,505,499,731,705,681,2714,8074,22716,232,239,309,414,2272,8017,398,3199,19993,457,3826,24652
259,274,275,434,445,446,677,639,648,2744,7006,21201,227,211,312,401,2225,8037,341,2665,18452,404,3234,22295
235,246,234,436,432,400,647,663,650,2759,6494,19605,227,250,287,392,2098,8240,352,2275,16601,364,2622,19834
225,241,221,450,436,410,670,665,650,2631,5928,18616,238,248,310,436,2047,8481,345,1937,15230,400,2081,17229
250,248,241,412,412,432,644,725,629,2832,5324,16940,206,276,345,401,1942,8815,375,1614,13589,399,1681,14932
314,282,303,446,473,555,733,716,721,2772,4806,15627,226,346,450,391,1982,8909,381,1323,12118,440,1405,13158
298,309,296,480,532,544,815,767,791,2900,4370,14230,278,406,561,400,1789,8914,468,1175,10713,476,1175,11116
367,352,385,615,617,577,865,850,887,3147,3900,12973,274,440,614,435,1694,9199,481,973,9534,557,907,9395
449,437,436,707,702,677,975,975,962,3304,3667,11948,329,503,842,428,1542,9404,515,858,8185,623,783,8033
530,513,562,852,835,777,1173,1126,1164,3601,3332,10898,392,657,964,435,1410,9162,585,724,7236,748,610,6595
649,709,654,966,1017,980,1354,1386,1401,3880,3160,9815,421,735,1225,468,1371,9041,738,636,6384,961,547,5448
853,862,801,1180,1159,1141,1597,1676,1549,4307,2972,8826,558,925,1468,512,1171,8927,846,534,5310,1151,503,4659
1055,1030,1050,1575,1508,1504,1979,1831,1913,4699,2816,7985,592,1096,1801,538,1074,8423,1026,477,4601,1449,457,3783
1304,1313,1298,1793,1802,1752,2245,2254,2317,5242,2777,7179,774,1309,2144,600,966,8123,1241,437,3854,1663,387,3083
