1.25-45-000,1.25-45-060,1.25-45-120,1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
43728,43734,42768,41709,41119,40345,40294,39628,38154,30765,20582,6723,55980,46946,29650,55945,36564,8880,51087,27804,4405,41120,19928,2625
43239,42831,42433,40913,40775,40157,39618,39159,37977,30589,21804,7314,54596,49555,32272,54678,41379,11294,50558,31676,5590,40607,22245,3097
42183,41995,41569,40023,40040,39443,38765,38793,37270,30067,23383,8366,52149,51569,35005,52149,45175,13696,48499,35440,7054,39876,24882,3952
40174,40280,40117,38473,39255,38168,37142,37960,36568,29661,24233,9104,48605,52053,37208,49062,49133,16982,45911,38845,8707,38403,27159,4618
38294,38959,38396,37143,36930,36705,35896,36194,35394,28706,25828,10217,44914,52363,39107,45432,51452,20269,42272,42181,10636,36744,29775,5517
36347,36323,36080,35151,35548,35002,33845,34328,34255,27786,26760,11353,40435,51602,40692,40941,52531,23744,39150,44739,12865,34663,32808,6834
33725,33657,33409,32432,32802,32902,31506,32739,31727,26675,27805,12389,35826,49254,41532,36087,53553,27728,35189,47016,15275,32573,34755,7999
30556,31179,30887,29710,30664,30676,29486,30216,30031,25188,29075,13608,31224,45817,42084,31047,53180,31728,30893,48252,17982,29972,36660,9666
28174,28158,27900,27359,28018,28209,26982,28197,28008,24024,29939,14989,26381,42279,41140,26466,51509,35080,26897,48205,21032,27480,38482,11186
24794,25295,25452,24704,25487,25443,24407,25741,25500,22858,29896,16170,22151,38294,40028,21897,49011,38192,23095,47981,24141,25036,39482,13105
21834,22198,22435,22080,22743,23227,21860,23039,23529,21118,30091,17313,18169,34264,38760,18177,46290,41219,19544,46740,27266,22213,40652,15355
19160,19693,19829,19690,20159,20568,19696,20960,21506,19926,30694,19144,14855,29517,35942,14592,41614,42736,16372,44076,29694,19640,41109,17431
16681,16941,17338,17244,17992,18356,17139,18602,19016,18236,30208,20404,11893,25180,33350,11617,37417,44170,13450,42406,32189,17357,41327,19715
14192,14516,14987,15050,15353,15898,15296,16459,17033,16932,29793,21691,9261,21394,30359,8924,32647,44370,10981,39115,34571,14906,40420,22162
12069,12478,12779,12924,13373,13918,13467,14058,14796,15461,29520,23017,7182,16991,26706,6780,28285,43170,8760,35955,36367,12995,39910,25041
10220,10507,10816,10899,11286,11727,11557,12454,12926,14131,28748,24291,5644,13729,22825,5290,23660,41931,7080,32204,38082,11221,38638,27758
8560,8582,8984,9376,9768,10103,9894,10519,11117,13048,27558,25545,4334,11007,19952,4070,19887,39822,5636,28646,38943,9407,36681,29975
6985,7275,7509,7715,8252,8382,8432,8943,9475,11473,27105,26498,3401,8537,16686,2990,16328,36927,4540,25628,39491,8054,35112,32527
5812,6007,5955,6608,6746,7180,7239,7721,8168,10497,25832,27860,2589,6427,14006,2334,13125,33867,3612,22052,38674,6649,32226,34840
4858,4877,4993,5526,5692,5793,5985,6414,6931,9424,24573,28328,1993,5084,11188,1782,10393,30277,2884,19200,38084,5697,29887,36569
3917,3979,3984,4554,4723,4787,5239,5456,5905,8467,23307,28953,1545,3760,9179,1302,8393,26570,2339,16418,36876,4578,27457,38645
3134,3188,3189,3880,3922,4057,4277,4585,4950,7739,21763,29699,1233,2798,7015,1058,6608,23324,1810,14123,35343,3748,25257,40001
2444,2558,2591,3138,3279,3218,3529,3845,4150,7025,20476,29464,984,2058,5477,838,5203,19939,1504,12034,33395,3155,22169,40729
2100,2038,2061,2549,2599,2635,2965,3183,3394,6106,19364,29617,803,1580,4257,730,4273,16911,1172,10310,31518,2585,19594,41319
1593,1586,1643,2134,2104,2181,2457,2682,2765,5567,17686,29983,633,1176,3194,596,3427,14225,1041,8841,28893,2085,17166,41041
1341,1252,1217,1667,1634,1836,2041,2189,2329,5148,16337,29278,548,853,2382,544,2945,12153,852,7642,27051,1743,15210,40786
1009,1055,1022,1327,1458,1473,1766,1775,1899,4447,15227,28856,501,647,1713,503,2495,9946,758,6621,25416,1459,13010,39449
810,825,836,1126,1137,1241,1446,1501,1633,4221,13896,28357,381,528,1366,511,2228,8518,656,5615,23347,1158,11231,38230
686,631,728,988,947,1040,1343,1230,1457,3762,12793,27004,385,401,995,478,2050,7279,572,5004,21387,929,9621,36836
525,516,567,812,776,815,1051,1076,1124,3568,11538,26153,343,312,710,472,1947,6380,504,4518,19789,757,8136,34632
430,421,433,613,671,699,950,957,1010,3171,10493,25438,289,318,610,476,1993,5874,459,3924,18260,622,6704,32435
382,390,408,571,597,555,847,851,844,3125,9626,24444,276,277,526,448,1984,5580,392,3440,16909,545,5644,29797
302,291,308,520,523,513,729,766,742,2907,8803,23000,248,256,444,443,2054,5439,386,3054,15900,510,4717,27611
282,278,244,487,488,497,728,692,670,2744,7736,21907,242,268,447,456,1989,5512,380,2681,14991,456,3828,24617
252,269,277,408,413,425,612,613,677,2641,6813,20605,282,298,411,450,2116,5798,350,2518,14138,411,3229,22224
231,244,223,432,457,433,671,668,633,2730,6427,19288,248,354,478,484,2128,6027,323,2204,13208,354,2642,19834
229,247,221,438,423,423,625,629,657,2584,5788,18028,238,368,529,460,2116,6553,412,2028,12110,406,2072,17213
229,248,261,412,416,454,636,736,680,2746,5113,16757,232,443,659,469,2172,6913,337,1817,11842,397,1668,14891
312,278,298,437,464,563,691,688,756,2735,4752,15216,256,446,827,466,2047,7430,395,1470,11195,439,1397,13170
308,300,305,460,561,525,772,773,840,2761,4322,14003,243,589,963,489,2032,8011,400,1330,10358,472,1190,11130
357,368,397,625,632,618,845,872,924,3101,3923,12888,259,683,1187,445,1919,8527,426,1194,9734,555,900,9405
433,447,435,663,694,687,961,999,1003,3093,3601,11842,324,797,1480,463,1880,8840,449,1036,8963,625,789,7993
517,519,574,786,849,835,1098,1142,1278,3614,3317,10828,323,930,1825,469,1808,9598,522,950,8357,748,612,6594
642,698,690,951,1013,983,1255,1390,1462,3814,3177,9773,348,961,2121,444,1609,9428,571,808,7515,959,550,5474
820,855,822,1142,1146,1239,1486,1606,1668,4136,2959,8949,449,1164,2605,525,1579,9421,667,709,6823,1148,501,4661
1038,1023,1063,1450,1494,1510,1845,1924,2050,4576,2795,8068,462,1293,2997,505,1382,9525,759,637,6094,1435,458,3797
1243,1319,1312,1808,1807,1823,2073,2147,2372,4981,2676,7241,508,1490,3562,583,1260,9238,836,562,5496,1667,383,3073
1605,1614,1644,2027,2198,2228,2547,2616,2881,5598,2730,6675,713,1655,4184,612,1088,8924,1058,483,4726,2104,391,2562
2043,2051,2038,2523,2621,2785,2937,3284,3420,6186,2805,5923,731,1846,4745,746,1039,8570,1277,475,4049,2493,396,2029
2424,2561,2661,3116,3148,3387,3539,3749,4067,6980,2630,5338,971,2029,5390,830,928,7837,1521,427,3568,3113,392,1785
3166,3195,3189,3708,3946,4004,4283,4430,4722,7760,2829,4890,1226,2259,6166,1062,845,7338,1828,424,3006,3851,450,1388
3828,3858,4078,4584,4692,4904,5114,5237,5655,8437,2951,4428,1588,2471,6749,1355,735,6475,2339,414,2537,4647,483,1130
4596,4817,4967,5508,5540,5833,6012,6077,6647,9544,3117,4087,2001,2658,7478,1729,706,5993,2805,405,2128,5570,495,941
5861,5927,5987,6645,6617,6926,7151,7331,7742,10440,3328,3683,2638,2901,8006,2274,671,5277,3525,488,1828,6737,632,774
7163,7114,7173,7903,7863,8062,8418,8686,9065,11421,3680,3534,3338,3350,8690,3021,707,4426,4485,547,1513,7963,722,648
8480,8332,8679,9380,9507,9723,9975,9790,10394,13005,3884,3327,4361,3717,9236,3923,744,3834,5645,585,1302,9555,928,583
10313,10174,10495,10983,11019,11127,11726,11379,11553,14220,4296,2991,5579,4180,9717,5194,889,3230,6832,753,1166,11262,1155,479
12137,11908,12175,12776,12745,13035,13235,12807,13605,15437,4773,2959,7274,4978,10412,6854,1021,2612,8923,972,894,13197,1392,417
14256,14093,14404,14758,14730,15205,15364,14793,15439,16833,5040,2877,9301,5794,10692,9078,1385,2244,10764,1166,755,14971,1659,418
16642,16541,16648,17176,17118,17085,17469,16933,17284,18434,5753,2869,11741,6859,11512,11533,1799,1821,13362,1587,678,17234,2113,393
18974,18884,19170,19660,19275,19460,19608,18987,19471,19702,6619,2805,14710,8060,11911,14561,2390,1683,16211,2092,642,19780,2586,345
21915,21697,22011,22231,21584,21870,22140,21126,21446,21392,7042,2912,18124,9725,12269,18067,3265,1362,19540,2508,572,22230,3128,405
24838,24449,24485,24564,24100,24208,24619,23519,23679,22535,7775,2878,22125,11377,12966,22004,4285,1317,22827,3391,582,24932,3832,438
27302,27546,27571,27436,26448,26830,27051,25873,25802,24072,8943,3007,26382,13696,13494,26306,5619,1313,26774,4497,623,27305,4675,484
30702,30275,30115,30145,29291,28958,29756,27724,27568,25353,9782,3106,31096,16513,14530,31191,7464,1386,30917,5728,699,29849,5576,527
33373,33175,32928,32739,31515,31372,31549,30165,29949,26571,11105,3410,36201,19945,15700,36108,9628,1538,35687,7223,777,32602,6700,633
36226,35718,35498,34863,34147,33657,34084,32358,31998,27842,12207,3654,40747,22971,16873,40724,12471,1950,38914,9212,1013,35105,7992,754
38653,37921,37568,37091,36121,35883,35996,34438,33888,28980,13312,3997,44744,27167,18595,45031,15452,2502,42926,11532,1231,36821,9368,926
40076,39836,39553,38656,37823,37321,37423,35953,35254,29533,14752,4413,48909,31007,20182,49125,19112,3066,45470,14027,1582,38826,11242,1190
41911,41283,41137,40112,39238,38236,38828,37617,36265,30084,16118,4903,52021,34978,22094,52736,23112,4080,48880,17036,2044,39502,13159,1413
42907,42519,42260,40973,40421,39622,39707,38629,37255,30820,17551,5403,54118,39753,24670,54657,27610,5325,50250,20473,2684,40922,15051,1686
43458,43204,42821,41336,41064,40012,40025,39400,37698,30747,18843,5968,55196,43201,27288,55912,32265,6856,51558,23906,3445,40870,17210,2093
