1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
41054,40212,39043,39079,38025,35630,30109,20565,7716,47255,36842,25738,45151,32286,18979,44630,28849,13824,40991,19761,2563
40720,40468,38531,38553,38169,35661,30206,21857,8640,46381,38351,26294,44897,34252,19923,44003,31080,14477,40838,22447,3243
40155,39448,38396,37998,37656,35681,29657,23404,9448,44626,39156,26770,43626,35950,20510,42342,33132,15652,39917,25191,3788
38538,38437,37276,36750,36888,34422,29034,24521,10036,42604,40039,26825,41299,37131,21162,40680,34754,16308,38139,27417,4621
36630,36935,35747,35376,35494,33608,28405,25657,11026,40134,40510,26800,39443,38333,21546,38412,36532,17150,36663,29962,5702
34643,35018,33748,33547,33826,32424,27453,26758,12169,37152,40230,26885,36320,39048,22251,35765,37851,17990,34879,32518,6731
32267,33364,32174,31719,32125,30839,26286,27587,13171,34351,39274,26878,33553,38851,22446,33267,38065,18903,32334,34480,8138
29731,30629,30065,28930,30717,28923,25121,28240,14325,30276,38539,26437,30437,38416,22961,30579,38357,19674,29997,36852,9596
27265,27969,27594,26933,28314,27512,23642,28746,15484,27450,36694,26081,27586,38037,23374,27242,38759,20570,27127,38369,11229
24863,25607,25595,24573,26049,25150,22375,29351,16712,23983,34757,25444,24191,36946,23683,23981,38188,21652,24562,39592,13129
22034,23362,22923,22189,23845,23426,21283,29490,18048,20886,32706,24932,20805,35076,23786,21344,36829,22277,22248,40423,15162
19830,20750,20816,19941,21613,20995,19724,29466,19291,17891,30199,24212,18017,33598,24099,18392,35946,23391,19701,41337,17348
17228,18052,18113,17588,19326,19433,18239,29269,20415,15282,27782,23635,15866,31638,24198,16025,34427,23840,17318,40858,19858
15007,16061,16309,15481,17327,17648,16925,28920,21209,12917,25196,22683,13316,29389,24466,13552,32908,24837,15190,40899,22109
12860,14156,14397,13450,15120,15784,15546,28660,22472,10751,22833,21944,11186,27421,24313,11845,30648,25300,13309,39857,24868
