1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
41071,40782,40404,38938,38765,37934,30216,20133,6777,48516,38918,27122,47701,33092,17782,46343,28067,10972,41005,19747,2557
40583,40635,40048,38283,38849,37482,30285,21569,7552,48188,40644,28646,46632,35529,18789,45186,30811,11798,40803,22419,3210
39932,39515,39448,38350,38220,37299,29879,23055,8357,46404,41855,28858,45466,37598,20175,44202,33459,13073,39964,25139,3773
38486,38286,38308,36653,36964,36146,29119,24437,9117,44104,42686,29299,42701,39580,20741,41961,35689,14288,38093,27345,4583
36590,36561,36426,35203,35509,35038,28425,25440,10130,41688,43092,29682,40498,40823,21751,39603,37410,15330,36647,29967,5698
34804,34788,34368,33689,33894,33339,27400,26787,11196,38251,42483,29623,37236,41198,22921,36770,39339,16504,34900,32504,6719
32326,32852,32440,31744,31603,31449,26494,27793,12467,34477,41377,30123,34141,41121,23667,33379,40173,17988,32304,34504,8082
29752,30273,30201,29229,30090,29561,25363,28306,13675,30703,39820,29502,30560,41157,24703,30597,40622,19318,29996,36844,9565
27291,27498,27430,27095,27572,27714,23793,29035,14919,27264,37949,29230,27412,39996,25094,27160,40936,20752,27166,38301,11177
25001,24922,25335,24494,25246,25151,22416,29539,15973,23533,35281,28295,23562,38626,25636,23824,40486,21882,24590,39584,13084
22207,22624,22451,22195,22725,23076,21513,30088,17665,20372,32562,27509,20365,37118,26086,20822,39666,23282,22217,40444,15099
19869,19966,20198,20053,20604,20657,19810,30012,18823,17330,30159,26736,17625,34892,26819,18067,38598,24761,19739,41369,17346
17300,17335,17493,17912,18265,18439,18356,30033,20125,14369,27094,25494,14877,32335,26650,15365,36889,25957,17319,40865,19807
15127,15474,15439,15679,16259,16819,16950,29843,21637,12165,23820,24347,12539,30185,26919,13024,34526,26904,15164,40897,22091
12929,13472,13441,13507,14129,14521,15701,29179,22433,9951,21345,23280,10471,27255,26929,11026,32302,27842,13304,39897,24854
11226,11490,11534,11868,12383,12680,14087,28627,23872,8124,18643,22054,8564,24772,26627,9150,30475,28845,11161,38402,27511
9568,9618,10087,10317,10716,11094,12954,28059,25213,6718,16233,20453,7142,22291,26021,7639,27597,29196,9416,36918,29805
8007,8146,8358,8770,9056,9618,11771,27050,26368,5317,13912,19483,5823,19834,25904,6348,25092,29848,8246,34850,32385
6866,6926,7086,7519,8003,8139,10659,25642,27145,4393,11981,17697,4682,17376,24969,5393,22560,30223,6811,32344,34687
5549,5824,5839,6283,6515,6911,9897,24642,27998,3516,10008,16655,3837,15437,24286,4226,20293,30278,5615,30048,36400
4726,4694,4788,5365,5421,6042,8783,23394,28807,2812,8501,15502,3248,13242,23349,3461,17939,29711,4562,27558,38319
3828,3938,3967,4478,4727,4978,7882,22208,29015,2202,7163,14404,2597,11530,22918,2769,15728,29697,3822,24578,39389
3200,3208,3370,3837,4042,4255,7153,20529,29493,1847,5991,13372,2094,9887,21501,2347,14054,29004,3151,22157,41093
2607,2632,2725,3148,3206,3533,6431,19429,29540,1465,5012,12401,1723,8558,20764,1966,12335,28427,2590,19910,41114
2160,2189,2240,2603,2793,2963,5760,18236,29701,1266,4235,11309,1425,7346,19415,1550,10538,27489,2065,17270,41251
1724,1865,1815,2189,2396,2568,5193,16697,29095,973,3566,10297,1264,6325,18477,1349,9099,26540,1739,15193,40850
1382,1445,1531,1847,1988,2085,4754,15472,28766,836,3137,9714,1065,5464,17319,1044,7772,25057,1408,13342,39734
1186,1242,1244,1600,1599,1707,4241,14347,28200,703,2508,9007,845,4524,16445,915,6617,23786,1084,11320,38363
