1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
40994,40422,39996,38958,38588,36991,30096,20326,7095,48095,37765,26539,46398,32398,18408,45379,28549,12613,41023,19766,2563
40686,40655,39616,38615,38722,36892,30312,21856,7959,47180,39487,27277,45661,34963,19492,44221,31146,13370,40789,22420,3215
40094,39565,39078,38094,38216,36605,29878,23172,8736,45383,40479,27551,44812,37098,19936,43338,33282,14442,39977,25156,3762
38650,38258,37940,36846,37096,35665,29095,24490,9512,43454,41393,27931,42044,37988,21090,41498,35407,15161,38107,27329,4595
36804,36941,36264,35448,35392,34399,28364,25696,10444,40723,41464,28417,39674,39162,21647,38876,37176,16373,36649,29986,5700
34750,34806,34150,33529,34024,33114,27303,26803,11661,37852,41237,28128,36821,40228,22183,36500,38379,17183,34887,32506,6719
32383,33062,32240,31659,31944,31051,26645,27745,12771,34238,40476,28376,33843,39988,23206,33366,39075,18380,32303,34537,8087
29654,30518,30349,29387,30280,29445,25276,28346,13956,30853,39502,27492,30609,39821,23728,30353,39652,19782,30018,36835,9568
27356,27914,27684,27000,28143,27619,23859,29073,15251,27452,37186,27379,27506,39062,24287,27361,39847,20639,27168,38312,11180
24888,25159,25456,24457,25585,25362,22262,29331,16167,23709,35045,26765,23870,37773,24645,23805,39300,21768,24577,39584,13110
22009,22855,22633,22277,23193,23284,21518,29983,17923,20721,32700,26486,20910,36173,24814,21163,38523,23010,22232,40477,15098
19878,20226,20396,20121,20869,21032,19814,29873,19261,17648,30742,25456,17572,34151,25029,18223,37109,23769,19708,41347,17352
17305,17704,17815,17685,18827,18891,18289,29808,20164,14970,27437,24885,15477,31836,25530,15877,35612,25341,17325,40853,19797
15021,15693,15780,15504,16539,17187,16896,29512,21367,12492,24654,23774,12893,29527,25368,13497,33529,26043,15175,40903,22069
12863,13660,13795,13478,14592,15171,15542,28900,22521,10329,22287,22798,10855,27109,25556,11047,31772,26309,13297,39903,24878
11245,11584,11871,11723,12745,13346,14017,28328,23840,8523,19633,21722,8904,24806,25124,9508,29090,27079,11155,38429,27520
9457,9894,10278,10233,11209,11617,13144,27598,25025,6968,17107,20612,7459,22372,24987,7857,27160,28088,9413,36873,29830
7991,8258,8706,8708,9455,10258,11736,26847,26174,5618,15035,19613,6139,20308,24820,6696,24582,28563,8250,34866,32400
6762,7095,7328,7405,8190,8813,10710,25471,27090,4544,12979,18693,5102,17611,24579,5540,22136,28766,6811,32344,34689
5522,5874,6211,6293,6889,7554,9723,24120,27663,3779,11115,17362,4199,15685,24071,4471,19750,28534,5610,30048,36394
4694,4917,5146,5392,5792,6533,8861,23090,28494,2959,9608,16485,3476,13896,23304,3688,17799,28615,4562,27515,38322
3792,4097,4182,4539,5000,5598,7891,21854,28337,2442,8096,15693,2735,12128,22156,3053,15324,27836,3806,24587,39368
3215,3242,3563,3778,4274,4804,7220,20287,29040,1993,7043,14762,2357,10335,21715,2438,13721,27797,3156,22166,41112
2601,2827,3013,3158,3464,3956,6353,18883,28969,1532,5934,13714,1888,9094,20911,2058,12069,27271,2588,19877,41098
2115,2247,2450,2577,3053,3514,5795,17916,29094,1301,4956,13039,1523,7735,20084,1698,10347,26560,2073,17274,41244
1776,1923,2077,2243,2566,3092,5210,16348,28619,1072,4208,12089,1277,6602,18936,1398,8994,25539,1732,15186,40857
1427,1484,1751,1868,2124,2500,4770,15140,28085,890,3647,11361,1059,5651,18025,1185,7610,24378,1408,13338,39708
1188,1319,1458,1601,1694,2095,4348,14054,27544,745,3046,10724,891,4886,16715,968,6445,22675,1082,11333,38344
988,1083,1196,1335,1558,1857,3929,12697,27141,577,2687,9676,733,4076,15832,811,5644,21803,973,9481,36574
818,903,1015,1179,1316,1649,3686,11623,25573,487,2299,9317,656,3528,14854,714,4799,20371,807,8021,34647
708,757,886,999,1132,1517,3445,10180,24966,461,1880,8613,551,3006,13912,605,4041,18735,637,6843,32202
594,638,701,911,1004,1327,3259,9395,23802,361,1664,7780,519,2571,12768,556,3536,17156,610,5436,30326
511,565,686,816,937,1256,2979,8699,22438,325,1427,7141,437,2238,11556,549,3019,16279,472,4681,27479
521,514,585,784,895,1146,2815,7852,21354,328,1178,6582,417,1976,10841,448,2533,14694,455,3731,24948
471,434,634,718,813,1111,2874,7048,20311,288,1065,6010,389,1674,9643,451,2202,13148,447,3091,22267
473,509,555,684,747,1058,2764,6421,19007,308,1013,5612,386,1422,8868,423,1865,12170,378,2618,19553
440,501,577,726,748,1063,2746,5758,17858,298,862,5054,368,1255,8044,465,1659,10754,399,2057,17375
470,461,588,666,773,1061,2845,5258,16234,296,817,4652,403,1146,7289,434,1451,9771,415,1733,15270
513,511,630,732,860,1119,2872,4663,15585,306,815,4325,433,1063,6623,445,1294,8601,414,1394,13199
515,603,687,814,862,1102,3177,4410,14221,344,740,3992,498,958,6120,518,1150,7787,448,1134,11354
621,671,796,804,1004,1292,3115,3989,12744,358,721,3726,518,911,5672,574,1020,6973,587,905,9486
701,708,810,1000,1139,1366,3453,3846,11823,405,737,3381,533,902,4906,604,1048,6344,652,774,8130
833,871,1008,1228,1241,1501,3612,3396,10531,488,775,3316,659,897,4641,713,966,5728,751,631,6840
1049,953,1121,1350,1394,1767,3908,3199,9917,584,751,3118,767,910,4417,832,931,5037,927,532,5582
1243,1248,1383,1568,1585,2058,4359,3131,8796,704,804,2961,904,912,4044,992,911,4558,1108,474,4660
1503,1504,1618,1938,1919,2286,4638,3022,8022,837,1003,3123,1042,977,3724,1175,955,4370,1442,482,3866
