1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
40775,39099,36945,38642,36766,33629,29763,21185,8704,46098,35642,25235,44533,31771,19813,43622,28996,15700,40867,19913,2725
40416,39640,37130,38289,37136,33806,29932,22180,9548,45442,36963,25464,43799,33456,20349,43048,31137,16208,40733,22502,3426
39875,38858,36402,37851,37305,33553,29451,23514,10320,43989,38039,25430,42701,34832,20754,41669,32938,17027,40017,25308,3971
38156,37719,35756,36488,36207,32779,28523,24677,11026,41804,38663,25778,40625,36248,20905,40130,34345,17255,38048,27415,4828
36463,36698,34411,34920,35444,32367,28120,25285,11928,39783,38651,25894,38390,37031,21530,38024,35705,17921,36566,30075,5951
34616,34895,32756,33216,33542,31019,27050,26607,12912,36992,38964,25647,35968,37608,21890,35694,36553,18742,34864,32525,6926
31972,33311,31292,31375,31930,29581,26030,27251,13830,33992,38297,25343,33203,37394,22015,32930,36960,19240,32209,34604,8273
29717,30799,29641,28823,30622,28060,24861,27884,14719,30574,37514,25029,30467,37393,22130,30055,37204,19580,29923,36764,9778
26993,28628,27183,26655,28766,26853,23814,28114,15942,27270,35737,24277,27350,36804,22242,27453,37468,20187,27241,38261,11392
24765,26187,25335,24461,26384,24792,22032,28685,17019,24248,34226,23963,24120,35538,22479,24166,36879,20853,24510,39490,13296
21784,23999,23079,22127,24541,23181,20983,28675,18231,21145,32393,23452,21217,34526,22577,21818,35961,21575,22138,40305,15325
19696,21291,20930,19881,22135,21189,19774,28958,19276,18314,30413,22887,18457,32888,22649,18856,34487,22173,19703,41231,17469
17284,19056,18688,17620,20298,19434,18244,28581,20398,15484,28345,22303,16258,31197,23335,16160,33771,23178,17275,40635,19979
15050,17011,16818,15655,18127,18116,16697,28117,21353,13360,26095,21914,13778,28849,23040,14062,31443,23493,15148,40779,22177
13022,15272,14995,13471,16228,16624,15637,27631,21868,10977,23327,21156,11744,27149,23447,12036,29549,24146,13320,39567,24996
11097,13020,13602,11868,14564,14917,14068,26738,23197,9276,21509,21089,9787,24790,22898,9979,27843,24245,11154,38168,27489
9617,11284,12024,10310,12778,13432,13144,26425,24140,7724,19321,20667,8270,22602,23154,8663,25702,24982,9396,36661,29813
8096,9749,10493,8813,11242,12284,11857,25165,24872,6503,17206,19733,6748,20723,23261,7256,23184,25684,8261,34527,32212
6816,8449,9140,7420,10036,10863,10877,24031,25489,5272,15234,19476,5629,18444,22880,6052,21295,25635,6821,32033,34553
5657,7189,8138,6485,8421,9718,9849,22695,26122,4113,13389,18931,4733,16519,22717,5002,19317,26060,5616,29760,36190
4816,5989,7160,5591,7510,8892,8939,21757,26565,3456,12008,18190,4003,14569,22378,4062,17327,26246,4583,27311,38104
3973,5314,6262,4628,6487,8040,8178,20386,26583,2808,10227,17707,3190,12867,22161,3416,15078,25973,3858,24363,39130
3302,4400,5579,4008,5713,7363,7262,19063,26724,2254,8863,17450,2650,11483,22092,2835,13360,25772,3193,21913,40731
2776,3755,5006,3546,4995,6649,6578,17756,26909,1830,7685,16914,2179,9762,21368,2321,11685,25047,2635,19675,40588
2348,3223,4329,2865,4261,5981,5981,16599,26735,1462,6555,16253,1819,8500,20471,1904,10217,24881,2117,17049,40863
1952,2781,3973,2407,3880,5599,5523,15646,26323,1183,5651,15282,1490,7321,19774,1607,9003,24069,1790,15102,40413
1602,2414,3542,2050,3251,5035,5046,14318,25767,995,4811,14501,1213,6252,18938,1282,7610,23006,1429,13233,39248
1411,2093,3227,1848,2804,4502,4536,13265,25326,823,4115,14033,969,5448,17872,1088,6459,21800,1126,11240,37958
1183,1744,2893,1593,2503,4207,4309,11884,24907,650,3522,13136,836,4376,17001,953,5523,20527,1009,9445,36124
980,1500,2676,1377,2227,3844,3913,10994,23690,537,2933,12252,740,3901,15871,758,4579,19321,840,7952,34173
893,1362,2518,1182,1999,3810,3771,9748,22764,492,2451,11231,577,3281,14757,683,3955,17924,688,6822,31819
754,1216,2227,1100,1787,3455,3478,8903,21855,383,2118,10462,500,2782,13780,640,3360,16627,659,5454,29924
691,1078,2144,982,1641,3197,3335,8376,20616,387,1740,9564,463,2332,12440,530,2881,15392,509,4683,27253
688,943,2004,936,1541,3064,3219,7579,19696,338,1482,8608,436,2051,11454,542,2396,14004,504,3750,24686
652,850,1881,922,1399,2820,3084,6831,18545,335,1302,7951,392,1685,10477,446,2020,12430,470,3116,22039
603,893,1732,869,1308,2827,3066,6367,17586,300,1053,7215,385,1431,9314,434,1797,11323,430,2629,19348
577,881,1792,875,1237,2695,3008,5826,16484,282,1026,6444,387,1254,8284,429,1605,10174,438,2120,17251
657,772,1706,875,1154,2493,3162,5222,15134,301,814,5767,383,1162,7574,450,1369,8980,452,1778,15207
637,822,1708,913,1219,2489,3213,4740,14429,303,781,5337,431,986,6662,507,1183,7971,464,1455,13145
647,836,1606,1026,1286,2449,3407,4742,13313,358,784,4680,461,921,5943,552,1120,7176,470,1185,11298
804,922,1701,1073,1235,2507,3508,4287,12265,413,657,4275,533,835,5427,621,986,6266,625,973,9511
857,931,1649,1189,1380,2483,3654,4106,11275,473,704,3831,587,860,4675,660,941,5480,707,826,8087
999,1076,1767,1421,1529,2585,3880,3764,10289,544,687,3513,725,792,4330,791,941,5055,799,689,6896
1143,1153,1950,1500,1589,2647,4216,3677,9681,638,700,3121,799,909,3999,990,898,4477,963,600,5638
1431,1352,2012,1798,1790,2858,4644,3614,8715,814,809,2986,1012,940,3630,1108,1037,4004,1146,514,4770
1668,1642,2218,2105,2081,2956,5010,3511,8099,951,925,2847,1176,963,3278,1347,1020,3803,1474,533,3975
1888,1867,2490,2413,2311,3247,5536,3485,7629,1193,961,2784,1385,1142,3209,1571,1117,3560,1739,478,3225
2330,2277,2819,2855,2700,3632,6134,3512,7010,1503,1150,2775,1803,1264,3233,2023,1286,3388,2184,406,2643
2814,2650,3222,3377,3295,3842,6650,3598,6569,1816,1345,2780,2226,1428,3134,2387,1474,3321,2596,454,2256
3345,3190,3646,3873,3728,4476,7196,3811,5991,2239,1647,3022,2530,1694,3117,2812,1543,3105,3197,481,1792
4072,3828,4284,4718,4290,5018,7948,3805,5737,2865,1918,3200,3228,1892,3277,3404,1811,3175,3922,471,1479
4845,4533,4969,5670,4931,5608,8990,3990,5411,3459,2265,3418,3849,2282,3489,4096,2126,3425,4608,558,1238
5642,5361,5823,6439,5671,6395,9705,4107,5110,4202,2767,3862,4567,2495,3780,5158,2413,3528,5607,650,1038
6830,6511,6815,7582,6908,7553,10656,4523,4847,5122,3191,4466,5830,3115,4124,6020,2837,3772,6833,712,912
8171,7585,7890,8845,7902,8435,11932,4730,4617,6379,3957,4856,6867,3657,4465,7282,3242,4013,8147,856,767
9517,8736,9312,10348,9232,9647,13082,5158,4793,7905,4866,5569,8128,4238,5142,8637,3783,4299,9494,994,687
11242,10401,10795,11867,10446,11022,14150,5422,4614,9275,5591,6414,9779,4987,5806,10159,4340,4827,11244,1235,585
12958,11826,12386,13616,12068,12493,15529,6081,4568,11275,6541,7204,11686,6138,6226,12022,5045,5246,13042,1417,579
15126,13978,14161,15499,13860,13918,16757,6647,4496,13203,7850,8277,13670,6800,7065,13966,6016,5833,15220,1777,536
17386,16040,15747,17564,15344,15563,18186,7126,4694,15451,9176,9166,16165,8046,7680,16545,6860,6332,17493,2215,506
19403,18001,17692,19661,17506,17050,19590,7943,4668,18390,10632,10512,18695,9257,8700,18723,7801,6940,19667,2716,532
21916,20092,19984,21925,19360,19059,20753,8642,4793,21094,12215,12003,21240,10520,9614,21436,8989,7576,22449,3283,565
24367,22703,22164,24375,21408,20852,22460,9313,4896,23872,14197,13279,24228,12246,10604,24276,10262,8465,24841,3936,582
27067,25126,24608,26799,23576,23059,23764,10395,5184,27526,16025,14700,27619,13685,11732,27229,11531,9052,27453,4744,650
29804,27319,26653,28673,25270,24418,24745,11318,5253,30420,18109,15937,30204,15342,12698,30280,13113,9699,29690,5826,687
31876,29814,28851,31476,27813,26232,25984,12520,5713,33888,20422,17578,33446,17490,13620,33041,15025,10377,32379,6961,789
34396,31734,30998,33168,29852,28101,26714,13412,6064,36725,22882,18678,36073,19546,14620,34998,16627,11316,34560,8126,926
36419,34156,32705,34942,31750,29429,27867,14323,6266,39482,25174,20140,38333,21551,15570,38232,18588,12185,36894,9639,1062
38065,35832,34005,36137,33232,30995,28553,15692,6747,42045,27374,21688,41213,23916,16638,40338,20813,12632,38236,11473,1258
39747,37030,35169,37486,34915,31701,29354,17217,7313,43528,29936,22557,42928,25953,17286,41564,22599,13353,39823,13165,1590
40234,38201,36049,38613,35569,32798,29520,18310,7564,45485,31841,23557,43687,28030,18079,42717,24589,14060,40363,15147,1862
40629,39113,36743,39030,36785,33813,29619,19561,8284,45988,33637,24360,44508,29861,19077,43453,27083,14909,41131,17347,2306
