1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
40983,39488,37278,38692,36852,33893,29654,20884,8742,46065,35857,24839,44587,32023,19618,43731,28816,15255,40967,19823,2722
40243,39747,37157,38246,37209,33909,29680,22367,9507,45569,36910,25640,43605,33639,20399,42873,30834,16044,40788,22555,3370
39945,38727,36487,37615,37160,33703,29212,23624,10298,43790,38341,25710,43019,35032,20680,41810,32832,16846,39871,25238,3934
38370,37960,36110,36319,36192,32945,28610,24614,10974,41815,38486,25800,40573,36211,21167,40280,34246,17252,38061,27326,4746
36474,36511,34680,35158,35116,32290,27982,25517,11839,39901,39017,25877,38577,37366,21707,37577,35508,17777,36588,30066,5852
34561,35154,32790,33241,33742,31249,27170,26558,12890,36811,38892,25799,36017,37776,21847,35907,36774,18424,34810,32597,6961
32001,33254,31231,31303,32259,29653,26268,27537,13684,33649,38172,25300,33452,37529,22017,33213,37062,19307,32267,34540,8250
29635,30924,29421,29024,30615,28397,24991,27763,14744,30651,37989,25254,30585,37098,22132,30176,37626,19858,29966,36931,9726
27155,28702,27250,26677,28569,26771,23718,28315,15872,27412,35962,24516,27403,37033,22510,27326,37473,20293,27127,38225,11384
24546,26112,25520,24129,26573,24846,22255,28464,16691,23886,34232,24075,24200,35686,22404,24198,36651,21092,24526,39444,13263
21908,23786,22985,22011,24257,23345,21029,28928,18258,21319,32580,23617,21373,34515,22532,21634,36229,21705,22072,40331,15296
19684,21250,21063,19852,22181,21288,19663,28768,19192,18307,30221,23026,18328,32790,22942,18710,34951,22311,19710,41260,17553
17206,18887,18701,17670,20083,19475,18231,28545,20304,15462,27904,22686,15852,30901,22946,16421,33322,23166,17320,40753,19894
15058,16879,16841,15619,18014,18273,16825,28299,21318,13196,25953,21833,13539,28948,23347,13760,31666,23384,15144,40665,22171
13049,14956,15086,13716,16199,16305,15400,27561,21951,11162,23648,21524,11607,27183,23167,11795,29810,24320,13310,39663,24889
11097,12871,13198,11826,14367,14955,14141,26731,23147,9433,21317,20911,9748,24845,23179,10170,28042,24487,11150,38224,27619
9492,11070,11935,10396,12560,13387,13043,26310,24271,7611,19296,20440,8196,22772,23058,8710,25827,24908,9445,36626,29776
8145,9623,10385,8835,11269,12007,11836,25286,24846,6395,17152,19768,6725,20646,22877,7233,23649,25803,8195,34550,32306
6760,8308,9202,7531,9926,10774,10834,24079,25400,5261,14985,19644,5717,18362,23037,6139,21441,25942,6838,32075,34494
5571,7129,7960,6419,8464,9696,9893,22943,26316,4190,13244,18791,4610,16501,22903,4936,19165,26194,5638,29851,36169
4779,5950,6951,5476,7357,8777,8953,21857,26703,3384,11923,18423,3817,14416,22716,4058,17264,25940,4622,27250,38132
3972,5127,6109,4635,6502,7900,7980,20546,26929,2833,10122,17849,3187,12960,22318,3429,15235,26083,3835,24388,39240
3332,4344,5451,3940,5731,7166,7375,19129,27011,2273,8874,17353,2621,11229,21768,2770,13371,25835,3193,21967,40765
2830,3711,4849,3442,4756,6472,6679,17856,26904,1749,7449,16664,2165,9775,21067,2297,11758,25418,2620,19779,40796
2271,3151,4229,2840,4182,5855,6023,16859,27111,1432,6380,15799,1705,8549,20531,1961,10150,24776,2117,17100,40886
