1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
40775,39253,36933,38693,36663,33532,29537,20997,8727,46051,35503,24847,44213,31953,19789,43171,29114,15482,40971,19925,2774
40299,39343,36798,38103,36964,33583,29826,22275,9669,45140,37058,25553,43575,33635,20531,42815,30772,16261,40682,22604,3445
39797,38721,36437,37194,37048,33671,29575,23599,10323,44006,37856,25818,42912,34944,20673,41562,32887,17073,39960,25284,4042
38312,37837,35483,36595,36250,32544,28466,24613,11293,41820,38465,25804,40702,36075,21126,39979,34451,17218,38127,27451,4816
36210,36641,34445,35066,35037,31877,27852,25677,11982,39555,38786,25661,38719,37125,21797,37803,35613,17913,36571,30027,5933
34340,34858,32621,32983,33725,30913,27209,26520,12970,37039,38856,25551,35934,37406,21850,35530,36507,18486,34846,32517,6915
32024,33384,31138,31221,32048,29426,26199,27353,13968,33672,38107,25550,33418,37453,22132,33041,36868,19139,32216,34546,8344
29678,30910,29483,29051,30567,28023,24958,27980,14886,30934,37254,25007,30173,37050,21990,30332,37521,20039,29901,36841,9797
27098,28710,27026,26775,28701,26812,23442,28332,16077,27677,35753,24449,27164,36616,22402,27309,37265,20193,27100,38212,11355
24878,26211,25324,24367,26715,24633,22115,28372,17046,24206,34334,24029,24221,35298,22689,24172,36401,20892,24575,39535,13317
22115,23928,23002,22065,24309,23033,21199,28935,18185,21055,32668,23596,21536,34598,22361,21717,35758,21057,22189,40267,15380
19642,21450,21014,19896,22362,21148,19647,28589,19282,18144,30365,22754,18633,32864,22874,18564,34960,22205,19664,41211,17496
17384,19035,18715,17800,20157,19619,18193,28326,20068,15779,28217,22267,16016,30888,22397,16269,33117,22731,17302,40593,20004
14942,17110,16930,15512,18268,18206,16708,28137,21204,13215,26151,21771,13736,29181,22870,13941,31540,23679,15163,40607,22227
12872,15124,15135,13432,16321,16594,15644,27419,22062,11128,23691,21037,11703,26883,23069,12022,29617,24161,13275,39598,24964
11110,13062,13564,11855,14476,15052,13985,26805,23016,9354,21570,20804,9993,24833,22803,10343,27580,24258,11216,38210,27452
9522,11394,12076,10555,12999,13489,13089,26192,23791,7708,19447,20472,8384,22482,23185,8729,25552,24926,9379,36510,29822
8083,9817,10423,8742,11441,12434,11800,25110,24817,6395,17218,19857,6867,20580,23098,7283,23500,25705,8276,34524,32217
6935,8322,9368,7579,10048,10965,10781,24207,25440,5137,15077,19358,5698,18409,22829,6047,21250,25754,6800,32099,34483
5718,7265,8239,6484,8591,9762,9955,22707,25945,4254,13473,19032,4713,16534,22902,4974,19282,25934,5653,29657,36250
4883,6182,7237,5580,7503,9073,8922,21568,26499,3452,11732,18346,3821,14629,22669,4096,17104,25911,4604,27258,37944
3981,5373,6265,4659,6723,8233,8059,20272,26362,2815,10395,18031,3180,12945,22102,3449,15300,25791,3873,24392,39175
3400,4523,5672,3986,5869,7471,7288,18975,26817,2348,8997,17458,2656,11295,21919,2828,13386,25785,3198,21871,40551
2879,3863,5106,3470,4938,6724,6602,17818,26747,1854,7705,16960,2163,10004,21316,2337,11725,25192,2617,19658,40592
2255,3274,4368,2891,4383,6180,6187,16709,26874,1515,6593,16185,1759,8575,20445,1874,10141,24655,2112,17116,40825
1922,2897,4058,2456,3829,5640,5571,15308,26135,1206,5567,15294,1546,7325,19751,1620,8862,23746,1766,15092,40350
1618,2515,3795,2081,3359,5212,4877,14248,25760,960,4851,14495,1169,6169,18900,1301,7610,23054,1444,13216,39351
1379,2090,3411,1816,2919,4701,4662,13361,25209,863,4080,14077,1021,5463,17975,1096,6495,21732,1131,11212,37781
1171,1845,3010,1625,2638,4314,4237,11956,24948,715,3472,13183,820,4567,16967,927,5542,20747,1022,9410,36172
952,1549,2877,1374,2335,4025,3948,10993,23462,587,2895,12255,708,3961,15844,811,4636,19258,842,7949,34131
839,1397,2593,1145,2053,3762,3714,9788,22663,476,2463,11319,628,3304,14798,680,4064,17841,687,6784,31870
804,1198,2386,1136,1879,3542,3624,8961,21647,377,2128,10581,516,2693,13642,629,3452,16654,664,5449,29891
688,1140,2183,1047,1669,3287,3350,8258,20863,323,1725,9688,471,2388,12528,559,2854,15454,522,4686,27079
692,1017,2002,943,1548,3258,3190,7766,19421,316,1540,8807,430,1988,11219,489,2441,14067,503,3808,24619
639,904,1969,888,1334,3042,3102,6781,18630,298,1275,7891,406,1700,10356,422,2053,12360,511,3079,22013
618,939,1805,900,1330,2923,3092,6407,17439,286,1144,7270,381,1412,9272,450,1822,11248,407,2655,19378
622,848,1797,918,1258,2777,3108,5762,16315,274,985,6339,369,1265,8402,486,1554,9991,448,2109,17266
630,837,1725,896,1246,2662,3101,5251,15196,294,849,5862,403,1099,7498,436,1316,9061,470,1782,15116
659,810,1750,931,1214,2557,3165,4783,14200,329,808,5196,409,1015,6767,493,1197,8040,464,1427,13118
703,871,1662,1004,1232,2416,3403,4638,13227,372,716,4647,464,932,5942,546,1078,7167,515,1157,11279
801,957,1734,1095,1303,2580,3472,4280,11984,402,717,4329,519,859,5416,584,1029,6256,634,973,9476
907,957,1703,1256,1369,2619,3772,4110,11400,483,682,3765,607,863,4764,691,942,5587,699,820,8148
1004,1114,1862,1414,1523,2514,4034,3818,10335,596,715,3451,735,826,4251,803,840,4915,796,702,6891
1192,1223,1907,1590,1611,2665,4226,3710,9589,603,714,3167,815,899,3819,927,929,4532,988,611,5679
1468,1374,2117,1853,1767,2910,4618,3560,8734,807,779,2985,1026,930,3649,1149,995,4048,1138,546,4740
1668,1619,2215,2078,2149,2991,4949,3561,8114,934,917,2876,1184,944,3415,1323,1062,3798,1499,552,3988
1945,1907,2588,2469,2359,3239,5584,3509,7628,1232,950,2730,1401,1086,3261,1641,1113,3483,1777,486,3230
2266,2255,2779,2865,2740,3556,6066,3569,6824,1422,1133,2805,1778,1212,3197,1896,1321,3381,2208,412,2633
2717,2667,3226,3337,3179,3882,6598,3647,6566,1848,1355,2803,2080,1423,3107,2386,1403,3287,2575,449,2259
3332,3216,3551,4020,3740,4380,7153,3668,6163,2275,1578,2903,2582,1689,3165,2822,1614,3087,3213,512,1826
4090,3734,4370,4769,4238,5074,8024,3720,5850,2775,1859,3161,3207,1899,3291,3344,1875,3268,3948,491,1467
4790,4402,4985,5639,4917,5605,8843,4015,5497,3524,2264,3450,3880,2308,3564,4029,2146,3345,4580,579,1259
5687,5403,5836,6342,5728,6410,9769,4194,5169,4302,2766,3841,4774,2594,3798,4966,2377,3404,5653,640,1082
6904,6435,6747,7589,6854,7483,10739,4451,4969,5298,3300,4373,5642,3077,4114,6131,2829,3719,6776,722,965
8215,7503,7995,8777,7851,8445,11777,4740,4753,6403,3966,4947,7025,3577,4552,7261,3343,4063,8169,892,775
9422,8818,9323,10292,9023,9509,13138,5166,4720,7631,4742,5515,8142,4464,5184,8575,3855,4329,9464,1005,692
11146,10447,10721,11800,10598,10946,14329,5507,4709,9370,5546,6313,9977,5104,5663,10365,4439,4831,11231,1230,614
13075,11806,12374,13765,11998,12330,15485,6073,4746,11117,6556,7343,11685,5903,6210,12117,5108,5344,13045,1456,623
15130,13849,14102,15320,13793,13971,16754,6678,4604,13277,7919,8244,13871,6713,7026,13991,5849,5806,15167,1800,564
17300,15892,15734,17472,15425,15459,17985,7241,4640,15570,9244,9446,16136,7879,7898,16383,6871,6420,17499,2245,512
19497,18198,17661,19721,17360,17193,19545,7945,4719,18219,10607,10501,18622,9363,8572,19016,7769,7046,19648,2704,554
21976,19906,19916,22033,19048,19025,20831,8813,4947,20942,12403,11685,21189,10783,9695,21524,8939,7725,22413,3313,554
24361,22549,22098,24327,21254,20633,22448,9588,4939,24366,14194,13423,24235,12048,10621,24447,10417,8440,24873,3927,606
26998,25019,24584,27048,23582,22914,23797,10500,5334,27374,16142,14484,27339,13835,11545,27392,11673,9074,27494,4756,629
29827,27225,26570,28732,25328,24456,24753,11318,5357,30435,18094,16156,30639,15562,12746,30334,13231,9834,29737,5827,691
31975,29682,28806,31221,27824,26356,25856,12421,5756,33855,20440,17342,33305,17614,13825,33010,15072,10739,32321,6971,833
34285,31728,30717,33230,29753,27729,26822,13306,6080,36696,22689,18628,35971,19654,14568,35419,16857,11306,34591,8107,947
36370,33934,32345,34822,31568,29416,27834,14370,6349,39427,25376,20141,38861,21670,15732,37974,18861,12199,36788,9735,1061
38299,35717,33903,36243,33182,30616,28581,15631,6789,42004,27483,21790,40809,23673,16842,40358,20729,12834,38260,11458,1295
39400,36786,35118,37476,34522,31730,29493,17160,7398,44165,29883,22535,42462,25857,17454,41739,22745,13655,39734,13166,1650
40259,38312,35953,38593,35949,32681,29641,18352,7853,44943,31843,23621,43554,28073,18370,42857,24480,14363,40323,15164,1888
40626,38919,36635,39098,36516,33568,29702,19631,8320,45776,33375,24146,44318,30083,19007,43414,27100,15022,41093,17421,2335
