1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
41190,40371,39240,39053,38097,36388,30131,20389,7486,47283,37214,26199,46115,32530,18953,44937,28845,13389,41038,19762,2573
40486,40455,39155,38758,38358,36288,30101,21940,8173,46606,38866,26731,44954,34605,19860,44173,30852,14069,40786,22427,3215
40076,39616,38755,38143,38027,36115,29766,23118,9180,45315,40000,27161,43715,35986,20279,42621,33333,15017,40019,25155,3785
38577,38394,37546,36998,36894,34996,29045,24660,9815,42790,40558,27448,41553,37810,20865,41154,35200,15809,38104,27362,4596
36715,36806,36086,35463,35592,34114,28334,25609,10808,40608,40983,27319,39394,39007,21631,38385,36627,16909,36665,30009,5706
34891,34948,33954,33328,34250,32495,27592,26829,11860,37605,40971,27268,36685,38952,22429,36517,37775,17364,34892,32489,6738
32294,33185,32210,31692,32045,31039,26280,27866,12954,34226,39677,27655,33482,39363,22845,33261,38810,18782,32314,34512,8120
29754,30766,30186,29174,30382,29376,25120,28222,14286,30624,38710,27263,30665,38739,23439,30495,38917,19684,29974,36858,9574
27179,27966,27809,26811,28197,27652,23836,29004,15343,27492,37074,26793,27502,38176,23663,27163,39279,20632,27195,38339,11175
24921,25506,25612,24468,25811,25267,22325,29443,16465,24180,34912,25992,23923,37377,23927,24291,38738,21554,24545,39604,13077
22045,23234,22788,22241,23403,23369,21313,29732,17998,20939,32602,25549,21074,35856,23991,21209,37813,22487,22236,40439,15146
19861,20487,20636,19910,21264,21070,19735,29689,19082,17528,30504,24610,17977,33576,24838,18141,36513,23537,19719,41366,17337
17251,17912,17948,17715,19202,18996,18247,29540,20132,15078,27630,23786,15728,31685,24933,16079,34934,24522,17311,40864,19814
14978,15923,16088,15631,16925,17473,17022,29246,21628,12877,25215,23143,13131,29744,24905,13443,32875,25362,15175,40868,22113
12937,13955,14033,13487,14912,15305,15565,28884,22463,10553,22625,22189,11032,26770,24717,11333,30838,25879,13282,39885,24922
11095,11870,12207,11712,13088,13669,14136,27765,23922,8676,19903,21773,9350,24845,24586,9548,29072,26736,11189,38417,27533
9483,9998,10795,10274,11457,12000,12998,27249,24715,7151,17814,20512,7782,22487,24493,8159,26243,27128,9406,36884,29793
7903,8439,9033,8660,9742,10660,11735,26419,26050,5796,15539,19705,6340,20306,24156,6772,24057,27642,8224,34835,32421
6711,7253,7756,7491,8632,9290,10726,25217,26581,4672,13436,18842,5204,17762,24050,5635,22058,27753,6803,32291,34673
5503,6157,6497,6349,7143,8080,9867,23964,27490,3929,11726,17853,4243,15993,23450,4444,19610,28112,5609,30058,36415
4762,5095,5345,5322,5951,7061,8837,22759,27919,3065,10319,17034,3577,13930,22848,3813,17411,27913,4555,27515,38317
3833,4133,4555,4509,5327,6133,7864,21349,28183,2511,8678,16244,2895,12371,22470,3114,15642,27564,3811,24594,39344
3193,3461,3870,3858,4577,5215,7185,20063,28341,2068,7472,15584,2457,10809,21444,2532,13485,27352,3154,22130,41062
2643,2862,3260,3243,3710,4478,6467,18589,28648,1596,6281,14878,1951,9256,21026,2091,11919,26487,2595,19888,41107
2118,2385,2802,2625,3212,3965,5811,17626,28737,1300,5390,14068,1587,7861,20057,1778,10355,25985,2069,17252,41200
1737,2012,2252,2193,2817,3482,5335,16364,27995,1115,4519,13146,1263,6887,19278,1428,9004,24952,1726,15180,40833
1460,1567,2025,1917,2278,2993,4704,15002,27692,883,3962,12178,1116,5857,18486,1209,7776,23759,1411,13337,39735
1233,1425,1674,1626,1932,2547,4357,13855,27118,744,3428,11658,916,5041,17371,963,6502,22530,1084,11298,38331
1017,1133,1463,1361,1768,2284,3987,12536,26604,656,2925,10864,747,4287,16171,927,5577,21192,972,9500,36519
818,970,1230,1214,1405,2046,3802,11390,25224,539,2480,10111,635,3672,15004,699,4705,19949,804,8022,34616
727,814,1102,1010,1345,1925,3423,10232,24392,423,2046,9368,582,3136,14096,654,4059,18633,646,6844,32232
619,739,936,943,1083,1723,3288,9306,23246,369,1775,8471,484,2747,12946,564,3441,17124,606,5448,30277
590,629,894,846,1091,1610,3081,8588,22061,368,1505,7812,433,2207,11939,548,2927,15797,474,4657,27494
536,578,778,818,951,1494,2907,7824,21056,348,1282,7213,404,1942,10803,428,2580,14485,453,3741,24899
494,529,774,779,920,1392,2778,7065,19883,309,1092,6591,375,1686,9860,445,2118,13032,453,3097,22241
480,552,720,720,856,1369,2826,6376,18671,280,973,6060,388,1402,8915,419,1886,11835,374,2618,19534
450,550,732,772,815,1307,2765,5727,17703,253,888,5411,427,1296,8005,427,1651,10599,404,2064,17391
515,559,685,669,820,1339,2928,5228,16064,278,818,4916,394,1166,7537,464,1487,9423,411,1735,15243
523,556,770,777,974,1349,2894,4708,15239,323,718,4612,434,1086,6713,497,1264,8649,417,1386,13204
547,626,780,828,985,1391,3138,4480,13952,320,701,4174,430,937,6086,469,1167,7625,447,1138,11334
629,726,926,891,1040,1478,3208,4081,12682,370,697,3838,525,921,5460,545,990,6711,584,902,9488
700,743,973,1013,1162,1594,3460,3833,11575,433,704,3603,607,865,4985,665,930,6009,655,780,8142
850,917,1104,1242,1377,1725,3681,3433,10624,468,732,3442,682,884,4491,751,956,5459,751,630,6836
1067,983,1293,1432,1437,1944,3935,3295,9797,626,751,3204,828,921,4178,894,926,5049,925,539,5602
1306,1241,1482,1643,1625,2149,4448,3229,8895,727,865,3008,888,971,3918,996,976,4493,1110,471,4661
1528,1505,1743,1922,1977,2412,4810,3174,8086,886,989,2994,1117,965,3756,1258,1034,4083,1441,479,3870
1704,1852,2065,2252,2284,2755,5378,2988,7504,1151,1017,3029,1272,1133,3569,1442,1066,3880,1711,410,3149
2101,2188,2426,2596,2702,3112,5901,3049,6704,1358,1206,2993,1647,1198,3575,1710,1101,3643,2136,351,2572
2665,2651,2885,3106,3291,3600,6397,3042,6162,1682,1301,3082,2016,1349,3423,2153,1187,3541,2565,373,2136
3192,3257,3394,3795,3901,4255,7007,3195,5791,1962,1659,3309,2270,1609,3537,2561,1392,3348,3146,412,1702
3904,3858,4134,4482,4294,4888,7870,3207,5289,2614,1917,3541,2890,1720,3701,3233,1552,3287,3905,402,1378
4703,4629,4870,5471,5236,5547,8704,3396,4766,3062,2309,3770,3511,2156,3785,3709,1737,3392,4575,486,1148
5556,5613,5807,6142,5930,6672,9704,3389,4524,3867,2801,4276,4336,2435,3976,4684,1962,3449,5593,559,958
6721,6706,6880,7383,7271,7774,10470,3676,4159,4798,3268,4856,5341,2882,4111,5591,2332,3565,6809,636,803
8148,7998,8215,8658,8548,8775,11713,3978,3868,5812,3894,5315,6202,3274,4532,6776,2597,3643,8146,809,656
9417,9284,9807,10131,9761,10155,13082,4372,3878,7292,4722,5886,7734,3855,4987,8234,3036,3982,9472,911,580
11114,11050,11218,11826,11237,11691,14238,4666,3702,8766,5322,6638,9201,4481,5636,9675,3482,4202,11197,1128,473
12984,12574,13153,13685,12780,13304,15795,5121,3603,10528,6543,7753,11064,5389,5949,11591,4125,4426,13058,1317,466
15149,14821,14923,15454,14774,15106,16832,5788,3402,12686,7613,8800,13115,6169,6799,13556,4754,4873,15220,1686,414
17428,16761,16838,17499,16524,16881,18100,6263,3474,15034,9228,9543,15389,7241,7295,15795,5631,5186,17524,2115,391
19622,19307,18703,19728,18596,18575,19630,7031,3452,17899,10459,10802,18050,8557,8068,18525,6385,5685,19712,2588,408
21977,21268,21361,22184,20762,20889,20927,7744,3484,20498,12303,12073,21047,9779,8912,21115,7585,6109,22483,3150,420
24608,23898,23783,24715,22840,22629,22707,8462,3576,23882,14216,13582,24008,11121,9671,24242,8626,6624,24896,3803,462
27228,26449,26534,26787,25084,25046,23990,9541,3921,27406,16069,14864,27074,12821,10526,27289,10126,7196,27507,4625,488
29927,28876,28676,29088,26996,26811,25183,10463,3915,30672,18349,16278,30367,14622,11538,30118,11426,7670,29781,5683,548
32162,31241,31245,31580,29607,28651,25809,11384,4261,34030,20631,17640,33543,16621,12450,33407,13389,8389,32386,6824,639
34631,33371,33190,33581,31427,30498,27199,12526,4556,37324,23233,19022,37271,18760,13329,35887,15322,8998,34710,7950,777
