1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
40883,39717,37989,39070,37324,34330,29927,20657,8404,46585,35892,25047,44893,32110,19233,44025,29075,14869,41008,19880,2675
40706,39847,37443,38137,37641,34512,29732,22042,9214,45505,37128,25734,44568,33872,20404,43267,30809,15752,40810,22411,3281
39657,38894,37310,37750,37407,34191,29546,23419,10042,44171,38091,26037,43068,35620,20841,41801,32788,16364,40001,25232,3861
38228,38017,36268,36445,36396,33466,28700,24804,10780,42160,39107,26285,41218,36198,21231,40032,34656,16886,38041,27396,4682
36715,36586,34891,35379,35168,32922,28037,25627,11502,40096,39543,26332,38583,37337,21565,37884,36210,17952,36691,30029,5830
34580,35013,33271,33067,33822,31233,27136,26648,12603,37294,39011,26177,36268,38157,21811,35856,36859,18092,34885,32532,6857
32053,33409,31450,31442,32143,29840,26091,27378,13762,33969,38754,25875,33394,37663,22076,33122,37505,18943,32265,34556,8154
29674,30872,29816,28981,30560,28310,24942,28117,14815,30501,37399,25532,30662,37656,22743,29846,37867,19899,29929,36850,9742
27180,28394,27315,26843,28345,27030,23641,28380,15845,27626,35974,25014,27249,37149,22672,27513,37741,20395,27164,38265,11237
24855,25971,25538,24344,26359,25248,22220,28637,16906,24306,34567,24489,24136,35903,22875,24160,37371,21020,24551,39546,13297
21944,23672,23158,22063,24211,23234,21126,29157,18282,20974,32376,24008,21292,34634,22836,21569,36021,21781,22194,40353,15175
19637,21127,20835,19976,22157,21198,19785,29108,19374,18257,30414,23407,18270,32889,23338,18612,35276,22560,19749,41335,17373
17199,18699,18611,17683,19890,19322,18110,28760,20234,15773,28028,22710,16011,31380,23400,16253,33845,23148,17310,40805,19922
15043,16734,16575,15552,17918,18218,16861,28407,21358,13203,25879,22314,13732,29123,23409,13913,32109,23869,15081,40774,22167
12998,14806,14716,13395,15977,16169,15554,27895,22184,10922,23411,21555,11446,27198,23283,11863,29725,24736,13284,39838,24903
11070,12801,13133,11832,14143,14586,14089,27044,23357,9167,21119,21311,9723,24877,23215,10029,28019,24976,11130,38302,27504
9470,10807,11672,10301,12498,13045,13105,26636,24076,7712,18981,20481,8124,22822,23412,8402,26048,25339,9456,36757,29855
8083,9349,10018,8739,10853,11746,11794,25477,25316,6204,17057,20039,6678,20425,23644,7189,23492,26039,8226,34651,32439
6842,8039,8824,7519,9434,10597,10732,24346,25809,5125,14709,19297,5616,18133,23074,5876,21416,26650,6805,32150,34583
5579,6883,7644,6425,8068,9265,9868,23316,26555,4191,13006,18585,4709,16408,22992,4909,19511,26457,5610,29928,36351
4840,5727,6615,5385,6909,8474,8937,21949,27029,3208,11509,18040,3769,14531,22684,3965,17225,26386,4579,27344,38128
