1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
40853,39878,38366,38925,37333,34813,29888,20823,8308,46670,36133,25452,44935,32137,19411,44298,28775,14790,40989,19840,2639
40662,39907,38035,38482,37907,34991,30023,21979,9021,45855,37851,26008,44350,33938,20224,43306,30458,15382,40797,22478,3256
40016,39226,37507,37921,37238,34622,29539,23426,9795,44308,38731,26637,43160,35686,20658,42290,32911,16079,40043,25200,3825
38477,38035,36509,36588,36591,33739,28628,24455,10591,42232,38999,26266,41364,36601,21406,40432,34598,16716,38071,27358,4680
36604,37028,35292,35254,35313,32868,28055,25695,11417,40491,39813,26412,38920,37887,21466,38124,35770,17428,36677,30106,5787
34757,35022,33360,33335,33935,31811,27461,26651,12502,37152,39209,26267,36238,38355,21978,35667,37372,18363,34914,32456,6798
32210,33241,31427,31323,32353,30139,26369,27509,13476,33750,39026,26271,33324,38082,21993,33114,37673,18800,32222,34578,8189
29559,30925,30022,29143,30535,28827,25245,27996,14707,30670,37938,26080,30591,37975,22716,30177,37868,19886,29991,36840,9631
27098,28327,27448,26783,28584,27130,23623,28601,15842,27368,36519,25129,27446,37490,22831,27501,37706,20450,27150,38357,11245
24825,25774,25693,24415,26397,25281,22116,29012,16878,24229,34473,24678,23973,36010,22947,24064,37797,20964,24599,39559,13165
21935,23573,22872,22067,23923,23253,21226,29319,18074,21028,32483,24298,21127,34748,23145,21331,36795,22029,22150,40438,15225
19745,21026,20946,19895,21761,21159,19511,29319,19202,18167,30400,23615,18422,32951,23481,18522,35550,22871,19727,41273,17412
17232,18475,18440,17618,19822,19307,18171,28991,20246,15537,28078,22956,16121,31447,23563,16196,33814,23291,17353,40857,19879
14915,16565,16483,15486,17646,18000,16879,28667,21397,12946,25465,22551,13490,29027,23854,13733,32135,24453,15122,40815,22173
12985,14449,14656,13607,15699,16021,15501,27835,21942,11008,23283,21667,11446,27163,23747,11768,30164,24852,13263,39782,24836
