1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
41131,40879,40962,38774,39208,38878,30111,20038,6529,53336,47239,34328,49843,34241,16334,48824,24908,3615,41091,20000,2551
40739,40491,40081,38791,38403,37879,29889,21327,7354,52019,48918,35881,49036,37337,17815,48195,28407,4498,40822,22263,3197
39505,39640,39549,37656,37802,37610,29315,22824,7998,49848,49929,38117,47636,40030,19407,46638,32016,5721,40086,24914,3991
38214,38461,38053,36890,36636,36654,28871,24106,8959,47343,50518,39762,45012,41868,21006,44205,35627,6887,38368,27625,4751
36574,36821,36441,35125,35297,34855,28215,25149,9947,43960,49632,40684,42319,43620,22598,41189,38241,8511,36564,30274,5483
34442,34465,34432,33560,33673,33747,27385,26501,10856,39691,47918,40658,38483,44197,23894,37966,41116,10381,34656,32495,6766
32153,32812,32488,31252,31637,31699,26188,27451,12176,35323,45382,40269,34881,44615,25073,34704,43549,12405,32390,34810,8121
29616,29836,30075,29218,29100,29243,25070,28449,13314,30943,42329,39584,31048,43907,26635,31001,44917,14822,29889,36580,9572
27336,27208,27262,26992,26848,27097,23923,29060,14523,27021,38567,37949,26999,43270,27453,26978,45936,17256,27622,38543,11147
24799,24993,24810,24793,24965,24967,22615,29664,15803,22702,34760,36934,23084,41214,28635,23917,46077,19855,24655,39483,12926
22502,22476,22489,22295,22533,22542,21467,29942,17081,19073,30768,34416,19850,38967,29581,20261,45849,22464,22211,40519,15156
19832,20048,20128,20250,20349,20312,19778,30375,18802,15789,26536,31308,16780,36737,30104,17258,44606,25487,19625,41246,17451
17290,17524,17433,17838,17952,18143,18383,29909,19879,12792,22364,28270,13727,33483,30444,14481,42767,28112,17385,40855,19778
15380,15160,15395,15778,15863,16036,17006,29795,21313,10402,18901,25321,11570,30335,30340,12076,40675,30764,15122,40382,22047
13261,13206,13366,13697,14159,14041,15795,29343,22351,8126,15485,22069,9322,27517,30081,9867,37915,32809,12953,39771,24812
11183,11524,11441,12053,12119,12360,14152,28988,23876,6526,12591,19135,7649,24334,29506,8067,34612,35011,11302,38521,27258
9558,9498,9745,10336,10462,10698,13060,28071,25138,5094,10196,16093,6049,21842,28655,6454,31869,36673,9624,36648,30030
8106,8128,8179,8753,8878,9318,11985,27084,26225,4076,7867,13267,4901,18852,27753,5186,28649,37907,8058,34426,32341
6868,6825,6898,7601,7821,7786,10806,26217,27261,3183,6198,10953,3934,15953,27149,4199,25506,38018,6662,32448,34814
5794,5683,5721,6433,6609,6582,9628,25101,28292,2523,4762,9000,3211,14030,25228,3490,22559,38429,5727,30004,36532
4755,4830,4718,5457,5484,5583,8621,23504,28932,1968,3466,6974,2630,12110,23918,2763,19667,38535,4668,27345,38314
3806,4016,3949,4478,4592,4691,8087,22436,29309,1547,2832,5664,2066,10210,22646,2315,17220,37919,3794,24772,39872
3191,3173,3246,3793,3802,4038,7293,21194,29615,1240,2100,4396,1739,8872,21288,1828,15111,36796,2994,22336,40843
2576,2722,2723,3143,3262,3277,6447,19577,29975,1006,1524,3473,1414,7352,19371,1423,12920,35297,2573,19684,41063
2125,2147,2131,2619,2795,2655,5679,18310,30232,801,1091,2466,1180,6274,18506,1212,11203,33840,2107,17369,41214
1797,1713,1831,2278,2235,2290,5088,16990,29565,658,903,1910,919,5263,17021,1008,9709,31981,1755,15213,40682
1525,1440,1485,1944,1858,1909,4771,15390,29317,579,647,1449,884,4540,15661,927,8163,30159,1379,13077,40067
1163,1170,1220,1494,1645,1646,4293,14068,28667,464,499,1075,772,3831,14430,751,6945,28434,1091,11210,38325
1037,979,1030,1303,1304,1274,3911,12953,28062,372,395,882,613,3387,13262,639,6119,26394,945,9577,37011
777,823,807,1136,1152,1193,3604,11882,27305,338,362,687,549,2943,12292,543,5229,24557,797,8102,34602
748,704,684,907,978,984,3317,10830,26314,300,279,521,478,2543,11389,469,4638,23142,656,6715,32880
623,578,595,825,851,857,3081,9603,24963,299,243,419,441,2267,10644,433,4059,21440,524,5655,29700
559,557,521,763,735,787,2994,8846,23738,279,250,378,372,1967,9809,412,3418,19681,444,4698,27586
